region_id	region_name	region_ent_type	total_value	tile	asbestos	concrete	zink_aluminium_sheet	metal_sheet	cadjan_palmyrah_straw	other	not_relevant
LK-7127180	Hurulumeegahapattiya	gnd	236	64	167	3	0	1	1	0	0
LK-7212055	Yakkure	gnd	236	56	175	0	0	4	1	0	0
LK-8115060	Ledgerwatta	gnd	236	17	58	1	128	32	0	0	0
LK-9133055	Wewagama	gnd	236	53	168	3	3	7	2	0	0
LK-9209200	Narangala	gnd	236	40	140	11	3	22	20	0	0
LK-1227095	Nittambuwa South	gnd	235	99	113	12	7	3	0	1	0
LK-1230180	Meddegama North	gnd	235	54	163	5	2	10	0	1	0
LK-1312045	Amaragedara North	gnd	235	88	142	0	0	3	2	0	0
LK-1312270	Gamagewatta	gnd	235	99	131	5	0	0	0	0	0
LK-2139170	Alapalawala East	gnd	235	16	147	42	27	0	3	0	0
LK-2139535	Wegiriya East	gnd	235	15	181	25	4	10	0	0	0
LK-3112180	Pituwala South	gnd	235	71	158	6	0	0	0	0	0
LK-3227170	Akurugoda	gnd	235	149	81	4	0	0	1	0	0
LK-3318145	Attanayala East	gnd	235	152	77	5	1	0	0	0	0
LK-3324165	Rukmalpitiya	gnd	235	164	61	7	0	3	0	0	0
LK-4130250	Kudamiyan	gnd	235	111	99	1	16	2	6	0	0
LK-4203245	Parappankandal	gnd	235	206	0	2	0	19	8	0	0
LK-4312045	Unit 5 & 6. Pavatkulam	gnd	235	196	27	1	1	10	0	0	0
LK-5230055	Ninthavur 16	gnd	235	199	11	24	0	1	0	0	0
LK-6124200	Imbulgodayagama	gnd	235	135	86	8	6	0	0	0	0
LK-6166055	Sandagala South	gnd	235	112	94	2	0	27	0	0	0
LK-6184005	Vilgamuwa	gnd	235	151	71	2	1	9	1	0	0
LK-6187365	Kuleepitiya North	gnd	235	100	108	0	0	27	0	0	0
LK-7124145	Thirappankadawala	gnd	235	74	150	8	0	3	0	0	0
LK-8119010	Metigahathenna	gnd	235	25	186	4	1	19	0	0	0
LK-8127080	Thuppitiya	gnd	235	40	172	4	3	16	0	0	0
LK-8127190	Rahupola	gnd	235	63	143	14	1	13	1	0	0
LK-8130100	Koskanuwegama	gnd	235	34	182	3	2	14	0	0	0
LK-8130215	Malpotha	gnd	235	32	180	6	4	12	0	1	0
LK-8209130	Kinnarabowa	gnd	235	109	118	3	0	4	1	0	0
LK-9109050	Munasinhapura	gnd	235	59	161	9	2	1	3	0	0
LK-9119020	Medabedda	gnd	235	56	166	3	0	8	2	0	0
LK-1209430	Gurullagama	gnd	234	161	68	4	1	0	0	0	0
LK-1227650	Kahambilihena	gnd	234	94	130	6	1	3	0	0	0
LK-2121085	Ambagolla	gnd	234	64	155	6	1	8	0	0	0
LK-2134035	Polwatta Ihalagama	gnd	234	41	167	15	4	7	0	0	0
LK-2221005	Kumbaloluwa	gnd	234	30	189	11	1	3	0	0	0
LK-2230170	Udagama	gnd	234	8	132	1	12	81	0	0	0
LK-2303350	Kirindiwela	gnd	234	1	110	8	8	107	0	0	0
LK-3118140	Koralegama	gnd	234	88	136	7	0	3	0	0	0
LK-3137140	Dolikanda	gnd	234	116	106	9	0	3	0	0	0
LK-3151010	Mayakaduwa	gnd	234	126	106	2	0	0	0	0	0
LK-3227090	Thumbe	gnd	234	130	91	10	0	3	0	0	0
LK-3227145	Karagoda Uyangoda 2 West	gnd	234	153	69	8	2	0	2	0	0
LK-3230100	Muruthamuraya West	gnd	234	106	97	27	0	1	3	0	0
LK-3309095	Shuddha Nagaraya	gnd	234	110	109	12	1	2	0	0	0
LK-3325005	Rammala	gnd	234	143	71	16	0	4	0	0	0
LK-3330325	Galagama North	gnd	234	126	92	9	3	0	4	0	0
LK-5112090	Kommathurai West	gnd	234	187	1	36	3	4	2	1	0
LK-5121055	Nediyamadu	gnd	234	185	12	3	29	1	3	1	0
LK-5133035	Vipulananthapuram	gnd	234	193	9	25	2	0	5	0	0
LK-5230060	Ninthavur 17	gnd	234	205	1	28	0	0	0	0	0
LK-5233025	Oluvil 05	gnd	234	186	2	38	0	7	1	0	0
LK-6133210	Pothuvila	gnd	234	121	92	11	1	2	6	1	0
LK-6136190	Nabadawewa	gnd	234	162	56	1	9	3	3	0	0
LK-6139075	Leekolawewa	gnd	234	177	41	0	12	0	4	0	0
LK-6160235	Delpaddana	gnd	234	102	112	11	1	0	8	0	0
LK-6187230	Dewalepola	gnd	234	140	87	5	2	0	0	0	0
LK-6209065	Dangaswewa	gnd	234	134	95	0	0	1	4	0	0
LK-7124015	Maradanmaduwa	gnd	234	84	145	2	0	0	3	0	0
LK-7151105	Wellamudawa	gnd	234	96	126	3	1	4	4	0	0
LK-8142060	Mahakanda	gnd	234	0	14	0	2	218	0	0	0
LK-1209560	Pinnalanda	gnd	233	134	86	2	0	10	0	0	1
LK-1212025	Delwala	gnd	233	166	59	2	6	0	0	0	0
LK-1212620	Dumunnegedara	gnd	233	112	116	5	0	0	0	0	0
LK-1315110	Madurawala West	gnd	233	31	197	4	1	0	0	0	0
LK-2103200	Naranwala	gnd	233	32	176	15	1	9	0	0	0
LK-2103295	Kuragama	gnd	233	36	161	20	4	12	0	0	0
LK-2109135	Deegala	gnd	233	11	151	58	4	9	0	0	0
LK-2115035	Beddegama	gnd	233	6	168	11	0	25	23	0	0
LK-2139070	Lagamuwa	gnd	233	14	180	31	4	4	0	0	0
LK-2139080	Urulewatta	gnd	233	15	185	21	9	0	3	0	0
LK-2221035	Ranmuthugama	gnd	233	25	183	14	1	10	0	0	0
LK-2303440	Madakumbura	gnd	233	4	87	7	15	120	0	0	0
LK-3154090	Uragasgoda	gnd	233	117	110	2	1	3	0	0	0
LK-3154195	Alawathuthisgoda	gnd	233	103	114	11	0	5	0	0	0
LK-3227050	Magamure	gnd	233	115	89	27	1	0	1	0	0
LK-3239230	Kamburugamuwa West	gnd	233	112	106	14	1	0	0	0	0
LK-3315065	Poliyarwatta	gnd	233	146	81	1	0	5	0	0	0
LK-4139140	Nainativu North	gnd	233	118	87	0	13	6	5	4	0
LK-4406005	Ampalpuram	gnd	233	130	68	1	0	28	6	0	0
LK-4509165	Thondamannagar	gnd	233	164	42	13	10	2	1	0	1
LK-5118205	Veechchukalmunai	gnd	233	183	10	25	1	14	0	0	0
LK-5136125	Kurumanvely 11 East	gnd	233	186	12	29	3	0	3	0	0
LK-5216010	Central Camp 02	gnd	233	145	24	18	10	35	1	0	0
LK-6109175	Nabadewa	gnd	233	131	96	2	1	3	0	0	0
LK-6115070	Yakadapatha	gnd	233	193	35	1	1	3	0	0	0
LK-6130200	Nindapella	gnd	233	121	90	6	5	11	0	0	0
LK-6133150	Hindawewa	gnd	233	129	99	0	0	5	0	0	0
LK-6148020	Medagama	gnd	233	211	16	0	2	0	2	2	0
LK-6149050	Moonamale	gnd	233	159	64	4	0	6	0	0	0
LK-6157220	Belgoda	gnd	233	150	73	6	1	2	1	0	0
LK-6169030	Thelahera	gnd	233	157	57	9	2	7	1	0	0
LK-6245050	Kolinjadiya East	gnd	233	230	2	1	0	0	0	0	0
LK-7121020	Mahakumbukwewa	gnd	233	133	97	2	0	1	0	0	0
LK-7121065	Pandarellewa	gnd	233	138	91	2	0	2	0	0	0
LK-7148135	Katiyawa Track 02	gnd	233	77	153	1	0	0	2	0	0
LK-7154070	Olukarada	gnd	233	14	216	2	0	1	0	0	0
LK-7212105	Gomathiyaya	gnd	233	32	187	1	2	11	0	0	0
LK-8119005	Ekiriya	gnd	233	47	150	1	2	33	0	0	0
LK-9112135	Amunuthenna	gnd	233	44	146	5	5	33	0	0	0
LK-9130065	Ellahena	gnd	233	54	160	9	1	9	0	0	0
LK-9218030	Paspolakanda	gnd	233	128	83	5	0	9	8	0	0
LK-1209545	Hapuwalana	gnd	232	131	100	0	0	1	0	0	0
LK-1327005	Koholana North	gnd	232	90	133	6	0	3	0	0	0
LK-2121180	Weraganthota	gnd	232	53	153	15	3	8	0	0	0
LK-2136100	Dehigama South	gnd	232	13	171	29	4	6	9	0	0
LK-2136350	Mudaliwatta	gnd	232	16	190	19	1	3	3	0	0
LK-2309145	Wathumulla	gnd	232	7	171	42	6	6	0	0	0
LK-2312200	Kandapola East	gnd	232	2	94	26	4	88	18	0	0
LK-2315090	Samansirigama	gnd	232	1	201	19	6	1	4	0	0
LK-3103100	Thotakanatta	gnd	232	89	137	4	1	1	0	0	0
LK-3137045	Kandegoda	gnd	232	98	118	11	0	5	0	0	0
LK-3137090	Gammeddegoda	gnd	232	126	95	7	0	4	0	0	0
LK-3154255	Karandugoda	gnd	232	95	132	3	1	0	1	0	0
LK-3227160	Ihala Vitiyala South	gnd	232	143	82	3	0	4	0	0	0
LK-3306100	Singhapura	gnd	232	119	102	6	0	0	5	0	0
LK-3325090	Bowala West	gnd	232	152	68	8	0	4	0	0	0
LK-3330125	Karambaketiya	gnd	232	116	92	23	0	1	0	0	0
LK-3330190	Beliatta Town	gnd	232	88	110	32	2	0	0	0	0
LK-5133125	Paddaapuram	gnd	232	96	102	22	10	0	2	0	0
LK-5306090	Nilaveli	gnd	232	88	130	11	1	1	0	0	1
LK-6115050	Divullepitiya	gnd	232	182	32	3	2	0	12	1	0
LK-6127390	Henawa	gnd	232	53	155	3	10	7	4	0	0
LK-6133015	Thimbiriwewa	gnd	232	150	66	1	0	9	4	2	0
LK-6163190	Palleyaya	gnd	232	126	81	19	2	0	4	0	0
LK-7118100	Kallanchiya	gnd	232	96	130	0	2	4	0	0	0
LK-7118185	Kudagama	gnd	232	56	172	0	0	0	4	0	0
LK-7124170	Wadigawewa	gnd	232	82	147	0	2	1	0	0	0
LK-8112090	Bogahakumbura	gnd	232	47	173	5	0	1	6	0	0
LK-8142185	Kolongasthenna	gnd	232	50	141	7	2	30	2	0	0
LK-8206125	Udumulla	gnd	232	170	51	6	0	5	0	0	0
LK-8212075	Muthukandiya	gnd	232	144	80	1	0	7	0	0	0
LK-9112165	Heenberenduwa	gnd	232	35	189	4	1	3	0	0	0
LK-9212260	Moradana	gnd	232	69	153	4	5	0	1	0	0
LK-1209425	Parana Halpe East	gnd	231	126	98	6	0	1	0	0	0
LK-1209540	Hapuwalana South	gnd	231	154	71	5	0	1	0	0	0
LK-2103005	Meegahahena South	gnd	231	85	99	21	2	23	1	0	0
LK-2106095	Watagalathenna	gnd	231	10	164	47	4	6	0	0	0
LK-2118065	Dumbaragama	gnd	231	42	174	14	0	1	0	0	0
LK-2142145	Ududeniya	gnd	231	4	125	8	56	38	0	0	0
LK-2145060	Singharagama	gnd	231	14	122	50	26	19	0	0	0
LK-2306195	Kottala	gnd	231	36	160	26	6	2	1	0	0
LK-3106155	Heenatiya North	gnd	231	50	179	1	0	0	1	0	0
LK-3124020	Aluth Thanayamgoda Pahala West	gnd	231	82	145	4	0	0	0	0	0
LK-3227035	Narandeniya East	gnd	231	127	98	5	0	1	0	0	0
LK-3330245	Kudaheella East	gnd	231	140	76	13	1	1	0	0	0
LK-4124075	Vettilaikerny	gnd	231	215	5	1	6	1	1	2	0
LK-5221035	Pandiruppu 01B	gnd	231	163	8	51	7	1	0	1	0
LK-5245010	Thambiluvil 1	gnd	231	207	1	17	2	1	3	0	0
LK-5315015	Kanniya	gnd	231	114	104	0	4	9	0	0	0
LK-6145040	Madulla	gnd	231	189	34	0	1	7	0	0	0
LK-6145075	Divulwewa	gnd	231	171	40	5	5	10	0	0	0
LK-6148180	Wijaya Udagama	gnd	231	184	43	1	0	1	2	0	0
LK-6163055	Wegama	gnd	231	146	72	4	1	8	0	0	0
LK-6169170	Hewanellagara	gnd	231	200	25	0	0	6	0	0	0
LK-6184150	Boyawalana	gnd	231	159	52	11	3	0	6	0	0
LK-6212045	Kuruluwewa	gnd	231	154	62	0	9	1	5	0	0
LK-6239150	Sagaragama	gnd	231	206	13	1	2	3	6	0	0
LK-7157050	Kuda Rambawewa	gnd	231	84	143	2	2	0	0	0	0
LK-7160075	Aswedduma	gnd	231	71	152	3	1	4	0	0	0
LK-8203190	Yalkumbura	gnd	231	76	138	2	6	9	0	0	0
LK-9203050	Hewadiwela	gnd	231	123	95	7	2	2	2	0	0
LK-9203245	Halagiriya	gnd	231	88	136	2	2	3	0	0	0
LK-9206020	Ihala Kotte	gnd	231	103	100	19	5	3	1	0	0
LK-1333105	Ridirekhagama	gnd	230	68	113	3	4	42	0	0	0
LK-2106015	Dehiwatta	gnd	230	30	155	37	2	0	6	0	0
LK-2133395	Haloluwa Pallegama	gnd	230	9	180	31	3	0	7	0	0
LK-2136105	Dehigama North	gnd	230	15	165	41	0	0	9	0	0
LK-2136300	Kurunduwatta	gnd	230	18	171	29	4	0	7	1	0
LK-2145175	Haputhale Pallegama	gnd	230	45	142	25	9	9	0	0	0
LK-2203090	Pibidunugama	gnd	230	90	123	3	7	6	1	0	0
LK-2212140	Ambokudena	gnd	230	64	149	15	2	0	0	0	0
LK-2307340	Bogamuwa	gnd	230	30	174	14	4	8	0	0	0
LK-3145030	Ketandola	gnd	230	75	151	2	0	2	0	0	0
LK-3148220	Ihala Walpala	gnd	230	93	123	12	0	2	0	0	0
LK-3224055	Welandagoda	gnd	230	130	87	7	2	4	0	0	0
LK-3233115	Walakanda West	gnd	230	134	90	4	2	0	0	0	0
LK-3245200	Devinuwara Sinhasana Pedesa	gnd	230	108	119	2	0	0	1	0	0
LK-4136100	Grand Bazaar	gnd	230	81	121	26	0	0	2	0	0
LK-4203235	Puthukkamam	gnd	230	199	0	0	0	1	0	30	0
LK-4303075	Nainamadu	gnd	230	168	34	5	2	0	9	12	0
LK-5303020	Lassanagama	gnd	230	46	162	2	6	0	12	2	0
LK-6127160	Niyandawanaya	gnd	230	133	77	4	8	8	0	0	0
LK-6130315	Bogamuwa	gnd	230	134	88	1	5	2	0	0	0
LK-6148145	Galagedara	gnd	230	193	29	0	5	0	2	1	0
LK-6148185	Wetehepitiya	gnd	230	187	26	0	3	14	0	0	0
LK-6163080	Ihala Udattapola	gnd	230	111	97	12	0	10	0	0	0
LK-6163525	Gonigoda	gnd	230	67	135	14	14	0	0	0	0
LK-6184085	Pangolla	gnd	230	144	63	0	15	8	0	0	0
LK-6224100	Viharagama	gnd	230	143	65	2	5	13	2	0	0
LK-7106020	Bellankadawala	gnd	230	79	144	1	0	6	0	0	0
LK-7151160	Kattamurichchana	gnd	230	85	143	2	0	0	0	0	0
LK-8112075	Dikkumbura	gnd	230	53	161	4	0	0	12	0	0
LK-8119090	Sooriyagoda	gnd	230	2	157	2	0	69	0	0	0
LK-8124110	Udagama	gnd	230	14	97	8	1	110	0	0	0
LK-8127075	Medipokuna	gnd	230	55	157	3	2	13	0	0	0
LK-9103070	Napawala	gnd	230	14	207	2	3	0	4	0	0
LK-9109015	Kanuggalla	gnd	230	1	225	0	0	4	0	0	0
LK-1215070	Pahala Vithanamulla	gnd	229	115	106	5	1	2	0	0	0
LK-1318140	Galpatha West	gnd	229	64	144	12	0	8	0	1	0
LK-1330155	Horawala East	gnd	229	85	139	4	0	0	1	0	0
LK-2103090	Palukopi Watta	gnd	229	22	131	50	6	16	4	0	0
LK-2139075	Mathgamuwa	gnd	229	24	153	37	8	7	0	0	0
LK-2139105	Pamunuwa West	gnd	229	22	148	57	1	0	1	0	0
LK-2139595	Wegiriya West	gnd	229	15	191	11	1	11	0	0	0
LK-2212065	Millawana Pahalagama	gnd	229	70	84	4	55	14	2	0	0
LK-2306235	Rathmetiya	gnd	229	31	170	18	4	6	0	0	0
LK-3112090	Poojagallena	gnd	229	59	166	1	0	2	1	0	0
LK-3112240	Thibbotuwawa	gnd	229	76	150	2	0	0	1	0	0
LK-3124150	Udalamatta East	gnd	229	53	174	1	0	0	1	0	0
LK-3154105	Bogahamulugoda	gnd	229	81	137	10	0	0	0	1	0
LK-3227095	Karaputugala North	gnd	229	94	129	4	0	0	1	0	1
LK-3230090	Beruwela	gnd	229	130	85	12	1	1	0	0	0
LK-3325110	Pathegama	gnd	229	164	58	7	0	0	0	0	0
LK-3330120	Aranwela North	gnd	229	146	68	8	4	3	0	0	0
LK-4121035	Uduppiddy South	gnd	229	133	94	0	0	1	1	0	0
LK-4121085	Karaveddy North	gnd	229	151	68	2	4	0	2	2	0
LK-4130235	Eluthumadduval North	gnd	229	162	65	0	0	0	2	0	0
LK-4303070	Sinnadampan	gnd	229	201	24	0	0	0	0	4	0
LK-4306095	Pirappanmaduwa	gnd	229	30	175	0	0	15	9	0	0
LK-6118045	Ottukulama	gnd	229	173	50	2	1	1	2	0	0
LK-6118140	Magurankadawala	gnd	229	212	10	2	0	5	0	0	0
LK-6124285	Dampitigama	gnd	229	129	85	4	5	6	0	0	0
LK-6163315	Pallekanda	gnd	229	148	57	7	8	9	0	0	0
LK-6172300	Deeyawala	gnd	229	194	27	2	1	4	1	0	0
LK-6184080	Galgamuwa South	gnd	229	170	48	6	2	0	3	0	0
LK-6221060	Maha Kumbukkadawala	gnd	229	122	86	0	7	9	5	0	0
LK-6242135	Koswatta North	gnd	229	225	1	0	0	0	3	0	0
LK-7154080	Mudaperumagama	gnd	229	27	195	3	1	3	0	0	0
LK-7154130	Kekirawa Town	gnd	229	7	181	37	1	0	3	0	0
LK-7160115	2 Ela - Kagama	gnd	229	43	179	1	4	2	0	0	0
LK-7210090	Monarathenna	gnd	229	55	161	2	0	11	0	0	0
LK-8109100	Hunuketapitiya	gnd	229	27	178	6	2	16	0	0	0
LK-9209090	Wattegedara	gnd	229	92	117	7	0	13	0	0	0
LK-1230175	Kiriwana	gnd	228	73	136	4	0	15	0	0	0
LK-1336070	Midalana West	gnd	228	99	118	10	1	0	0	0	0
LK-1339085	Pareigama North	gnd	228	108	116	4	0	0	0	0	0
LK-2106205	Diddeniya	gnd	228	20	168	26	9	0	5	0	0
LK-2133405	Yatihalagala Pallegama	gnd	228	8	156	55	6	3	0	0	0
LK-2230045	Dankanda	gnd	228	9	152	8	5	54	0	0	0
LK-2230185	Epitamulla	gnd	228	23	152	11	2	21	19	0	0
LK-3130095	Pathawelivitiya	gnd	228	123	100	4	0	0	1	0	0
LK-3212210	Koramburuwana	gnd	228	126	98	3	0	0	1	0	0
LK-3321125	Wekandawala South	gnd	228	150	63	7	0	8	0	0	0
LK-4136035	Thirunagar	gnd	228	46	172	5	3	2	0	0	0
LK-4215030	Sinnapullachchi Potkerni	gnd	228	220	2	0	0	6	0	0	0
LK-5130025	Muthalaikkudah	gnd	228	196	5	5	21	0	0	1	0
LK-5221130	Kalmunai  02A	gnd	228	188	1	38	1	0	0	0	0
LK-6130140	Mahagama	gnd	228	111	99	5	3	9	1	0	0
LK-6148035	Hanwella	gnd	228	165	48	2	0	0	13	0	0
LK-6163025	Udahena	gnd	228	137	76	5	1	9	0	0	0
LK-6169080	Bogamulla	gnd	228	177	34	6	7	3	1	0	0
LK-6184145	Kendagolla	gnd	228	172	39	6	7	4	0	0	0
LK-6236035	Dematapitiya	gnd	228	171	27	2	2	25	1	0	0
LK-7115045	Diganegama	gnd	228	67	136	3	7	7	8	0	0
LK-7151155	Pethis Rambewa	gnd	228	70	150	5	0	1	1	1	0
LK-7154170	Rathmallewa	gnd	228	45	175	3	4	1	0	0	0
LK-7166075	Undurawa Halmilla Wewa	gnd	228	64	156	1	0	6	1	0	0
LK-8130235	Bibiligamuwa	gnd	228	86	128	10	4	0	0	0	0
LK-8212110	Ruhunu Danawwa	gnd	228	85	131	2	1	9	0	0	0
LK-9203055	Nattambura	gnd	228	91	116	13	0	8	0	0	0
LK-1212155	Thalagama	gnd	227	149	68	5	0	4	1	0	0
LK-1303185	Pattiya North	gnd	227	54	147	25	1	0	0	0	0
LK-1330220	Nugagahalanda	gnd	227	98	122	1	0	6	0	0	0
LK-2121210	Udayagala	gnd	227	67	149	5	1	5	0	0	0
LK-2127045	Maharathenna West	gnd	227	18	162	24	5	18	0	0	0
LK-2302170	Harangala South	gnd	227	1	214	5	0	7	0	0	0
LK-2306140	Hanguranketha	gnd	227	22	132	62	7	4	0	0	0
LK-2309355	Ukuthule East	gnd	227	10	102	18	2	91	4	0	0
LK-3139175	Pokunawatta	gnd	227	41	131	51	0	4	0	0	0
LK-3139250	Dewata	gnd	227	48	175	3	0	1	0	0	0
LK-3148100	Ihala Karagoda	gnd	227	96	121	9	0	1	0	0	0
LK-3154040	Thalpe South	gnd	227	101	108	15	2	0	1	0	0
LK-3221045	Penetiyana East	gnd	227	113	105	6	0	0	3	0	0
LK-3245040	Agarawala	gnd	227	110	104	11	1	1	0	0	0
LK-3325120	Dehigahahena	gnd	227	126	90	11	0	0	0	0	0
LK-4133180	Kokuvil North West	gnd	227	207	16	2	1	0	1	0	0
LK-4209060	Maluvarayarkaddayadampan	gnd	227	212	6	1	1	6	1	0	0
LK-4409005	Anandapuram	gnd	227	173	3	1	0	50	0	0	0
LK-4503085	Tharmakeny	gnd	227	147	69	0	1	0	10	0	0
LK-5115010	Eravur 04	gnd	227	182	10	26	1	0	8	0	0
LK-5136175	Koddaikallar South	gnd	227	202	0	24	1	0	0	0	0
LK-5221100	Natpiddimunai (T.P ) 01	gnd	227	185	10	28	1	3	0	0	0
LK-6103115	Pahala Giribawa	gnd	227	147	70	7	0	2	1	0	0
LK-6106115	Nochchiya	gnd	227	108	111	1	5	1	1	0	0
LK-6130240	Hiddana	gnd	227	104	116	5	0	2	0	0	0
LK-6160055	Arampola Watta South	gnd	227	100	106	14	1	6	0	0	0
LK-6160065	Pothubowa	gnd	227	104	109	5	1	8	0	0	0
LK-6163095	Nithulpitiya	gnd	227	89	119	11	1	7	0	0	0
LK-6163530	Meeliyadda	gnd	227	105	97	12	1	12	0	0	0
LK-6166180	Algama	gnd	227	144	70	3	2	5	3	0	0
LK-7124130	Gammahegewewa	gnd	227	90	131	1	0	5	0	0	0
LK-7139005	Kukulkatuwa	gnd	227	123	101	0	0	3	0	0	0
LK-9230010	Daigala	gnd	227	64	132	0	8	23	0	0	0
LK-1227715	Madakotuwa West	gnd	226	38	182	2	0	4	0	0	0
LK-1339290	Ihala Hewessa	gnd	226	82	137	2	1	3	1	0	0
LK-2103275	Henegama Palkumbura	gnd	226	26	149	29	3	19	0	0	0
LK-2136150	Doluwa West	gnd	226	40	133	35	7	11	0	0	0
LK-2203260	Dembawa	gnd	226	64	149	6	1	0	6	0	0
LK-2209230	Senagama	gnd	226	33	184	2	5	0	2	0	0
LK-2306450	Madumana	gnd	226	27	180	13	0	5	1	0	0
LK-3106170	Heenatiya South	gnd	226	26	192	3	0	0	4	1	0
LK-3233030	Kirinda Mangin Ihala North	gnd	226	117	99	9	0	1	0	0	0
LK-3325045	Namaneliya	gnd	226	150	65	6	0	0	5	0	0
LK-4206005	Thevanpiddy	gnd	226	198	3	1	15	8	1	0	0
LK-4306020	Maradanmaduwa	gnd	226	56	166	0	3	0	1	0	0
LK-5212050	Kothmale	gnd	226	23	192	2	0	8	1	0	0
LK-5212070	Lathugala	gnd	226	28	144	1	0	49	4	0	0
LK-6121015	Olupeliyawa	gnd	226	189	31	2	0	4	0	0	0
LK-6133030	Pothuwagonna	gnd	226	141	71	0	1	10	3	0	0
LK-6154260	Attanapitiya	gnd	226	134	86	2	3	1	0	0	0
LK-6175050	Kahadenigama	gnd	226	184	23	1	2	16	0	0	0
LK-6184105	Lewdeniya	gnd	226	149	63	2	1	11	0	0	0
LK-6184140	Henduwawa	gnd	226	160	55	0	1	10	0	0	0
LK-6209110	Pawattamaduwa	gnd	226	130	77	1	1	0	15	2	0
LK-6221105	Karungalichole	gnd	226	169	25	5	3	15	9	0	0
LK-7127065	Mailagaswewa	gnd	226	59	164	2	0	1	0	0	0
LK-8119125	Rendapola	gnd	226	0	47	3	1	175	0	0	0
LK-8127070	Malwattegama	gnd	226	46	154	7	6	12	0	1	0
LK-8133095	Bambaragama	gnd	226	20	154	13	1	38	0	0	0
LK-8206185	Iluklanda	gnd	226	132	85	4	1	4	0	0	0
LK-9130085	Kolambewa	gnd	226	84	131	4	0	7	0	0	0
LK-9142105	Werahera East	gnd	226	137	82	3	1	3	0	0	0
LK-9203040	Mahagama	gnd	226	154	66	2	2	1	1	0	0
LK-1230640	Welgama	gnd	225	72	143	8	1	0	1	0	0
LK-1327180	Dodangoda West - Central	gnd	225	98	110	9	0	8	0	0	0
LK-2103065	Namaltenna	gnd	225	26	179	16	0	0	4	0	0
LK-2112050	Paranagama	gnd	225	11	190	20	0	1	0	3	0
LK-2136345	Pahala Mudaliwatta	gnd	225	16	175	21	3	7	3	0	0
LK-2307220	Moragolla	gnd	225	53	163	4	2	0	3	0	0
LK-3209175	Napathella	gnd	225	101	112	11	0	0	1	0	0
LK-3215115	Ihala Athuraliya	gnd	225	138	79	5	0	3	0	0	0
LK-3230040	Kohuliyadda	gnd	225	148	76	1	0	0	0	0	0
LK-3324020	Uda Alupothdeniya	gnd	225	143	68	12	0	2	0	0	0
LK-4103065	Karampon West	gnd	225	150	69	1	0	0	4	1	0
LK-4309060	Paranaddakal	gnd	225	160	0	1	0	5	3	56	0
LK-4312100	Kangankulam	gnd	225	135	32	2	56	0	0	0	0
LK-6109060	Pothanegama	gnd	225	89	123	3	0	6	4	0	0
LK-6112140	Wanduressa	gnd	225	128	85	5	1	0	5	1	0
LK-6154265	Pahala Thalampitiya	gnd	225	159	55	3	0	7	1	0	0
LK-6160295	Kahapathwala North	gnd	225	71	95	3	5	51	0	0	0
LK-6172315	Eluwapola	gnd	225	183	35	2	3	2	0	0	0
LK-6239175	Halpanvila West	gnd	225	201	9	3	0	11	1	0	0
LK-7106040	D 04 Wahalkada	gnd	225	56	162	0	1	6	0	0	0
LK-7166160	Pelbendiyawa	gnd	225	87	115	4	1	13	5	0	0
LK-8130090	Puhulpola	gnd	225	19	190	13	2	1	0	0	0
LK-9212250	Hungampola	gnd	225	49	150	12	3	11	0	0	0
LK-1209080	Diklanda	gnd	224	133	76	1	6	0	7	1	0
LK-1230470	Pahala Lunugama	gnd	224	110	113	1	0	0	0	0	0
LK-1309185	Kananvila South	gnd	224	42	179	3	0	0	0	0	0
LK-1315130	Katuhena	gnd	224	64	158	0	0	2	0	0	0
LK-1333035	Halovita	gnd	224	70	146	3	1	0	4	0	0
LK-2115010	Watakele	gnd	224	0	134	3	86	1	0	0	0
LK-2136140	Bathgoda	gnd	224	28	162	31	1	0	2	0	0
LK-2139335	Manikkawa	gnd	224	30	136	28	13	17	0	0	0
LK-2203030	Thennakonpura	gnd	224	62	139	3	1	10	5	4	0
LK-2230150	Welangahawatta	gnd	224	6	124	3	13	78	0	0	0
LK-2309525	Pandithaya Kumbura	gnd	224	21	128	11	1	63	0	0	0
LK-3118100	Malhathawa	gnd	224	73	148	1	0	2	0	0	0
LK-3135180	Medagoda	gnd	224	125	88	8	0	0	3	0	0
LK-3248010	Bodarakanda	gnd	224	142	74	3	1	1	3	0	0
LK-3325055	Weedikanda	gnd	224	149	57	5	0	0	13	0	0
LK-5133020	Kalumunthanveli	gnd	224	158	10	18	18	0	19	1	0
LK-5133025	Ganthipuram	gnd	224	192	17	4	1	0	2	0	8
LK-6115090	Dehennegama	gnd	224	148	54	0	2	18	2	0	0
LK-6118020	Kanuketiya	gnd	224	196	20	7	1	0	0	0	0
LK-6124330	Walpaluwa	gnd	224	145	64	0	6	8	1	0	0
LK-6154070	Dematagolla	gnd	224	149	63	3	3	6	0	0	0
LK-6178105	Madigepola	gnd	224	123	89	1	0	11	0	0	0
LK-6245130	Dummaladeniya North	gnd	224	205	9	5	3	0	2	0	0
LK-8109025	Polgaha Arawa	gnd	224	42	164	2	1	14	1	0	0
LK-8206025	Baduluwela	gnd	224	179	41	0	0	4	0	0	0
LK-9139060	Pahamunupanna	gnd	224	67	134	12	1	10	0	0	0
LK-9215075	Peherambe	gnd	224	130	76	8	0	10	0	0	0
