region_id	region_name	region_name_in_data	region_ent_type	buddhist	hindu	islam	roman_catholic	other_christian	other
LK-3209050	Wijayagama	Wijayagama	GND	1188	12	0	0	0	7
LK-3209055	Pathavita	Pathavita	GND	1287	0	0	0	0	2
LK-3209060	Kirilipana	Kirilipana	GND	1256	469	0	0	114	2
LK-3209065	Moragala	Moragala	GND	1177	0	0	0	0	2
LK-3209070	Keeripitiya East	Keeripitiya East	GND	1480	0	0	0	0	6
LK-3209075	Urubokka	Urubokka	GND	2653	116	0	0	0	11
LK-3209080	Ginnaliya West	Ginnaliya West	GND	1216	0	0	0	0	2
LK-3209085	Ginnaliya South	Ginnaliya South	GND	1239	0	0	0	0	0
LK-3209090	Ginnaliya East	Ginnaliya East	GND	1180	0	0	0	0	6
LK-3209095	Mekiliyathenna	Mekiliyathenna	GND	2024	0	0	0	0	6
LK-3209100	Heegoda	Heegoda	GND	2078	0	0	0	0	7
LK-3209105	Keeripitiya West	Keeripitiya West	GND	1147	0	0	0	0	3
LK-3209110	Pothdeniya	Pothdeniya	GND	1172	0	0	0	0	7
LK-3209115	Mologgamuwa North	Mologgamuwa North	GND	948	0	0	0	0	2
LK-3209120	Mologgamuwa South	Mologgamuwa South	GND	1011	0	0	0	0	0
LK-3209125	Bengamuwa West	Bengamuwa West	GND	1502	0	0	0	0	0
LK-3209130	Bengamuwa East	Bengamuwa East	GND	1484	0	0	12	0	10
LK-3209135	Dampahala West	Dampahala West	GND	1580	19	0	0	0	5
LK-3209140	Hulankanda	Hulankanda	GND	1583	0	0	0	0	1
LK-3209145	Dampahala East	Dampahala East	GND	2027	0	0	0	0	1
LK-3209150	Pasgoda	Pasgoda	GND	2650	0	0	0	0	8
LK-3209155	Bengamuwa South	Bengamuwa South	GND	1256	12	0	0	0	1
LK-3209160	Denkandaliya	Denkandaliya	GND	673	0	0	0	0	7
LK-3209165	Panakaduwa West	Panakaduwa West	GND	1159	0	0	0	20	1
LK-3209170	Rotumba East	Rotumba East	GND	634	0	0	0	0	3
LK-3209175	Napathella	Napathella	GND	720	24	0	0	22	0
LK-3209180	Andaluwa	Andaluwa	GND	1017	0	0	0	0	1
LK-3209185	Ehelakanda	Ehelakanda	GND	1184	21	0	0	0	6
LK-3209190	Galketikanda	Galketikanda	GND	835	0	0	0	0	0
LK-3209195	Rotumba West	Rotumba West	GND	917	0	0	0	0	0
LK-3209200	Panakaduwa East	Panakaduwa East	GND	1306	0	0	0	0	0
LK-3209205	Gomila	Gomila	GND	1496	19	0	0	30	2
LK-3209210	Puwakgahahena	Puwakgahahena	GND	1129	0	0	0	0	4
LK-3209215	Mawarala	Mawarala	GND	1579	405	0	0	145	4
LK-3212	Mulatiyana	Mulatiyana	DSD	51488	261	0	0	0	83
LK-3212005	Gombaddala North	Gombaddala North	GND	840	0	0	0	0	5
LK-3212010	Kudapana	Kudapana	GND	791	0	0	0	0	0
LK-3212015	Ketapalakanda	Ketapalakanda	GND	1122	0	0	0	0	0
LK-3212020	Gammedagama	Gammedagama	GND	874	0	0	0	0	0
LK-3212025	Ketiyape North	Ketiyape North	GND	881	0	0	0	0	2
LK-3212030	Athapattukanda	Athapattukanda	GND	1104	0	0	0	0	1
LK-3212035	Parapamulla East	Parapamulla East	GND	1121	0	0	0	0	2
LK-3212040	Ketiyape South	Ketiyape South	GND	762	0	0	0	0	0
LK-3212045	Galetumba	Galetumba	GND	891	0	0	0	0	0
LK-3212050	Neralampitiya	Neralampitiya	GND	1013	0	0	0	0	0
LK-3212055	Mulatiyana	Mulatiyana	GND	1153	0	0	0	0	9
LK-3212060	Diddenipotha North	Diddenipotha North	GND	648	0	0	0	0	0
LK-3212065	Beragama North	Beragama North	GND	1508	0	0	0	0	5
LK-3212070	Gombaddala South	Gombaddala South	GND	1382	0	0	0	0	0
LK-3212075	Beragama West	Beragama West	GND	1494	0	0	0	0	6
LK-3212080	Beragama South	Beragama South	GND	1229	0	0	0	0	0
LK-3212085	Makandura West	Makandura West	GND	1430	0	0	0	0	0
LK-3212090	Beragama East	Beragama East	GND	1161	0	0	0	0	0
LK-3212095	Diddenipotha East	Diddenipotha East	GND	663	0	0	0	0	0
LK-3212100	Diddenipotha South	Diddenipotha South	GND	880	215	0	0	0	0
LK-3212105	Seenipella West	Seenipella West	GND	1289	0	0	0	0	1
LK-3212110	Maduwala	Maduwala	GND	1341	0	0	0	0	0
LK-3212115	Seenipella East	Seenipella East	GND	972	0	0	0	0	1
LK-3212120	Deiyandara	Deiyandara	GND	1965	0	0	0	0	1
LK-3212125	Parapamulla West	Parapamulla West	GND	698	0	0	0	0	0
LK-3212130	Parapamulla South	Parapamulla South	GND	651	0	0	0	0	4
LK-3212135	Dewalegama West	Dewalegama West	GND	1181	0	0	0	0	1
LK-3212140	Dewalegama East	Dewalegama East	GND	847	0	0	0	0	1
LK-3212145	Batadola	Batadola	GND	1381	13	0	0	0	1
LK-3212150	Kithsiripura	Kithsiripura	GND	869	0	0	0	0	0
LK-3212155	Radawela West	Radawela West	GND	698	0	0	0	0	0
LK-3212160	Belpamulla	Belpamulla	GND	860	0	0	0	0	1
LK-3212165	Bamunugama West	Bamunugama West	GND	1331	0	0	0	0	11
LK-3212170	Makandura East	Makandura  East	GND	1360	0	0	0	0	2
LK-3212175	Ransegoda East	Ransegoda East	GND	883	0	0	0	0	0
LK-3212180	Meepavita	Meepavita	GND	1058	0	0	0	0	3
LK-3212185	Mudaligedara	Mudaligedara	GND	821	0	0	0	0	8
LK-3212190	Rathkekulawa	Rathkekulawa	GND	1503	0	0	0	0	4
LK-3212195	Ransegoda North	Ransegoda North	GND	1599	0	0	0	0	0
LK-3212200	Ransegoda South	Ransegoda South	GND	1477	0	0	0	0	6
LK-3212205	Ransegoda West	Ransegoda West	GND	812	0	0	0	0	1
LK-3212210	Koramburuwana	Koramburuwana	GND	746	33	0	0	0	2
LK-3212215	Horapavita South	Horapavita South	GND	960	0	0	0	0	0
LK-3212220	Horapavita North	Horapavita North	GND	1213	0	0	0	0	0
LK-3212225	Bamunugama East	Bamunugama East	GND	838	0	0	0	0	0
LK-3212230	Radawela East	Radawela East	GND	823	0	0	0	0	2
LK-3212235	Pallawela	Pallawela	GND	863	0	0	0	0	1
LK-3212240	Pitawalgamuwa	Pitawalgamuwa	GND	1502	0	0	0	0	2
LK-3215	Athuraliya	Athuraliya	DSD	30049	526	1945	61	110	120
LK-3215005	Kehelwala	Kehelwala	GND	476	0	0	0	0	1
LK-3215010	Urumutta	Urumutta	GND	1342	0	15	0	0	1
LK-3215015	Urumutta South	Urumutta South	GND	1014	0	0	0	0	1
LK-3215020	Dematapassa	Dematapassa	GND	1455	13	0	15	37	1
LK-3215025	Divithura	Divithura	GND	965	0	0	0	0	0
LK-3215030	Welihena	Welihena	GND	1329	24	0	11	0	0
LK-3215035	Hawpe	Hawpe	GND	990	240	45	13	28	0
LK-3215040	Thalahagama West	Thalahagama West	GND	973	30	0	0	0	16
LK-3215045	Wenagama	Wenagama	GND	1684	25	0	0	0	16
LK-3215050	Thalahagama East	Thalahagama East	GND	1802	0	0	0	0	0
LK-3215055	Uggashena	Uggashena	GND	1352	40	0	0	0	8
LK-3215060	Vilpita West	Vilpita West	GND	1261	0	0	0	0	8
LK-3215065	Kanahalagama	Kanahalagama	GND	1138	62	27	0	0	3
LK-3215070	Godapitiya	Godapitiya	GND	105	36	1764	0	0	11
LK-3215075	Maragoda	Maragoda	GND	900	0	42	0	0	5
LK-3215080	Panadugama	Panadugama	GND	1254	44	41	0	0	3
LK-3215085	Thibbotuwawa North	Thibbotuwawa North	GND	711	0	0	0	0	3
LK-3215090	Walagepiyadda	Walagepiyadda	GND	1113	12	0	0	45	0
LK-3215095	Vilpita East 1	Vilpita East 1	GND	547	0	0	0	0	3
LK-3215100	Vilpita East 11	Vilpita East 11	GND	1539	0	11	11	0	9
LK-3215105	Yahamulla	Yahamulla	GND	996	0	0	0	0	6
LK-3215110	Namburukanda	Namburukanda	GND	560	0	0	0	0	0
LK-3215115	Ihala Athuraliya	Ihala Athuraliya	GND	842	0	0	0	0	6
LK-3215120	Balakawala	Balakawala	GND	1242	0	0	0	0	11
LK-3215125	Thibbotuwawa	Thibbotuwawa	GND	1939	0	0	11	0	4
LK-3215130	Athuraliya West	Athuraliya West	GND	779	0	0	0	0	3
LK-3215135	Athuraliya East	Athuraliya East	GND	575	0	0	0	0	0
LK-3215140	Pahala Athuraliya	Pahala Athuraliya	GND	1166	0	0	0	0	1
LK-3218	Akuressa	Akuressa	DSD	51918	1191	0	145	163	221
LK-3218005	Diganahena	Diganahena	GND	533	0	0	0	0	0
LK-3218010	Lenama North	Lenama North	GND	856	685	0	70	61	4
LK-3218015	Hulandawa	Hulandawa	GND	480	63	0	32	41	0
LK-3218020	Maramba North	Maramba North	GND	1252	46	0	13	0	3
LK-3218025	Peddapitiya North	Peddapitiya North	GND	1066	0	0	0	0	5
LK-3218030	Idikatudeniya	Idikatudeniya	GND	627	0	0	0	21	6
LK-3218035	Lenama South	Lenama South	GND	683	0	0	0	0	12
LK-3218040	Udupitiya	Udupitiya	GND	445	0	0	0	0	11
LK-3218045	Weliketiya	Weliketiya	GND	1278	0	0	0	0	6
LK-3218050	Dediyagala	Dediyagala	GND	1544	20	0	0	0	5
LK-3218055	Vilagama	Vilagama	GND	444	0	0	0	0	5
LK-3218060	Ehelape	Ehelape	GND	1526	25	0	0	0	2
LK-3218065	Dolamawatha	Dolamawatha	GND	1474	0	0	0	0	0
LK-3218070	Kohugoda	Kohugoda	GND	1228	0	0	0	0	3
LK-3218075	Ihala Maliduwa	Ihala Maliduwa	GND	1134	19	0	0	0	9
LK-3218080	Ketanvila	Ketanvila	GND	1304	0	0	0	0	4
LK-3218085	Nawalagoda	Nawalagoda	GND	988	0	0	0	17	8
LK-3218090	Ellewela	Ellewela	GND	1285	14	0	0	0	0
LK-3218095	Minipogoda	Minipogoda	GND	779	0	0	0	0	11
LK-3218100	Peddapitiya South	Peddapitiya South	GND	967	0	0	0	13	11
LK-3218105	Maramba South	Maramba South	GND	987	0	0	0	0	5
LK-3218110	Ganhela	Ganhela	GND	1040	0	0	0	0	7
LK-3218115	Asmagoda	Asmagoda	GND	698	0	0	0	0	0
LK-3218120	Higgoda	Higgoda	GND	1603	0	0	0	0	5
LK-3218125	Diyalape	Diyalape	GND	1039	40	0	0	0	8
LK-3218130	Eramudugoda	Eramudugoda	GND	1237	46	0	0	0	6
LK-3218135	Manikgoda	Manikgoda	GND	712	0	0	0	10	1
LK-3218140	Pahala Maliduwa	Pahala Maliduwa	GND	1382	17	0	0	0	9
LK-3218145	Bopitiya	Bopitiya	GND	1372	40	0	0	0	0
LK-3218150	Iluppella	Iluppella	GND	1808	0	0	0	0	4
LK-3218155	Imbulgoda	Imbulgoda	GND	1181	19	0	0	0	3
LK-3218160	Poramba	Poramba	GND	1603	0	0	0	0	6
LK-3218165	Akuressa	Akuressa	GND	1110	67	0	0	0	1
LK-3218170	Yakabedda	Yakabedda	GND	2125	27	0	13	0	5
LK-3218175	Galabadahena	Galabadahena	GND	1007	11	0	0	0	6
LK-3218180	Ihala Kiyanduwa	Ihala Kiyanduwa	GND	1106	24	0	0	0	0
LK-3218185	Melewwa	Melewwa	GND	1217	0	0	0	0	9
LK-3218190	Paraduwa North	Paraduwa North	GND	1200	0	0	0	0	6
LK-3218195	Paraduwa East	Paraduwa East	GND	960	18	0	17	0	4
LK-3218200	Paraduwa South	Paraduwa South	GND	1083	0	0	0	0	3
LK-3218205	Henegama	Henegama	GND	1347	0	0	0	0	1
LK-3218210	Henegama West	Henegama West	GND	1622	10	0	0	0	13
LK-3218215	Gallala	Gallala	GND	1331	0	0	0	0	1
LK-3218220	Nimalawa East	Nimalawa East	GND	690	0	0	0	0	6
LK-3218225	Nimalawa	Nimalawa	GND	1556	0	0	0	0	2
LK-3218230	Paragahawatta	Paragahawatta	GND	1009	0	0	0	0	5
LK-3221	Welipitiya	Welipitiya	DSD	47466	27	8205	21	41	200
LK-3221005	Wahala Kananke North	Wahala Kananke North	GND	932	0	0	0	12	5
LK-3221010	Nivithiwelbokka	Nivithiwelbokka	GND	1376	0	0	0	0	3
LK-3221015	Poramba Kananke North	Poramba Kananke North	GND	1526	0	0	0	0	0
LK-3221020	Puhulahena	Puhulahena	GND	983	0	0	11	0	0
LK-3221025	Poramba Kananke South	Poramba Kananke South	GND	1874	0	0	0	0	12
LK-3221030	Wahala Kananke South	Wahala Kananke South	GND	1328	0	0	0	0	4
LK-3221035	Nalawana	Nalawana	GND	651	0	0	0	0	2
LK-3221040	Penetiyana West	Penetiyana West	GND	1468	0	0	0	0	4
LK-3221045	Penetiyana East	Penetiyana East	GND	772	0	0	0	0	7
LK-3221050	Wellana	Wellana	GND	964	0	0	0	0	0
LK-3221055	Udukawa North	Udukawa North	GND	1613	0	0	0	0	8
LK-3221060	Udukawa South	Udukawa South	GND	2009	0	0	0	0	13
LK-3221065	Hallala	Hallala	GND	1214	0	0	0	0	3
LK-3221070	Bathalahena	Bathalahena	GND	975	0	0	0	0	3
LK-3221075	Kokmaduwa North	Kokmaduwa North	GND	778	0	0	0	0	1
LK-3221080	Sahabandu Kokmaduwa	Sahabandu Kokmaduwa	GND	850	0	0	0	0	9
LK-3221085	Jamburegoda East	Jamburegoda East	GND	417	0	0	0	0	0
LK-3221090	Padili Kokmaduwa	Padili Kokmaduwa	GND	1083	0	0	0	0	2
LK-3221095	Beraleliya	Beraleliya	GND	1345	0	0	0	0	11
LK-3221100	Jayawickramapura	Jayawickramapura	GND	1467	0	0	0	0	9
LK-3221105	Warakapitiya North	Warakapitiya North	GND	1655	0	0	0	0	1
LK-3221110	Warakapitiya East	Warakapitiya East	GND	976	0	0	0	0	0
LK-3221115	Warakapitiya South	Warakapitiya South	GND	1619	0	0	0	0	9
LK-3221120	Meeruppa	Meeruppa	GND	1595	16	0	0	0	9
LK-3221125	Uruvitiya	Uruvitiya	GND	1226	0	0	0	0	2
LK-3221130	Watagedaramulla	Watagedaramulla	GND	1566	0	451	0	0	7
LK-3221135	Moonamalpe	Moonamalpe	GND	832	0	617	0	0	8
LK-3221140	Welipitiya	Welipitiya	GND	613	11	3659	0	0	1
LK-3221145	Palalla	Palalla	GND	2118	0	0	10	0	9
LK-3221150	Jamburegoda West	Jamburegoda West	GND	718	0	0	0	0	0
LK-3221155	Ibbawala	Ibbawala	GND	537	0	0	0	0	4
LK-3221160	Vilegoda	Vilegoda	GND	1120	0	0	0	0	4
LK-3221165	Borala	Borala	GND	1245	0	0	0	0	1
LK-3221170	Maduragoda	Maduragoda	GND	574	0	1918	0	0	12
LK-3221175	Kapuwatta	Kapuwatta	GND	121	0	1295	0	0	1
LK-3221180	Denipitiya Central	Denipitiya Central	GND	2413	0	226	0	29	7
LK-3221185	Denipitiya West	Denipitiya West	GND	2028	0	39	0	0	15
LK-3221190	Denipitiya East	Denipitiya East	GND	2885	0	0	0	0	14
LK-3224	Malimbada	Malimbada	DSD	35392	0	566	20	10	140
LK-3224005	Elgiriya	Elgiriya	GND	973	0	0	0	0	7
LK-3224010	Pahala Kiyaduwa	Pahala Kiyaduwa	GND	963	0	0	0	0	0
LK-3224015	Maragoda	Maragoda	GND	1114	0	0	0	0	4
LK-3224020	Kekunawela	Kekunawela	GND	659	0	0	0	10	0
LK-3224025	Kadduwa	Kadduwa	GND	516	0	0	0	0	0
LK-3224030	Dampella	Dampella	GND	841	0	0	0	0	8
LK-3224035	Horagoda East	Horagoda East	GND	989	0	0	0	0	1
LK-3224040	Horagoda West	Horagoda West	GND	921	0	546	0	0	3
LK-3224045	Horagoda South	Horagoda South	GND	966	0	20	0	0	2
LK-3224050	Kadukanna	Kadukanna	GND	1535	0	0	0	0	8
LK-3224055	Welandagoda	Welandagoda	GND	796	0	0	0	0	5
LK-3224060	Uninduwela	Uninduwela	GND	746	0	0	0	0	7
LK-3224065	Thelijjavila	Thelijjavila	GND	2041	0	0	0	0	8
LK-3224070	Nape	Nape	GND	516	0	0	0	0	1
LK-3224075	Akurugoda North	Akurugoda North	GND	1317	0	0	0	0	9
LK-3224080	Akurugoda East	Akurugoda East	GND	1757	0	0	0	0	0
LK-3224085	Kirimetimulla South	Kirimetimulla South	GND	2522	0	0	20	0	3
LK-3224090	Kirimetimulla North	Kirimetimulla North	GND	1035	0	0	0	0	1
LK-3224095	Malimbada West	Malimbada West	GND	2015	0	0	0	0	16
LK-3224100	Katuwangoda	Katuwangoda	GND	770	0	0	0	0	2
LK-3224105	Malimbada East	Malimbada East	GND	1633	0	0	0	0	10
LK-3224110	Malimbada North	Malimbada North	GND	1622	0	0	0	0	0
LK-3224115	Malimbada South	Malimbada South	GND	906	0	0	0	0	8
LK-3224120	Galpamuna	Galpamuna	GND	1394	0	0	0	0	9
LK-3224125	Akurugoda South	Akurugoda South	GND	1950	0	0	0	0	10
LK-3224130	Akurugoda West	Akurugoda West	GND	979	0	0	0	0	4
LK-3224135	Sulthanagoda West	Sulthanagoda West	GND	1116	0	0	0	0	1
LK-3224140	Sulthanagoda East	Sulthanagoda East	GND	1297	0	0	0	0	8
LK-3224145	Sulthanagoda South	Sulthanagoda South	GND	1503	0	0	0	0	5
LK-3227	Kaburupitiya	Kamburupitiya	DSD	42577	60	19	0	28	132
LK-3227005	Gathara West	Gathara West	GND	1007	0	0	0	0	2
LK-3227010	Gathara North	Gathara North	GND	908	0	0	0	0	0
LK-3227015	Gathara East	Gathara East	GND	1342	0	0	0	0	2
LK-3227020	Beragammulla	Beragammulla	GND	1056	0	0	0	0	1
LK-3227025	Eriyathota	Eriyathota	GND	1412	0	0	0	0	4
LK-3227030	Ganegama	Ganegama	GND	526	0	0	0	0	0
LK-3227035	Narandeniya East	Narandeniya East	GND	757	0	0	0	0	3
LK-3227040	Narandeniya West	Narandeniya West	GND	625	0	0	0	0	0
LK-3227045	Malana	Malana	GND	1110	0	0	0	0	6
LK-3227050	Magamure	Magamure	GND	808	0	0	0	0	1
LK-3227055	Sapugoda	Sapugoda	GND	1824	0	0	0	0	12
LK-3227060	Lenabatuwa	Lenabatuwa	GND	1166	0	0	0	0	10
LK-3227065	Bibulewela	Bibulewela	GND	872	0	0	0	0	1
LK-3227070	Godawa	Godawa	GND	1276	0	0	0	0	4
LK-3227075	Pitakatuwana	Pitakatuwana	GND	1027	0	0	0	0	12
LK-3227080	Kamburupitiya	Kamburupitiya	GND	1617	0	0	0	0	2
LK-3227085	Ullala East	Ullala East	GND	2092	0	0	0	0	6
LK-3227090	Thumbe	Thumbe	GND	839	0	0	0	0	5
LK-3227095	Karaputugala North	Karaputugala North	GND	859	0	0	0	0	1
LK-3227100	Karaputugala South	Karaputugala South	GND	946	0	0	0	0	6
LK-3227105	Ullala Masmulla	Ullala Masmulla	GND	1181	0	0	0	0	1
LK-3227110	Ullala West	Ullala West	GND	1424	0	0	0	0	5
LK-3227115	Mapalana Mangin Ihala	Mapalana Mangin Ihala	GND	1210	0	0	0	0	3
LK-3227120	Mapalana Mangin Pahala	Mapalana Mangin Pahala	GND	1636	38	0	0	0	16
LK-3227125	Seewelgama	Seewelgama	GND	1926	0	0	0	0	2
LK-3227130	Ihala Vitiyala North	Ihala Vitiyala North	GND	887	0	0	0	0	1
LK-3227135	Karagoda Uyangoda 1 Atha East	Karagoda Uyangoda 1 Atha East	GND	1886	22	19	0	0	4
LK-3227140	Karagoda Uyangoda 1 Atha West	Karagoda Uyangoda 1 Atha West	GND	982	0	0	0	0	2
LK-3227145	Karagoda Uyangoda 2 West	Karagoda Uyangoda 2 West	GND	792	0	0	0	0	1
LK-3227150	Karagoda Uyangoda 2 East	Karagoda Uyangoda 2 East	GND	802	0	0	0	0	1
LK-3227155	Ihala Vitiyala West	Ihala Vitiyala West	GND	693	0	0	0	0	0
LK-3227160	Ihala Vitiyala South	Ihala Vitiyala South	GND	850	0	0	0	0	3
LK-3227165	Ihala Vitiyala East	Ihala Vitiyala East	GND	894	0	0	0	0	0
LK-3227170	Akurugoda	Akurugoda	GND	800	0	0	0	0	1
LK-3227175	Kahagala	Kahagala	GND	1143	0	0	0	0	2
LK-3227180	Kahagala South	Kahagala South	GND	963	0	0	0	0	8
LK-3227185	Urapola East	Urapola East	GND	620	0	0	0	15	2
LK-3227190	Palolpitiya	Palolpitiya	GND	1177	0	0	0	13	0
LK-3227195	Urapola West	Urapola West	GND	642	0	0	0	0	2
LK-3230	Hakmana	Hakmana	DSD	31894	0	1019	0	0	72
LK-3230005	Denagama East	Denagama East	GND	1004	0	0	0	0	0
LK-3230010	Denagama North	Denagama North	GND	1153	0	0	0	0	10
LK-3230015	Denagama West	Denagama West	GND	784	0	0	0	0	2
LK-3230020	Badabadda	Badabadda	GND	1149	0	332	0	0	2
LK-3230025	Meeella	Meeella	GND	557	0	687	0	0	1
LK-3230030	Pananwela East	Pananwela East	GND	891	0	0	0	0	1
LK-3230035	Pananwela West	Pananwela west	GND	541	0	0	0	0	0
LK-3230040	Kohuliyadda	Kohuliyadda	GND	744	0	0	0	0	2
LK-3230045	Kebiliyapola North	Kebiliyapola North	GND	409	0	0	0	0	1
LK-3230050	Wepathaira North	Wepathaira North	GND	720	0	0	0	0	0
LK-3230055	Wepathaira West	Wepathaira West	GND	698	0	0	0	0	0
LK-3230060	Kandegoda	Kandegoda	GND	653	0	0	0	0	0
LK-3230065	Narawelpita East	Narawelpita East	GND	968	0	0	0	0	2
LK-3230070	Narawelpita North	Narawelpita North	GND	1435	0	0	0	0	1
LK-3230075	Ellewela East	Ellewela East	GND	976	0	0	0	0	4
LK-3230080	Ellewela West	Ellewela West	GND	1483	0	0	0	0	4
LK-3230085	Narawelpita South	Narawelpita South	GND	938	0	0	0	0	2
LK-3230090	Beruwela	Beruwela	GND	799	0	0	0	0	9
LK-3230095	Muruthamuraya	Muruthamuraya	GND	681	0	0	0	0	1
LK-3230100	Muruthamuraya West	Muruthamuraya West	GND	820	0	0	0	0	2
LK-3230105	Muruthamuraya East	Muruthamuraya East	GND	841	0	0	0	0	3
LK-3230110	Wepathaira South	Wepathaira South	GND	1065	0	0	0	0	3
LK-3230115	Kebiliyapola South	Kebiliyapola South	GND	1130	0	0	0	0	0
LK-3230120	Gangodagama	Gangodagama	GND	1116	0	0	0	0	1
LK-3230125	Pottewela	Pottewela	GND	738	0	0	0	0	0
LK-3230130	Lalpe	Lalpe	GND	1409	0	0	0	0	1
LK-3230135	Gammedapitiya	Gammedapitiya	GND	968	0	0	0	0	2
LK-3230140	Udupeellegoda East	Udupeellegoda East	GND	1139	0	0	0	0	4
LK-3230145	Udupeellegoda West	Udupeellegoda West	GND	1252	0	0	0	0	4
LK-3230150	Kongala East	Kongala East	GND	653	0	0	0	0	2
LK-3230155	Kongala South	Kongala South	GND	1017	0	0	0	0	3
LK-3230160	Kongala Central	Kongala Central	GND	950	0	0	0	0	0
LK-3230165	Kongala West	Kongala West	GND	952	0	0	0	0	0
LK-3230170	Narawelpita West	Narawelpita West	GND	1261	0	0	0	0	5
LK-3233	Kirinda Puhulwella	Kirinda Puhulwella	DSD	19936	0	652	0	0	39
LK-3233005	Ovitigamuwa South	Ovitigamuwa South	GND	1094	0	0	0	0	2
LK-3233010	Ovitigamuwa North	Ovitigamuwa North	GND	1034	0	0	0	0	1
LK-3233015	Malwathugoda	Malwathugoda	GND	989	0	0	0	0	3
LK-3233020	Galkanda	Galkanda	GND	660	0	0	0	0	2
LK-3233025	Kirinda Mangin Pahala	Kirinda Mangin Pahala	GND	237	0	635	0	0	3
LK-3233030	Kirinda Mangin Ihala North	Kirinda Mangin Ihala North	GND	741	0	17	0	0	0
LK-3233035	Hettiyawala West	Hettiyawala West	GND	738	0	0	0	0	0
LK-3233040	Hettiyawala North	Hettiyawala North	GND	868	0	0	0	0	1
LK-3233045	Boraluketiya	Boraluketiya	GND	578	0	0	0	0	3
LK-3233050	Karathota	Karathota	GND	812	0	0	0	0	1
LK-3233055	Naradda	Naradda	GND	802	0	0	0	0	0
LK-3233060	Kumbalgoda	Kumbalgoda	GND	639	0	0	0	0	1
LK-3233065	Hettiyawala East	Hettiyawala East	GND	870	0	0	0	0	2
LK-3233070	Hettiyawala South	Hettiyawala South	GND	840	0	0	0	0	4
LK-3233075	Wavulanbokka	Wavulanbokka	GND	669	0	0	0	0	1
LK-3233080	Puhulwella East	Puhulwella East	GND	771	0	0	0	0	1
LK-3233085	Puhulwella West	Puhulwella West	GND	953	0	0	0	0	5
LK-3233090	Kirinda Mangin Ihala South	Kirinda Mangin Ihala South	GND	910	0	0	0	0	1
LK-3233095	Kirinda Mangin Ihala Central	Kirinda Mangin Ihala Central	GND	1154	0	0	0	0	2
LK-3233100	Kirinda Mangin Ihala East	Kirinda Mangin Ihala East	GND	915	0	0	0	0	1
LK-3233105	Wathukolakanda East	Wathukolakanda East	GND	983	0	0	0	0	3
LK-3233110	Walakanda South	Walakanda South	GND	584	0	0	0	0	0
LK-3233115	Walakanda West	Walakanda West	GND	841	0	0	0	0	1
LK-3233120	Walakanda East	Walakanda East	GND	587	0	0	0	0	1
LK-3233125	Wathukolakanda North	Wathukolakanda North	GND	667	0	0	0	0	0
LK-3236	Thihagoda	Thihagoda	DSD	34176	0	0	22	0	108
LK-3236005	Pahala Vitiyala West	Pahala Vitiyala West	GND	945	0	0	0	0	3
LK-3236010	Pahala Vitiyala Central	Pahala Vitiyala Central	GND	976	0	0	0	0	3
LK-3236015	Pahala Vitiyala East	Pahala Vitiyala East	GND	698	0	0	0	0	2
LK-3236020	Polathugoda	Polathugoda	GND	958	0	0	0	0	1
LK-3236025	Batuvita 1	Batuvita 1	GND	1148	0	0	0	0	2
LK-3236030	Batuvita 2	Batuvita 2	GND	943	0	0	0	0	2
LK-3236035	Medauyangoda	Medauyangoda	GND	1367	0	0	0	0	2
LK-3236040	Akkara Panaha	Akkara Panaha	GND	735	0	0	0	0	5
LK-3236045	Yatiyana	Yatiyana	GND	1157	0	0	0	0	17
LK-3236050	Kottawatta	Kottawatta	GND	588	0	0	0	0	0
LK-3236055	Komangoda 2	Komangoda 2	GND	658	0	0	0	0	4
LK-3236060	Komangoda 1	Komangoda 1	GND	546	0	0	0	0	3
LK-3236065	Thihagoda East	Thihagoda East	GND	1046	0	0	0	0	0
LK-3236070	Thihagoda	Thihagoda	GND	878	0	0	0	0	3
LK-3236075	Kithalagama East 2	Kithalagama East 2	GND	352	0	0	0	0	0
LK-3236080	Kithalagama East 3	Kithalagama East 3	GND	607	0	0	0	0	7
LK-3236085	Kithalagama Central	Kithalagama Central	GND	950	0	0	0	0	2
LK-3236090	Narangala	Narangala	GND	971	0	0	0	0	2
LK-3236095	Wellethota	Wellethota	GND	1241	0	0	0	0	2
LK-3236100	Kithalagama West	Kithalagama West	GND	776	0	0	0	0	5
LK-3236105	Kithalagama East 1	Kithalagama East 1	GND	463	0	0	0	0	1
LK-3236110	Naimbala 1	Naimbala 1	GND	557	0	0	0	0	0
LK-3236115	Kapudoowa	Kapudoowa	GND	696	0	0	0	0	1
LK-3236120	Kapudoowa East	Kapudoowa East	GND	729	0	0	0	0	0
LK-3236125	Uduwa West	Uduwa West	GND	525	0	0	0	0	1
LK-3236130	Uduwa East	Uduwa East	GND	798	0	0	0	0	4
LK-3236135	Galbada	Galbada	GND	585	0	0	0	0	2
LK-3236140	Naimbala 2	Naimbala 2	GND	1304	0	0	0	0	2
LK-3236145	Bandattara 2	Bandattara 2	GND	890	0	0	0	0	0
LK-3236150	Watagedara East	Watagedara East	GND	706	0	0	0	0	0
LK-3236155	Attudawa	Attudawa	GND	679	0	0	0	0	0
LK-3236160	Attudawa West	Attudawa West	GND	893	0	0	0	0	2
LK-3236165	Watagedara	Watagedara	GND	933	0	0	0	0	6
