region_id	region_name	region_ent_type	total_value	electricity_grid	kerosene_lamp	solar_grid	solar_standalone	bio_gas	generator	other
LK-3127	Baddegama	dsd	28660	28152	294	104	16	2	8	84
EC-22H	Ruwanwella	pd	28594	27917	524	8	83	1	6	55
EC-08E	Devinuwara	pd	28533	28276	139	10	13	0	3	92
EC-07B	Ambalangoda	pd	28521	28120	189	56	40	0	3	113
EC-07C	Karandeniya	pd	28502	28175	248	4	7	0	1	67
LK-8118	Passara	dsd	28454	27872	488	4	6	0	4	80
LK-7218	Elahera	dsd	28444	27754	616	16	40	0	2	16
LK-4109	Valikamam South West (Sandilipay)	dsd	28392	27668	668	14	14	0	4	24
EC-01I	Kotte	pd	28243	27604	98	384	93	3	14	47
LG-11014	Sri Jayawardanapura Kotte MC	lg	28243	27604	98	384	93	3	14	47
LK-5224	Kalmunai	dsd	28130	27738	252	106	2	0	12	20
LK-8139	Haputale	dsd	27984	27460	480	8	4	0	4	28
LK-8233	Sevanagala	dsd	27832	26980	604	18	48	0	0	182
LG-91040	Nivithigala PS	lg	27686	26811	725	9	23	0	3	115
EC-07G	Ratgama	pd	27577	27316	145	27	21	0	2	66
EC-22G	Yatiyanthota	pd	27572	26899	594	5	10	0	6	58
LK-3103	Bentota	dsd	27498	27198	216	12	6	0	4	62
LK-8203	Bibile	dsd	27430	26588	768	6	24	0	0	44
LK-8136	Ella	dsd	27408	26896	434	18	10	0	2	48
EC-19E	Hali Ela	pd	27397	26830	476	4	16	0	2	69
LG-81035	Hali-Ela  PS	lg	27397	26830	476	4	16	0	2	69
LG-62033	Chilaw PS	lg	27393	27077	275	11	5	1	3	21
EC-17F	Mihinthale	pd	27374	26640	632	11	40	1	1	49
LK-3321	Weeraketiya	dsd	27342	26762	466	8	2	0	0	104
EC-15N	Dodangaslanda	pd	27230	26788	387	12	14	0	2	27
LG-61046	Rideegama PS	lg	27230	26788	387	12	14	0	2	27
LG-61041	Nikaweratiya PS	lg	27205	26510	596	11	47	0	2	39
LG-21011	Kandy MC/ Pathadumbara PS	lg	27161	26939	92	44	23	0	3	60
LK-5233	Addalaichenai	dsd	27006	26198	684	16	20	4	4	80
LG-61039	Maho PS	lg	26991	26350	557	17	41	0	2	24
LK-3325	Walasmulla	dsd	26950	26400	470	0	8	0	2	70
LK-7145	Thambuththegama	dsd	26864	26340	414	4	6	0	2	98
EC-22C	Kegalle	pd	26825	26383	332	16	18	0	1	75
LK-3148	Yakkalamulla	dsd	26814	26482	276	8	10	0	0	38
LK-3151	Imaduwa	dsd	26780	26464	250	12	8	0	4	42
EC-06C	Hanguranketha	pd	26718	26140	466	2	41	0	6	63
LG-23032	Hanguranketha PS	lg	26718	26140	466	2	41	0	6	63
LK-3245	Devinuwara	dsd	26702	26498	120	14	14	0	2	54
LK-4115	Valikamam South (Uduvil)	dsd	26536	26066	384	56	8	0	6	16
LK-8218	Badalkumbura	dsd	26524	25984	430	4	26	2	2	76
LG-45031	Karachchi PS	lg	26493	25304	1091	10	33	0	24	31
LK-5215	Ampara	dsd	26482	26012	402	12	12	0	2	42
EC-07H	Galle	pd	26475	26251	75	84	34	1	0	30
LK-5124	Kattankudy	dsd	26378	25942	232	94	6	2	10	92
LG-61033	Galgamuwa PS	lg	26286	25660	561	8	28	0	4	25
EC-22I	Deraniyagala	pd	26259	25640	548	4	15	0	3	49
LG-13037	Kalutara PS	lg	26252	26032	129	44	25	0	3	19
LK-9233	Deraniyagala	dsd	26160	25488	582	8	24	0	2	56
LK-6133	Ganewatta	dsd	26002	25402	496	28	58	0	2	16
LK-9224	Bulathkohipitiya	dsd	25956	25346	550	0	6	0	6	48
LK-6224	Anamaduwa	dsd	25950	25174	666	18	68	2	0	22
EC-04G	Hewaheta	pd	25939	25505	332	11	15	1	1	74
LG-21041	Pathhewaheta PS	lg	25939	25505	332	11	15	1	1	74
LG-33039	Weeraketiya PS	lg	25892	25381	411	5	6	0	0	89
LG-62031	Anamaduwa PS	lg	25833	24864	823	14	103	2	1	26
LK-6121	Nikaweratiya	dsd	25804	25170	542	12	36	0	2	42
LK-7121	Kahatagasdigiliya	dsd	25744	24960	736	6	22	0	0	20
LG-21033	Harispattuwa PS	lg	25707	25377	240	21	10	0	5	54
LG-61045	Polpithigama PS	lg	25632	24948	602	9	33	0	1	39
LG-91041	Pelmadulla PS	lg	25626	24872	475	8	26	0	128	117
LK-2315	Ambagamuwa Korale	dsd	25582	25230	302	2	6	0	2	40
LG-81038	Mahiyanganaya PS	lg	25579	24933	571	16	20	0	4	35
EC-01F	Dehiwala	pd	25565	25370	51	96	9	13	7	19
LG-21047	Yatinuwara PS	lg	25423	25155	185	15	10	1	4	53
LK-6230	Arachchikattuwa	dsd	25416	24994	356	8	24	4	4	26
EC-01G	Ratmalana	pd	25358	25037	156	99	24	0	12	30
EC-19I	Haputale	pd	25257	24577	569	47	26	0	2	36
LK-2310	Nildandahinna	dsd	25174	24506	596	12	32	0	2	26
LK-7160	Ipalogama	dsd	25002	24410	536	6	14	0	2	34
LK-9139	Kahawattha	dsd	24964	24184	676	4	14	0	0	86
LK-8209	Medagama	dsd	24940	24124	706	8	42	2	0	58
EC-22D	Rambukkana	pd	24842	24511	263	7	8	0	2	51
LG-92037	Rambukkana PS	lg	24842	24511	263	7	8	0	2	51
LK-4127	Vadamaradchi North (Point Pedro)	dsd	24716	24204	450	24	14	0	8	16
LK-5236	Akkaraipattu	dsd	24600	24172	384	8	0	2	4	30
LG-72031	Dimbulagala PS	lg	24354	23680	578	11	46	0	1	38
LK-6151	Maspotha	dsd	24320	23834	320	96	34	0	0	36
LK-4136	Jaffna	dsd	24296	23958	288	14	8	0	10	18
LK-4112	Valikamam North (Thllippalai)	dsd	24186	23542	600	14	12	2	0	16
EC-22B	Galigamuwa	pd	24171	23794	330	5	10	0	1	31
LK-3227	Kaburupitiya	dsd	23886	23690	124	24	6	0	2	40
LK-5248	Pottuvil	dsd	23700	22368	1234	4	18	0	6	70
EC-19C	Passara	pd	23649	23003	556	8	13	0	2	67
LG-31031	Akmeemana PS	lg	23603	23356	150	16	20	1	3	57
LK-6139	Kobeigane	dsd	23562	23072	452	6	20	0	0	12
LG-71037	Kekirawa PS	lg	23541	23000	464	6	24	1	2	44
EC-01D	Colombo East	pd	23539	23279	83	99	22	1	19	36
LG-13038	Mathugama PS	lg	23503	23266	203	12	3	1	0	18
LG-82039	Thanamalvila PS	lg	23453	22656	577	17	67	0	0	136
LK-6149	Bamunakotuwa	dsd	23412	22862	476	10	26	0	0	38
LG-92032	Dehiovita PS	lg	23403	22941	414	3	5	0	3	37
LK-4106	Valikamam West (Chankanai)	dsd	23340	22542	766	24	0	0	4	4
EC-19F	Uva Paranagama	pd	23299	22865	361	2	36	0	3	32
LG-81043	Uva Paranagama  PS	lg	23299	22865	361	2	36	0	3	32
LK-2302	Kothmale West	dsd	23264	22886	336	0	4	0	2	36
LK-7118	Rambewa	dsd	23200	22538	582	8	46	0	2	24
EC-04D	Ududumbara	pd	23061	22537	374	32	74	0	1	43
LK-7130	Mihinthale	dsd	23050	22484	500	10	18	0	0	38
LK-5242	Damana	dsd	23002	22374	462	6	10	0	2	148
LK-7163	Galnewa	dsd	22980	22548	350	8	28	2	0	44
LK-5133	Porativu Pattu	dsd	22934	21544	1298	0	2	0	2	88
LG-91044	Godakawela PS	lg	22908	22240	511	8	30	1	15	103
LK-7209	Lankapura	dsd	22898	22358	502	0	4	2	4	28
LK-4121	Vadamaradchchi South-West (Karaveddy)	dsd	22788	22094	568	68	10	2	10	36
LK-7124	Horowpathana	dsd	22678	22014	536	8	56	4	4	56
LK-5306	Kuchchaweli	dsd	22626	21948	618	8	0	0	4	48
LG-22033	Galewela PS	lg	22577	22176	363	9	7	0	0	22
LK-8142	Haldummulla	dsd	22530	21694	658	86	48	0	0	44
LG-33031	Ambalantota PS	lg	22415	21921	309	18	13	1	4	149
LK-7166	Palagala	dsd	22338	21650	590	24	22	0	2	50
LG-92035	Kegalle PS	lg	22334	21939	321	5	9	0	1	59
LG-31033	Baddegama PS	lg	22327	21988	211	53	10	1	6	58
EC-19D	Badulla	pd	22160	21925	195	5	4	0	2	29
LG-31011	Galle MC	lg	22150	21956	61	81	24	0	0	28
LK-7210	Welikanda	dsd	22102	21108	922	20	26	2	0	24
LG-33035	Katuwana PS	lg	22101	21487	488	2	10	0	4	110
LK-4409	Puthukkudiyiruppu	dsd	21880	20706	964	26	28	0	6	150
LK-9127	Elapatha	dsd	21808	21086	606	8	30	0	2	76
LK-2103	Tumpane	dsd	21794	21476	262	2	8	0	0	46
LG-71041	Nuwaragam Palatha Central PS	lg	21742	20904	754	14	43	1	1	25
LG-32035	Kamburupitiya PS	lg	21700	21498	100	49	6	0	2	45
LK-6166	Weerabugedara	dsd	21688	21430	216	10	18	0	2	12
LK-3137	Rathgama	dsd	21658	21466	138	10	12	0	2	30
EC-19B	Viyaluwa	pd	21602	21070	485	3	14	0	1	29
LG-82040	Wellawaya PS	lg	21590	20733	633	9	53	2	2	158
LK-7142	Rajanganaya	dsd	21468	21004	394	0	32	0	0	38
LG-41011	Jaffna MC	lg	21380	21102	212	36	10	0	10	10
LK-9145	Weligepola	dsd	21354	20654	526	8	60	2	0	104
LG-32011	Matara MC	lg	21342	21128	36	129	16	1	5	27
LG-92034	Galigamuwa PS	lg	21224	20912	270	5	9	0	1	27
LK-6103	Giribawa	dsd	21044	20410	542	22	44	0	2	24
EC-10D	Manipay	pd	21039	20663	311	33	9	0	4	19
EC-10E	Kopay	pd	21029	20452	517	25	4	0	6	25
LG-33038	Thissamaharama PS	lg	21026	20505	292	6	41	0	6	176
LK-1333	Agalawatta	dsd	21004	20820	154	10	6	0	0	14
LK-4415	Maritimepattu	dsd	20897	19914	874	32	61	0	6	10
LK-5127	Manmunai Pattu	dsd	20866	20294	502	16	20	0	6	28
LK-1315	Madurawala	dsd	20856	20514	300	14	6	0	2	20
LK-3306	Lunugamwehera	dsd	20830	20146	410	8	24	2	0	240
LG-43033	Vavuniya South (Tamil) PS	lg	20806	20152	582	2	18	1	7	44
LK-3115	Niyagama	dsd	20718	20506	174	0	8	2	2	26
LK-8206	Madulla	dsd	20652	19984	618	14	12	0	0	24
LG-72035	Medirigiriya PS	lg	20599	20168	338	6	25	0	1	61
LK-3224	Malimbada	dsd	20544	20260	172	38	16	0	0	58
LG-91034	Eheliyagoda PS	lg	20443	20053	317	10	6	0	2	55
LG-72033	Hingurakgoda PS	lg	20319	19913	344	26	11	0	1	24
LK-2227	Wilgamuwa	dsd	20086	19510	566	0	8	0	0	2
EC-22F	Aranayaka	pd	20062	19731	271	1	10	0	2	47
LG-92031	Aranayaka  PS	lg	20062	19731	271	1	10	0	2	47
LG-31039	Rajgama PS	lg	20034	19828	132	14	10	0	1	49
LG-21040	Pathadumbara PS	lg	19964	19696	197	8	3	0	3	57
LG-61040	Mawathagama PS	lg	19952	19652	235	5	15	0	1	44
LG-33037	Tangalle PS	lg	19925	19505	281	15	13	0	1	110
LG-31040	Karandeniya PS	lg	19870	19606	202	2	7	0	1	52
LG-31036	Bope_Poddala PS	lg	19853	19641	91	77	26	1	2	15
LG-41037	Valikamam East PS	lg	19812	19270	483	24	4	0	6	25
LG-52043	Sammanthurai PS	lg	19719	19213	246	11	5	1	4	239
LG-61032	Bingiriya PS	lg	19719	19300	371	3	15	0	3	27
EC-04A	Galagedara	pd	19614	19310	261	2	11	0	0	30
LG-21043	Thumpane PS	lg	19614	19310	261	2	11	0	0	30
LK-2307	Mathurata	dsd	19536	19062	392	4	34	0	6	38
LK-3236	Thihagoda	dsd	19514	19306	76	74	6	0	2	50
LG-53036	Muttur PS	lg	19502	18578	845	9	5	4	2	59
LK-5121	Manmunai West	dsd	19444	17366	2042	2	6	4	8	16
LG-71011	Anuradhapura MC/ Nuwaragam Palatha Central PS	lg	19430	19191	168	29	14	0	6	22
LG-31037	Elpitiya PS	lg	19392	19039	289	13	9	0	4	38
LG-12023	Katunayaka- Seeduwa UC/Katana PS	lg	19318	19167	92	42	3	0	0	14
LK-9109	Kiriella	dsd	19316	18922	304	4	32	0	0	54
LG-22039	Ukuwela PS	lg	19309	19079	188	2	7	0	2	31
LG-61031	Alawwa PS	lg	19107	18647	411	5	14	0	0	30
EC-10H	Chavakachcheri	pd	19096	18661	392	9	18	1	1	14
LK-8230	Thanamalwila	dsd	19074	18332	550	16	86	0	0	90
EC-10I	Nallur	pd	19063	18836	170	36	10	0	10	1
LK-3118	Thawalama	dsd	19028	18778	174	0	20	2	2	52
LK-5318	Thambalagamuwa	dsd	19010	18302	602	8	6	0	4	88
LG-62032	Arachchikattuwa PS	lg	18935	18589	283	5	14	3	2	39
EC-07A	Balapitiya	pd	18886	18638	146	7	7	0	0	88
LG-31034	Balapitiya PS	lg	18886	18638	146	7	7	0	0	88
LK-6148	Panduwasnuwara East	dsd	18862	18490	306	6	12	0	0	48
LK-8119	Lunugala	dsd	18844	18134	624	12	20	0	0	54
LG-91043	Weligepola PS	lg	18816	18276	419	5	39	1	0	76
LG-13034	Bulathsinhala PS	lg	18737	18345	350	4	9	1	4	24
LG-23031	Ambagamuwa PS	lg	18731	18446	242	4	3	0	4	32
LG-13035	Dodangoda PS	lg	18667	18382	251	12	4	0	1	17
LG-52034	Dehiattakandiya PS	lg	18627	18267	304	6	8	0	0	42
LG-91042	Ratnapura PS	lg	18516	17994	442	14	17	1	6	42
EC-04E	Teldeniya	pd	18449	18160	238	3	11	0	0	37
LK-3135	Madampagama	dsd	18410	18190	126	18	8	0	0	68
LK-2212	Pallepola	dsd	18402	18096	260	12	16	0	0	18
LG-92038	Ruwanwella  PS	lg	18370	17872	367	5	81	1	5	39
LK-3230	Hakmana	dsd	18346	18180	140	4	0	0	0	22
LG-31032	Ambalangoda PS	lg	18267	18029	115	16	19	0	1	87
LG-32040	Pasgoda PS	lg	18253	17854	324	4	11	0	1	59
LG-21036	Medadumbara PS	lg	18170	17883	237	3	11	0	0	36
LK-3215	Athuraliya	dsd	18132	17942	142	2	6	2	2	36
LK-7151	Thirappane	dsd	18108	17502	506	8	44	0	0	48
EC-01C	Borella	pd	18101	17829	178	64	6	1	7	16
LK-2215	Yatawatta	dsd	18100	17926	138	2	8	0	0	26
LG-13011	Kalutara MC	lg	18080	17919	53	70	17	0	0	21
LK-2209	Naula	dsd	17958	17622	292	4	18	0	6	16
LK-2148	Deltota	dsd	17936	17614	260	10	14	2	0	36
LG-32036	Kotapola PS	lg	17933	17654	206	7	14	0	1	51
LG-12012	Gampaha MC	lg	17923	17548	70	248	36	1	0	20
LK-5221	Kalmunai North	dsd	17920	17368	516	16	2	2	4	12
LG-82038	Siyambalanduwa PS	lg	17865	17134	600	10	63	0	0	58
LK-5225	Sainthamaruthu	dsd	17840	17654	138	22	4	0	8	14
LK-9130	Ayagama	dsd	17794	16954	728	14	52	0	2	44
LK-5230	Nintavur	dsd	17768	17316	282	110	0	0	0	60
LG-23037	Noorwood PS	lg	17736	17291	374	9	6	3	12	41
LG-91036	Imbulpe PS	lg	17728	17341	333	4	28	0	0	22
LG-82033	Buttala PS	lg	17706	17039	431	10	106	0	65	55
LG-92040	Yatiyanthota PS	lg	17541	17108	379	5	8	0	3	38
LK-2134	Hatharaliyadda	dsd	17434	17144	260	2	14	0	0	14
LG-52045	Uhana PS	lg	17399	16927	364	7	25	0	0	76
LG-81041	Rideemaliyadda PS	lg	17356	16818	480	6	31	3	0	18
LG-11025	Boralesgamuwa UC	lg	17315	17111	31	110	45	3	1	14
LG-51038	Manmunai South & Eruvil Pattu PS	lg	17315	16912	390	4	1	0	0	8
LK-3130	Welivitiya-Divitura	dsd	17264	17138	92	4	0	0	0	30
LG-31038	Habaraduwa PS	lg	17263	17064	152	7	5	0	3	32
LK-5110	Koralai Pattu South	dsd	17216	14618	2552	4	16	0	2	24
LK-5104	Koralai Pattu Central	dsd	17180	16874	240	0	4	0	14	48
LG-61049	Narammala PS	lg	17076	16748	273	9	9	0	2	35
LK-3121	Neluwa	dsd	16908	16746	102	2	26	0	0	32
LG-23038	Agarapathana PS	lg	16857	16476	312	4	9	2	9	45
EC-10B	Vaddukoddai	pd	16821	16286	518	12	1	0	2	2
LK-5109	Koralai Pattu	dsd	16758	15540	1184	2	8	2	2	20
LK-5245	Tirukkovil	dsd	16738	15688	1036	10	2	0	0	2
LK-6227	Pallama	dsd	16592	16054	466	2	18	2	2	48
LG-33033	Beliatta PS	lg	16586	16335	182	10	6	0	4	49
LK-7136	Nachchaduwa	dsd	16550	16072	432	8	10	0	0	28
LK-6109	Ehetuwewa	dsd	16500	16074	364	2	30	0	0	30
LG-62038	Puttalam PS	lg	16500	15884	512	11	23	0	1	69
LG-21031	Akurana PS	lg	16371	16152	171	9	3	1	1	34
LK-9121	Opanayake	dsd	16278	15898	312	2	18	0	0	48
EC-01E	Colombo West	pd	16270	16014	99	84	11	3	50	9
LG-21037	Minipe PS	lg	16159	15766	283	28	52	0	0	30
LG-71040	Nochchiyagama PS	lg	16092	15730	296	5	18	1	2	40
LK-6209	Karuwalagaswewa	dsd	16048	15436	530	20	38	0	2	22
LG-44043	Puthukudiyiruppu PS	lg	16038	15141	735	20	50	1	6	85
LG-22038	Rattota PS	lg	15994	15723	242	2	9	0	2	16
LK-3128	Wanduramba	dsd	15994	15824	128	2	4	0	4	32
LG-82037	Moneragala PS	lg	15981	15543	386	7	23	0	1	21
LG-71042	Nuwaragam Palatha East PS	lg	15935	15549	322	14	12	0	0	38
LG-13040	Walallawita PS	lg	15924	15696	199	5	9	1	1	13
LG-61048	Udubaddawa PS	lg	15885	15685	159	9	8	0	0	24
LG-91033	Balangoda PS	lg	15874	15447	358	7	34	0	2	26
LG-21042	Pujapitiya PS	lg	15815	15609	180	3	1	0	0	22
LG-13043	Millaniya PS	lg	15781	15594	165	0	1	1	1	19
LK-5103	Koralai Pattu North	dsd	15764	13130	2584	10	12	2	2	24
LK-6112	Ambanpola	dsd	15750	15398	316	6	22	0	2	6
LG-11021	Kolonnawa UC	lg	15689	15219	205	43	62	3	1	156
LG-21032	Ganga Ihala Korale	lg	15675	15470	176	4	3	2	1	19
LK-8112	Kandeketiya	dsd	15648	15290	320	2	20	0	0	16
LG-22032	Dambulla PS	lg	15629	15312	263	6	24	0	2	22
LG-91011	Ratnapura MC/ Ratnapura PS	lg	15581	15382	151	9	5	1	4	29
LK-5130	Manmunai South West	dsd	15534	14516	966	4	2	0	4	42
LG-31041	Nagoda PS	lg	15521	15340	160	4	1	0	1	15
LG-72038	Polonnaruwa PS	lg	15438	15111	237	12	11	1	5	61
LG-33032	Angunakolapelessa PS	lg	15432	15083	271	4	7	0	2	65
LK-7106	Kebithigollewa	dsd	15404	15022	334	10	12	2	2	22
LG-71038	Medawachchiya PS	lg	15346	14862	436	1	15	0	1	31
LG-32033	Dickwella PS	lg	15182	15027	79	3	6	0	2	65
LG-91037	Kalawana PS	lg	15180	14807	293	6	36	0	1	37
LG-32031	Akuressa PS	lg	15137	14947	145	4	7	0	1	33
LK-3136	Hikkaduwa	dsd	15086	14976	26	26	22	0	2	34
LG-13042	Palindanuwara PS	lg	14996	14669	276	3	12	0	1	35
LK-2115	Panvila	dsd	14884	14476	356	0	8	0	4	40
LG-91038	Kolonna PS	lg	14854	14521	285	9	16	0	0	23
LG-21034	Kandy Four Graverts &Gangawata Korale PS	lg	14807	14677	84	14	7	1	0	24
EC-10C	Kankesanthurai	pd	14791	14361	403	8	8	1	1	9
LG-32043	Pitadeddara PS	lg	14652	14360	230	5	11	0	1	45
LG-23034	Nuwara Eliya PS	lg	14619	14330	241	11	14	0	8	15
LG-32039	Mulatiyana PS	lg	14615	14481	105	3	2	1	1	22
LK-6118	Rasnayakapura	dsd	14576	14170	354	10	22	0	0	20
LG-53032	Kanthale PS	lg	14499	14138	266	4	3	1	0	87
LG-71031	Galenbindunuwewa PS	lg	14458	14167	263	6	12	0	0	10
LK-5106	Koralai Pattu West	dsd	14446	14202	182	0	2	0	0	60
LG-33040	Sooriyawewa PS	lg	14431	13979	306	3	11	0	3	129
LG-41031	Chavakachcheri PS	lg	14427	14068	343	6	5	1	0	4
LK-7103	Padaviya	dsd	14422	14142	252	4	20	0	0	4
LG-51034	Koralai Pattu PS	lg	14418	13265	1105	2	7	0	8	31
LK-8115	Soranathota	dsd	14390	14064	292	0	2	0	2	30
LK-7112	Mahawilachchiya	dsd	14268	13462	748	12	34	0	0	12
LK-4312	Vengalacheddikulam	dsd	14242	13696	500	2	12	0	0	32
LG-53011	Trincomalee MC	lg	14235	14056	149	7	2	0	6	15
LG-81040	Passara PS	lg	14227	13936	244	2	3	0	2	40
LG-72032	Elahera PS	lg	14222	13877	308	8	20	0	1	8
LK-5239	Alayadivembu	dsd	14208	13426	766	0	2	0	4	10
LG-41040	Valikamam South West PS	lg	14196	13834	334	7	7	0	2	12
EC-10G	Point Pedro	pd	14170	13718	352	24	11	0	54	11
LK-6115	Kotawehera	dsd	14030	13680	296	0	36	0	2	16
LK-5209	Mahaoya	dsd	13956	12924	936	12	18	0	0	66
LK-4506	Kandavalai	dsd	13858	12910	904	10	14	0	0	20
LK-2118	Ududumbara	dsd	13804	13542	182	8	44	0	2	26
LG-31035	Benthota PS	lg	13749	13599	108	6	3	0	2	31
LG-82032	Bibila PS	lg	13715	13294	384	3	12	0	0	22
LK-3134	Gonapinuwala	dsd	13666	13532	80	10	16	0	2	26
EC-10F	Udupiddy	pd	13619	13234	327	26	4	1	6	21
LG-52031	Addalachchanai PS	lg	13503	13099	342	8	10	2	2	40
LG-23036	Maskeliya PS	lg	13485	13113	312	3	1	3	8	45
LK-5115	Eravur Town	dsd	13474	13293	157	10	2	0	2	10
LG-53040	Trincomalee Town and Gravets  PS	lg	13433	13109	280	4	6	0	1	33
LG-31045	Yakkalamulla PS	lg	13407	13241	138	4	5	0	0	19
LG-31046	Imaduwa PS	lg	13390	13232	125	6	4	0	2	21
LG-32032	Devinuwara PS	lg	13351	13249	60	7	7	0	1	27
LK-6221	Mahakumbukkadawala	dsd	13288	12566	578	8	120	2	0	14
LG-41039	Valikamam South PS	lg	13268	13033	192	28	4	0	3	8
LG-82031	Badalkumbura PS	lg	13262	12992	215	2	13	1	1	38
LG-51021	Kattankudy UC	lg	13189	12971	116	47	3	1	5	46
LK-8109	Meegahakiula	dsd	13166	12786	358	4	6	0	0	12
LG-92033	Deraniyagala PS	lg	13080	12744	291	4	12	0	1	28
LG-92041	Bulathkohupitiya PS	lg	12978	12673	275	0	3	0	3	24
LG-81033	Ella  PS	lg	12969	12717	214	9	5	0	1	23
LG-71035	Kahatagasdigiliya PS	lg	12872	12480	368	3	11	0	0	10
LK-5216	Navithanveli	dsd	12788	12186	588	0	2	0	0	12
LK-4512	Poonakary	dsd	12738	11760	908	14	24	0	4	28
LG-62011	Puttalam MC	lg	12713	12533	148	2	12	1	0	17
LG-22011	Matale MC/ Matale PS	lg	12679	12546	70	21	10	0	3	29
LK-5206	Padiyathalawa	dsd	12538	11642	822	4	22	0	4	44
LG-71034	Ipalogama PS	lg	12501	12205	268	3	7	0	1	17
LG-91045	Kahawatta PS	lg	12482	12092	338	2	7	0	0	43
LG-82036	Medagama PS	lg	12470	12062	353	4	21	1	0	29
LG-81011	Badulla MC	lg	12246	12166	56	4	2	0	1	17
EC-10J	Jaffna	pd	12148	11979	144	7	4	0	5	9
LG-41038	Valikamam North PS	lg	12093	11771	300	7	6	1	0	8
EC-04I	Mahanuwara	pd	12051	11949	44	13	13	0	3	29
LG-91022	Embilipitiya UC	lg	11982	11798	115	13	13	0	0	43
LG-52042	Pothuvil  PS	lg	11850	11184	617	2	9	0	3	35
LK-6206	Vanathavilluwa	dsd	11820	11008	690	16	86	6	6	8
LG-61036	Kobeigane PS	lg	11781	11536	226	3	10	0	0	6
LG-44042	Maritimepattu PS	lg	11760	11238	463	17	33	0	3	6
LG-41041	Valikamam West PS	lg	11670	11271	383	12	0	0	2	2
LK-3233	Kirinda Puhulwella	dsd	11628	11522	92	10	0	0	0	4
LG-71046	Rambewa PS	lg	11600	11269	291	4	23	0	1	12
LG-81036	Haputale  PS	lg	11600	11405	180	3	2	0	1	9
LG-43011	Vavuniya MC/ Vavuniya South (Tamil) PS	lg	11557	11386	152	9	3	1	6	0
LG-71032	Galnewa PS	lg	11490	11274	175	4	14	1	0	22
LG-51041	Porativepattu PS	lg	11467	10772	649	0	1	0	1	44
LG-72034	Lankapura PS	lg	11449	11179	251	0	2	1	2	14
LG-23039	Kotagala PS	lg	11383	11121	221	1	2	1	10	27
LK-3327	Okewela	dsd	11374	11188	158	2	4	0	0	22
LG-71033	Horowpothana PS	lg	11339	11007	268	4	28	2	2	28
LG-53034	Kuchchaveli PS	lg	11313	10974	309	4	0	0	2	24
LG-81034	Haldummulla  PS	lg	11265	10847	329	43	24	0	0	22
LG-33034	Hambantota PS	lg	11234	10845	195	7	44	0	2	141
LG-53033	Kinniya PS	lg	11202	10542	534	9	2	0	6	109
LG-71044	Palagala PS	lg	11169	10825	295	12	11	0	1	25
LG-41036	Vadamaradchi South West PS	lg	11135	10792	281	34	4	1	5	18
LG-21021	Gampola UC	lg	11116	11002	85	9	3	1	5	11
LG-72037	Welikanda PS	lg	11051	10554	461	10	13	1	0	12
LG-32038	Matara PS	lg	10941	10845	46	18	13	0	1	18
LG-53022	Kinniya UC	lg	10937	10660	230	11	1	1	2	32
LG-21039	Pasbage Korale PS	lg	10904	10767	120	2	7	0	0	8
LK-8227	Katharagama	dsd	10790	10276	338	4	12	0	0	160
LK-4212	Nanaddan	dsd	10788	10424	326	6	4	2	10	16
LG-71045	Rajanganaya PS	lg	10734	10502	197	0	16	0	0	19
LK-5227	Karaitivu	dsd	10694	10454	234	6	0	0	0	0
LK-6212	Nawagattegama	dsd	10602	10164	374	12	26	0	0	26
LG-61034	Giribawa PS	lg	10522	10205	271	11	22	0	1	12
LG-52033	Damana PS	lg	10507	10206	224	3	5	0	1	68
LG-13031	Agalawatta PS	lg	10502	10410	77	5	3	0	0	7
LK-7157	Palugaswewa	dsd	10478	10108	324	2	18	2	0	24
LG-51037	Manmunaipattu PS	lg	10433	10147	251	8	10	0	3	14
LG-13041	Madurawala PS	lg	10428	10257	150	7	3	0	1	10
LG-33036	Lunugamvehera PS	lg	10415	10073	205	4	12	1	0	120
LG-91021	Balangoda UC/ Imbulpe PS	lg	10390	10251	104	4	11	0	3	17
LG-31043	Niyagama PS	lg	10359	10253	87	0	4	1	1	13
LG-82035	Madulla PS	lg	10326	9992	309	7	6	0	0	12
LG-71048	Nuwaragam Palatha East PS	lg	10315	9995	270	4	22	0	0	24
LG-22035	Matale PS	lg	10288	10155	107	2	10	1	1	12
LG-32037	Malimbada PS	lg	10272	10130	86	19	8	0	0	29
LG-41035	Point Pedro PS	lg	10252	9881	292	6	7	0	54	12
LG-71039	Mihinthale PS	lg	10222	9950	243	4	9	0	0	16
LK-4206	Manthai West	dsd	10218	9706	442	12	4	0	4	50
LK-4412	Oddusuddan	dsd	10196	9576	506	14	72	2	6	20
LK-2224	Laggala	dsd	10186	9830	288	8	34	0	2	24
LG-81012	Bandarawela MC/ Bandarawela  PS	lg	10044	9993	41	0	1	0	1	8
LG-52012	Akkaraipattu MC	lg	9957	9816	123	3	0	1	2	12
LG-72011	Polonnaruwa MC	lg	9953	9847	69	5	0	1	1	30
LG-81031	Badulla PS	lg	9914	9759	139	1	2	0	1	12
LG-22040	Wilgamuwa PS	lg	9868	9594	269	0	4	0	0	1
LG-41034	Nallur PS	lg	9831	9713	102	7	4	0	5	0
LG-51040	Manmunai West (Vavunativu) PS	lg	9722	8683	1021	1	3	2	4	8
LG-31044	Thawalama PS	lg	9514	9389	87	0	10	1	1	26
