region_id	region_name	region_name_in_data	region_ent_type	occupied_housing_units
LK-1136035	Boralesgamuwa West C	Boralesgamuwa West C	GND	407
LK-1136040	Rattanapitiya	Rattanapitiya	GND	1085
LK-1136045	Egodawatta	Egodawatta	GND	889
LK-1136050	Boralesgamuwa East A	Boralesgamuwa East A	GND	1331
LK-1136055	Boralesgamuwa West B	Boralesgamuwa West B	GND	788
LK-1136060	Werahera North	Werahera North	GND	540
LK-1136065	Boralesgamuwa East B	Boralesgamuwa East B	GND	1477
LK-1136070	Neelammahara	Neelammahara	GND	1074
LK-1136075	Katuwawala North	Katuwawala North	GND	1029
LK-1136080	Vishwakalawa	Vishwakalawa	GND	526
LK-1136085	Werahera South	Werahera South	GND	1767
LK-1136090	Katuwawala South	Katuwawala South	GND	446
LK-1136095	Niwanthidiya	Niwanthidiya	GND	1029
LK-1136100	Erewwala West	Erewwala West	GND	1916
LK-1136105	Erewwala North	Erewwala North	GND	1360
LK-1136110	Erewwala East	Erewwala East	GND	808
LK-1136115	Rathmaldeniya	Rathmaldeniya	GND	1616
LK-1136120	Mahalwarawa	Mahalwarawa	GND	881
LK-1136125	Bangalawatta	Bangalawatta	GND	630
LK-1136130	Pelenwatta East	Pelenwatta East	GND	1273
LK-1136135	Pelenwatta North	Pelenwatta North	GND	1587
LK-1136140	Pelenwatta West	Pelenwatta West	GND	1907
LK-1136145	Paligedara	Paligedara	GND	1144
LK-1136150	Kaliyammahara	Kaliyammahara	GND	973
LK-1136155	Bokundara	Bokundara	GND	1135
LK-1136160	Thumbovila South	Thumbovila South	GND	1150
LK-1136165	Thumbovila North	Thumbovila North	GND	1482
LK-1136170	Wewala West	Wewala West	GND	1402
LK-1136175	Wewala East	Wewala East	GND	834
LK-1136180	Thumbovila West	Thumbovila West	GND	809
LK-1136185	Mampe North	Mampe North	GND	1580
LK-1136190	Makuludoowa	Makuludoowa	GND	1063
LK-1136195	Gorakapitiya	Gorakapitiya	GND	581
LK-1136200	Nampamunuwa	Nampamunuwa	GND	1052
LK-1136205	Mavittara North	Mavittara North	GND	909
LK-1136210	Mampe East	Mampe East	GND	652
LK-1136215	Bodhirajapura	Bodhirajapura	GND	594
LK-1136220	Mampe West	Mampe West	GND	872
LK-1136225	Mampe South	Mampe South	GND	569
LK-1136230	Kolamunna	Kolamunna	GND	1076
LK-1136235	Suwarapola East	Suwarapola East	GND	798
LK-1136240	Suwarapola West	Suwarapola West	GND	432
LK-1136245	Hedigama	Hedigama	GND	1293
LK-1136250	Batakettara North	Batakettara North	GND	1902
LK-1136255	Kesbewa North	Kesbewa North	GND	1129
LK-1136260	Kesbewa East	Kesbewa East	GND	598
LK-1136265	Mavittara South	Mavittara South	GND	585
LK-1136270	Honnanthara North	Honnanthara North	GND	1134
LK-1136275	Honnanthara South	Honnanthara South	GND	1426
LK-1136280	Makandana East	Makandana East	GND	1527
LK-1136285	Kesbewa South	Kesbewa South	GND	1872
LK-1136290	Batakettara South	Batakettara South	GND	1999
LK-1136295	Madapatha	Madapatha	GND	1148
LK-1136300	Delthara West	Delthara West	GND	640
LK-1136305	Delthara East	Delthara East	GND	443
LK-1136310	Dampe	Dampe	GND	1383
LK-1136315	Makandana West	Makandana west	GND	1585
LK-1136320	Nivungama	Nivungama	GND	672
LK-1136325	Halpita	Halpita	GND	1682
LK-1136330	Horathuduwa	Horathuduwa	GND	553
LK-1136335	Morenda	Morenda	GND	427
LK-1136340	Batuwandara North	Batuwandara North	GND	471
LK-1136345	Batuwandara South	Batuwandara South	GND	471
LK-1136350	Jamburaliya	Jamburaliya	GND	1125
LK-1136355	Polhena	Polhena	GND	836
LK-1136360	Regidel Watta	Regidel watta	GND	352
LK-1136365	Kahapola	Kahapola	GND	975
LK-12	Gampaha	Gampaha	DISTRICT	683025
LK-1203	Negombo	Negombo	DSD	35897
LK-1203005	Kammalthura	Kammalthura	GND	1005
LK-1203010	Pallansena North	Pallansena North	GND	1038
LK-1203015	Kochchikade	Kochchikade	GND	698
LK-1203020	Pallansena South	Pallansena South	GND	1041
LK-1203025	Daluwakotuwa	Daluwakotuwa	GND	1290
LK-1203030	Palangathure	Palangathure	GND	1335
LK-1203035	Ettukala	Ettukala	GND	896
LK-1203040	Daluwakotuwa East	Daluwakotuwa East	GND	1527
LK-1203045	Kattuwa	Kattuwa	GND	1400
LK-1203050	Dalupotha East	Dalupatha East	GND	1842
LK-1203055	Dalupotha	Dalupatha	GND	1001
LK-1203060	Kudapaduwa	Kudapaduwa	GND	762
LK-1203065	Kudapaduwa North	Kudapaduwa North	GND	901
LK-1203070	Kudapaduwa South	Kudapaduwa South	GND	733
LK-1203075	Wellaweediya	Wellaweediya	GND	825
LK-1203080	Wellaweediya East	Wellaweediya East	GND	568
LK-1203085	Periyamulla	Periyamulla	GND	719
LK-1203090	Hunupitiya	Hunupitiya	GND	1470
LK-1203095	Angurukaramulla	Angurukaramulla	GND	843
LK-1203100	Udayarthoppuwa	Udayarthoppuwa	GND	942
LK-1203105	Wellaweediya South	Wellaweediya South	GND	680
LK-1203110	Muttakkarai North	Munnakkaraya North	GND	535
LK-1203115	Doowa	Doowa	GND	666
LK-1203120	Pitipana North	Pitipana North	GND	807
LK-1203125	Pitipana Central	Pitipana Central	GND	739
LK-1203130	Muttakkarai	Munnakkaraya	GND	702
LK-1203135	Muttakkarai East	Munnakkaraya East	GND	472
LK-1203140	Thaladoowa	Thaladoowa	GND	1698
LK-1203145	Udayarthoppuwa South	Udayarthoppuwa South	GND	609
LK-1203150	Bolawalana	Bolawalana	GND	1275
LK-1203155	Kurana West	Kurana West	GND	932
LK-1203160	Kurana East	Kurana East	GND	730
LK-1203165	Siriwardana Pedesa	Siriwardana Pedesa	GND	790
LK-1203170	Pitipana South - East	Pitipana South - East	GND	899
LK-1203175	Pitipana South - West	Pitipana South - West	GND	969
LK-1203180	Thalahena	Thalahena	GND	1008
LK-1203185	Dungalpitiya	Dungalpitiya	GND	555
LK-1203190	Settappaduwa	Settappaduwa	GND	506
LK-1203195	Kepungoda	Kepungoda	GND	489
LK-1206	Katana	Katana	DSD	74870
LK-1206005	Muruthana	Muruthana	GND	350
LK-1206010	Manaveriya	Manaveriya	GND	518
LK-1206015	Udangawa	Udangawa	GND	535
LK-1206020	Thoppuwa	Thoppuwa	GND	879
LK-1206025	Bambukuliya	Bambukuliya	GND	807
LK-1206030	Katana North	Katana North	GND	859
LK-1206035	Katana East	Katana East	GND	564
LK-1206040	Katana West	Katana West	GND	939
LK-1206045	Maha Ethgala	Maha Ethgala	GND	503
LK-1206050	Ethgala	Ethgala	GND	950
LK-1206055	Adikkandiya	Adikkandiya	GND	315
LK-1206060	Welihena North	Welihena North	GND	500
LK-1206065	Welihena South	Welihena South	GND	1472
LK-1206070	Pahala Kandawala	Pahala Kandawala	GND	543
LK-1206075	Ethgala South	Ethgala South	GND	310
LK-1206080	Ihala Kandawala	Ihala Kandawala	GND	1519
LK-1206085	Kaluwarippuwa West	Kaluwarippuwa West	GND	1303
LK-1206090	Kondagammulla	Kondagammulla	GND	867
LK-1206095	Katiyala	Katiyala	GND	1016
LK-1206100	Kadirana North	Kadirana North	GND	1690
LK-1206105	K.C. De Silva Puraya	K.C. De Silva Puraya	GND	949
LK-1206110	Thimbirigaskatuwa	Thimbirigaskatuwa	GND	800
LK-1206115	Sellakanda	Sellakanda	GND	1278
LK-1206120	Katuwapitiya	Katuwapitiya	GND	718
LK-1206125	Mahahunupitiya West	Mahahunupitiya West	GND	685
LK-1206130	Mahahunupitiya East	Mahahunupitiya East	GND	742
LK-1206135	Pahala Kadirana	Pahala Kadirana	GND	698
LK-1206140	Kadirana	Kadirana	GND	1875
LK-1206145	Akkara 50	Akkara 50	GND	2062
LK-1206150	Kadirana South	Kadirana South	GND	1013
LK-1206155	Kimbulapitiya West	Kimbulapitiya West	GND	869
LK-1206160	Kimbulapitiya North	Kimbulapitiya North	GND	652
LK-1206165	Kimbulapitiya South	Kimbulapitiya South	GND	1087
LK-1206170	Kimbulapitiya Central	Kimbulapitiya Central	GND	1148
LK-1206175	Andiambalama West	Andiambalama West	GND	2007
LK-1206180	Walpola	Walpola	GND	626
LK-1206185	Andiambalama East	Andiambalama East	GND	1137
LK-1206190	Dewamottawa	Dewamottawa	GND	1213
LK-1206195	Kovinna	Kovinna	GND	1681
LK-1206200	Evariwatta	Evariwatta	GND	2775
LK-1206205	Air Force Camp	Air Force Camp	GND	260
LK-1206210	Kurana Katunayaka West	Kurana Katunayaka Central	GND	1022
LK-1206215	Kurana Katunayaka North	Kurana Katunayaka North	GND	837
LK-1206220	Kurana Katunayaka South	Kurana Katunayaka South	GND	564
LK-1206225	Katunayaka North	Katunayaka North	GND	688
LK-1206230	Katunayaka South	Katunayaka South	GND	2663
LK-1206235	Walanagoda	Walanagoda	GND	1158
LK-1206240	Kalahapitiya	Kalahapitiya	GND	855
LK-1206245	Madawala	Madawala	GND	810
LK-1206250	Muthuwadiya	Muthuwadiya	GND	478
LK-1206255	Liyanagemulla North	Liyanagemulla North	GND	1772
LK-1206260	Liyanagemulla South	Liyanagemulla South	GND	1469
LK-1206265	Amandoluwa	Amandoluwa	GND	3589
LK-1206270	Thempala	Thempala	GND	487
LK-1206275	Kuswala	Kuswala	GND	716
LK-1206280	Ganepola	Ganepola	GND	647
LK-1206285	Heenatiyana West	Heenatiyana West	GND	780
LK-1206290	Heenatiyana South	Heenatiyana South	GND	740
LK-1206295	Heenatiyana East	Heenatiyana East	GND	601
LK-1206300	Raddolugama North A	Raddolugama North A	GND	310
LK-1206305	Raddolugama North	Raddolugama North	GND	357
LK-1206310	Raddolugama South	Raddolugama South	GND	502
LK-1206315	Raddolugama South A	Raddolugama South A	GND	468
LK-1206320	Raddoluwa North	Raddoluwa North	GND	924
LK-1206325	Raddoluwa West	Raddoluwa West	GND	906
LK-1206330	Seeduwa	Seeduwa	GND	1488
LK-1206335	Mookalangamuwa West	Mookalangamuwa West	GND	925
LK-1206340	Mookalangamuwa East	Mookalangamuwa East	GND	697
LK-1206345	Bandarawatta East	Bandarawatta East	GND	420
LK-1206350	Bandarawatta West	Bandarawatta West	GND	1623
LK-1206355	Dambaduraya	Dambaduraya	GND	488
LK-1206360	Raddoluwa South	Raddoluwa South	GND	964
LK-1206365	Lansiyawadiya	Lansiyawadiya	GND	756
LK-1206370	Kotugoda	Kotugoda	GND	775
LK-1206375	Kasagahawatta	Kasagahawatta	GND	600
LK-1206380	Udammita North	Udammita North	GND	477
LK-1206385	Alawathupitiya	Alawathupitiya	GND	367
LK-1206390	Udammita South	Udammita South	GND	423
LK-1206395	Ambalammulla	Ambalammulla	GND	810
LK-1209	Divulapitiya	Divulapitiya	DSD	44830
LK-1209005	Andimulla	Andimulla	GND	412
LK-1209010	Ambalayaya	Ambalayaya	GND	356
LK-1209015	Bolagala	Bolagala	GND	202
LK-1209020	Otharawadiya	Otharawadiya	GND	268
LK-1209025	Godigamuwa West	Godigamuwa West	GND	278
LK-1209030	Godigamuwa East	Godigamuwa East	GND	522
LK-1209035	Balawala	Balawala	GND	173
LK-1209040	Badalgama	Badalgama	GND	400
LK-1209045	Delpakadawara	Delpakadawara	GND	157
LK-1209050	Siringapathawatta	Siringapathawatta	GND	101
LK-1209055	Pethigoda	Pethigoda	GND	511
LK-1209060	Alugolla	Alugolla	GND	457
LK-1209065	Polwatta	Polwatta	GND	342
LK-1209070	Polhena	Polhena	GND	302
LK-1209075	Mellawagedara	Mellawagedara	GND	442
LK-1209080	Diklanda	Diklanda	GND	224
LK-1209085	Katukenda	Katukenda	GND	484
LK-1209090	Akarangaha	Akarangaha	GND	336
LK-1209095	Kehelella West	Kehelella West	GND	288
LK-1209100	Lihiniyagammana	Lihiniyagammana	GND	311
LK-1209105	Akaragama East	Akaragama East	GND	256
LK-1209110	Akaragama West	Akaragama West	GND	494
LK-1209115	Akaragama North	Akaragama North	GND	397
LK-1209120	Pahala Madampella	Pahala Madampella	GND	526
LK-1209125	Halpe 1	Halpe	GND	678
LK-1209130	Kaluwarippuwa East - Uthura	Kaluwarippuwa East - Uthura	GND	574
LK-1209135	Kongodamulla North	Kongodamulla North	GND	247
LK-1209140	Kongodamulla West	Kongodamulla West	GND	531
LK-1209145	Kongodamulla South	Kongodamulla South	GND	430
LK-1209150	Kongodamulla East	Kongodamulla East	GND	500
LK-1209155	Ihala Madampella North	Ihala Madampella North	GND	278
LK-1209160	Ihala Madampella West	Ihala Madampella West	GND	337
LK-1209165	Ihala Madampella East	Ihala Madampella East	GND	294
LK-1209170	Ihalagama	Ihalagama	GND	248
LK-1209175	Kehelella South	Kehelella South	GND	448
LK-1209180	Kehelella North	Kehelella North	GND	295
LK-1209185	Delwagura	Delwagura	GND	258
LK-1209190	Wekada	Wekada	GND	305
LK-1209195	Kalumada	Kalumada	GND	196
LK-1209200	Agalegedara	Agalegedara	GND	303
LK-1209205	Waradala	Waradala	GND	537
LK-1209210	Kotadeniyawa	Kotadeniyawa	GND	622
LK-1209215	Erabadda	Erabadda	GND	214
LK-1209220	Diyagampala	Diyagampala	GND	380
LK-1209225	Koradaminna	Koradaminna	GND	261
LK-1209230	Dimbuldeniya	Dimbuldeniya	GND	301
LK-1209235	Paragoda North	Paragoda North	GND	252
LK-1209240	Paragoda South	Paragoda South	GND	202
LK-1209245	Moragalkanda	Moragalkanda	GND	103
LK-1209250	Nawana West	Nawana West	GND	240
LK-1209255	Hettimulla	Hettimulla	GND	310
LK-1209260	Haloluwa	Haloluwa	GND	265
LK-1209265	Kelegedara	Kelegedara	GND	248
LK-1209270	Heeralugedara	Heeralugedara	GND	484
LK-1209275	Walpita	Walpita	GND	369
LK-1209280	Welagana	Welagana	GND	277
LK-1209285	Thammita	Thammita	GND	481
LK-1209290	Palliyapitiya West	Palliyapitiya West	GND	272
LK-1209295	Induragara North	Induragara North	GND	609
LK-1209300	Induragara South	Induragara South	GND	242
LK-1209305	Kadawala North	Kadawala North	GND	607
LK-1209310	Kadawala	Kadawala	GND	296
LK-1209315	Kaluwarippuwa East - Dakuna	Kaluwarippuwa East - Dakuna	GND	800
LK-1209320	Miriswatta	Miriswatta	GND	545
LK-1209325	Dagonna North	Dagonna North	GND	457
LK-1209330	Dagonna East	Dagonna East	GND	453
LK-1209335	Halgahawelawatta	Halgahawelawatta	GND	199
LK-1209340	Katuwellegama North	Katuwellegama North	GND	330
LK-1209345	Kadawala South	Kadawala South	GND	329
LK-1209350	Batepola	Batepola	GND	489
LK-1209355	Doonagaha South	Doonagaha South	GND	524
LK-1209360	Doonagaha	Doonagaha	GND	270
LK-1209365	Palliyapitiya East	Palliyapitiya East	GND	443
LK-1209370	Hunumulla	Hunumulla	GND	509
LK-1209375	Hapugahagama	Hapugahagama	GND	222
LK-1209380	Barawavila	Barawavila	GND	345
LK-1209385	Kudagammana	Kudagammana	GND	561
LK-1209390	Pahala Madithiyawala	Pahala Madithiyawala	GND	340
LK-1209395	Kaluaggala	Kaluaggala	GND	284
LK-1209400	Kuleegedara	Kuleegedara	GND	284
LK-1209405	Nawana East	Nawana East	GND	171
LK-1209410	Nariyamulla	Nariyamulla	GND	156
LK-1209415	Halpe 2	Halpe	GND	850
LK-1209420	Parana Halpe West	Parana Halpe West	GND	352
LK-1209425	Parana Halpe East	Parana Halpe East	GND	231
LK-1209430	Gurullagama	Gurullagama	GND	234
LK-1209435	Kithulwala Ihala	Kithulwala Ihala	GND	334
LK-1209440	Kithulwala Pahala	Kithulwala Pahala	GND	273
LK-1209445	Kithulwala North	Kithulwala North	GND	313
LK-1209450	Kaluaggala Pahalagama	Kaluaggala Pahalagama	GND	192
LK-1209455	Wattemulla	Wattemulla	GND	353
LK-1209460	Ihala Madithiyawala	Ihala Madithiyawala	GND	271
LK-1209465	Hangawatta	Hangawatta	GND	119
LK-1209470	Rassapana	Rassapana	GND	132
LK-1209475	Balagalla West	Balagalla West	GND	357
LK-1209480	Parana Handiya	Parana Handiya	GND	118
LK-1209485	Pinnakele	Pinnakele	GND	262
LK-1209490	Pinnakele South	Pinnakele South	GND	269
LK-1209495	Urapana	Urapana	GND	420
LK-1209500	Kelepitimulla	Kelepitimulla	GND	670
LK-1209505	Sayakkaramulla	Sayakkaramulla	GND	217
LK-1209510	Henpitagedara	Henpitagedara	GND	355
LK-1209515	Aluthepola West	Aluthepola West	GND	520
LK-1209520	Thotillagahawatta	Thotillagahawatta	GND	412
LK-1209525	Katuwellegama South	Katuwellegama South	GND	476
LK-1209530	Palugahawela	Palugahawela	GND	403
LK-1209535	Dagonna South	Dagonna South	GND	922
LK-1209540	Hapuwalana South	Hapuwalana South	GND	231
LK-1209545	Hapuwalana	Hapuwalana	GND	232
LK-1209550	Bomugammana North	Bomugammana North	GND	559
LK-1209555	Bomugammana South	Bomugammana South	GND	297
LK-1209560	Pinnalanda	Pinnalanda	GND	233
LK-1209565	Divulapitiya	Divulapitiya	GND	487
LK-1209570	Balagalla East	Balagalla East	GND	250
LK-1209575	Ullalapola East	Ullalapola East	GND	321
LK-1209580	Ullalapola West	Ullalapola West	GND	360
LK-1209585	Wewagedara	Wewagedara	GND	298
LK-1209590	Horagasmulla	Horagasmulla	GND	481
LK-1209595	Assennawatta East	Assennawatta East	GND	1000
LK-1209600	Hapuwalana North	Hapuwalana North	GND	236
LK-1209605	Assennawatta West	Assennawatta West	GND	297
LK-1209610	Weragodamulla	Weragodamulla	GND	647
LK-1209615	Aluthepola East	Aluthepola East	GND	402
LK-1212	Mirigama	Mirigama	DSD	49540
LK-1212005	Nalla	Nalla	GND	1183
LK-1212010	Giriullagama	Giriullagama	GND	466
LK-1212015	Loluwagoda	Loluwagoda	GND	714
LK-1212020	Delwala South	Delwala South	GND	253
LK-1212025	Delwala	Delwala	GND	233
LK-1212030	Loluwagoda South	Loluwagoda South	GND	325
LK-1212035	Madurupitiya	Madurupitiya	GND	247
LK-1212040	Hapugahagedara	Hapugahagedara	GND	288
LK-1212045	Kandangamuwa	Kandangamuwa	GND	422
LK-1212050	Henegama	Henegama	GND	317
LK-1212055	Maladeniya	Maladeniya	GND	351
LK-1212060	Kahandawa	Kahandawa	GND	479
LK-1212065	Kandalama	Kandalama	GND	426
LK-1212070	Walbothale	Walbothale	GND	682
LK-1212075	Pirisyala	Pirisyala	GND	287
LK-1212080	Kamarangawa	Kamarangawa	GND	212
LK-1212085	Keenadeniya	Keenadeniya	GND	390
LK-1212090	Bothale Pahalagama North	Bothale Pahalagama North	GND	396
LK-1212095	Maveehena	Maveehena	GND	287
LK-1212100	Kurunduwatta	Kurunduwatta	GND	349
LK-1212105	Purana Meerigama	Purana Mirigama	GND	316
LK-1212110	Hakurukumbura	Hakurukumbura	GND	697
LK-1212115	Mugurugampala	Mugurugampala	GND	514
LK-1212120	Vilwatta	Vilwatta	GND	417
LK-1212125	Thawalampitiya	Thawalampitiya	GND	245
LK-1212130	Bothale Pahalagama	Bothale Pahalagama	GND	317
LK-1212135	Bothale Pahalagama West	Bothale Pahalagama West	GND	267
LK-1212140	Bothale Medagama	Bothale Medagama	GND	265
LK-1212145	Bothale Pahalagama East	Bothale Pahalagama East	GND	531
LK-1212150	Thalagama East	Thalagama East	GND	145
LK-1212155	Thalagama	Thalagama	GND	227
LK-1212160	Balathawa	Balathawa	GND	253
LK-1212165	Makoora	Makoora	GND	145
LK-1212170	Pottekanda	Pottekanda	GND	182
LK-1212175	Bothale Ihalagama	Bothale Ihalagama	GND	263
LK-1212180	Andagalakanda	Andagalakanda	GND	174
LK-1212185	Halugama Ihala	Halugama Ihala	GND	243
LK-1212190	Kindiwala	Kindiwala	GND	156
LK-1212195	Halugama Pahala	Halugama Pahala	GND	156
LK-1212200	Meerigama	Mirigama	GND	103
LK-1212205	Walawwatta	Walawwatta	GND	356
LK-1212210	Thilinagama	Thilinagama	GND	349
LK-1212215	Vijayarajadahana	Vijayarajadahana	GND	247
LK-1212220	Neligama Ihala	Neligama Ihala	GND	148
LK-1212225	Neligama Central	Neligama Central	GND	219
LK-1212230	Neligama	Neligama	GND	290
LK-1212235	Lindara	Lindara	GND	283
LK-1212240	Halugama	Halugama	GND	429
LK-1212245	Siyambalagoda	Siyambalagoda	GND	218
LK-1212250	Lindara Pahala	Lindara Pahala	GND	168
LK-1212255	Pohonnaruwa	Pohonnaruwa	GND	367
LK-1212260	Indiparape	Indiparape	GND	289
LK-1212265	Kosetadeniya	Kosetadeniya	GND	220
LK-1212270	Imbulanwala	Imbulanwala	GND	262
LK-1212275	Uduulla	Uduulla	GND	165
LK-1212280	Gaspe	Gaspe	GND	446
LK-1212285	Banduragoda	Banduragoda	GND	281
LK-1212290	Keppitiwalana	Keppitiwalana	GND	394
LK-1212295	Gaspe Pahalagama	Gaspe Pahalagama	GND	244
LK-1212300	Galgana	Galgana	GND	126
LK-1212305	Pelapitigama	Pelapitigama	GND	406
LK-1212310	Elhena	Elhena	GND	527
LK-1212315	Ganegoda	Ganegoda	GND	329
LK-1212320	Hiriwala	Hiriwala	GND	520
LK-1212325	Handurumulla	Handurumulla	GND	213
LK-1212330	Pamunuwatta	Pamunuwatta	GND	396
LK-1212335	Lindara Ihala	Lindara Ihala	GND	141
LK-1212340	Arukgoda	Arukgoda	GND	155
LK-1212345	Madabavita	Madabavita	GND	376
LK-1212350	Madabavita Ihalagama	Madabavita Ihalagama	GND	280
LK-1212355	Newgala	Newgala	GND	294
LK-1212360	Danovita	Danovita	GND	432
LK-1212365	Weweldeniya Pahalagama	Weweldeniya Pahalagama	GND	283
LK-1212370	Weweldeniya Pahalagama West	Weweldeniya Pahalagama West	GND	408
LK-1212375	Henepola	Henepola	GND	162
LK-1212380	Palmada	Palmada	GND	214
LK-1212385	Kal/ Pallewela	Kal/Pallewela	GND	318
LK-1212390	Raddalgoda	Raddalgoda	GND	257
LK-1212395	Ihala Bokalagama	Ihala Bokalagama	GND	339
LK-1212400	Pahala Bokalagama	Pahala Bokalagama	GND	641
LK-1212405	Kukulnape	Kukulnape	GND	209
LK-1212410	Gaspe South	Gaspe South	GND	243
LK-1212415	Muddaragama	Muddaragama	GND	286
LK-1212420	Hanchapola	Hanchapola	GND	296
LK-1212425	Hirikuluwa	Hirikuluwa	GND	190
LK-1212430	Pathagama	Pathagama	GND	210
LK-1212435	Borukgamuwa West	Borukgamuwa West	GND	259
LK-1212440	Borukgamuwa	Borukgamuwa	GND	330
LK-1212445	Pallewela	Pallewela	GND	208
LK-1212450	Weragoda/ Kakkele	Weragoda/Kakkele	GND	353
LK-1212455	Hansagiriya	Hansagiriya	GND	534
LK-1212460	Wellevilamulla North	Wellevilamulla North	GND	285
LK-1212465	Wellevilamulla	Wellevilamulla	GND	252
LK-1212470	Udawela	Udawela	GND	425
LK-1212475	Hapitigama	Hapitigama	GND	301
LK-1212480	Makkanigoda North	Makkanigoda North	GND	482
LK-1212485	Pahalawela	Pahalawela	GND	187
LK-1212490	Millawala	Millawala	GND	358
LK-1212495	Weweldeniya Ihalagama West	Weweldeniya Ihalagama West	GND	194
LK-1212500	Weweldeniya Ihalagama	Weweldeniya Ihalagama	GND	238
LK-1212505	Kotadeniya	Kotadeniya	GND	288
LK-1212510	Ilukpatha/ Weragoda	Ilukpatha/Weragoda	GND	340
LK-1212515	Hedidenikanda	Hedidenikanda	GND	215
LK-1212520	Radawadunna	Radawadunna	GND	314
LK-1212525	Bataleeya	Bataleeya	GND	331
LK-1212530	Bataleeya South	Bataleeya South	GND	267
LK-1212535	Bolana	Bolana	GND	242
LK-1212540	Mallehewa	Mallehewa	GND	249
LK-1212545	Webadamulla	Webadamulla	GND	626
LK-1212550	Weragoda	Weragoda	GND	262
LK-1212555	Midellawala	Midellawala	GND	138
LK-1212560	Kendalanda	Kendalanda	GND	314
LK-1212565	Nungamuwa	Nungamuwa	GND	381
LK-1212570	Uthuwanbogahawatta	Uthuwanbogahawatta	GND	462
LK-1212575	Maligathenna Pahala	Maligathenna Pahala	GND	488
LK-1212580	Maligathenna Central	Maligathenna Central	GND	548
LK-1212585	Wandurawa	Wandurawa	GND	514
LK-1212590	Galgamuwa West	Galgamuwa West	GND	463
LK-1212595	Galgamuwa East	Galgamuwa East	GND	291
LK-1212600	Kumbaloluwa	Kumbaloluwa	GND	147
LK-1212605	Kumbaloluwa Ihala	Kumbaloluwa Ihala	GND	343
LK-1212610	Kumbaloluwa Pahala	Kumbaloluwa Pahala	GND	321
LK-1212615	Dumunnegedara South	Dumunnegedara South	GND	211
LK-1212620	Dumunnegedara	Dumunnegedara	GND	233
LK-1212625	Pasyala	Pasyala	GND	316
LK-1212630	Pasyala West	Pasyala West	GND	222
LK-1212635	Muruthawala	Muruthawala	GND	176
LK-1212640	Kithanawatta	Kithanawatta	GND	771
LK-1212645	Kammalpitiya	Kammalpitiya	GND	395
