region_id	region_name	region_name_in_data	region_ent_type	single_house_single_storeyed	single_house_two_storeyed	single_house_more_than_two_storeyed	attached_house_1st_floor	attached_house_2nd_floor	attached_house_from_3_to_4_floors	attached_house_from_5_to_10_floors	attached_house_from_11_to_19_floors	attached_house_from_20_floors_or_more	other
LG-42032	Manthai West PS		LG	6840	108	1	0	0	0	0	0	0	0
LG-42033	Musali PS		LG	4249	96	1	0	0	0	0	0	0	0
LG-42034	Nanattan PS		LG	5912	231	3	4	0	0	0	0	0	11
LG-43011	Vavuniya MC/ Vavuniya South (Tamil) PS		LG	9690	1415	75	176	104	9	0	0	0	0
LG-43031	Vavuniya North PS		LG	4240	42	0	2	0	0	0	0	0	0
LG-43032	Vavuniya South (Sinhala) PS		LG	4380	95	3	8	1	0	0	0	0	1
LG-43033	Vavuniya South (Tamil) PS		LG	19870	589	33	31	12	0	0	0	0	3
LG-43034	Vengalacheddikulam PS		LG	6965	78	2	1	0	0	0	0	0	0
LG-44031	Vavuniya North PS		LG	1853	16	0	0	1	0	0	0	0	0
LG-44041	Manthai East PS		LG	2154	23	0	1	0	0	0	0	0	0
LG-44042	Maritimepattu PS		LG	11405	251	3	1	3	0	0	0	0	4
LG-44043	Puthukudiyiruppu PS		LG	15470	229	8	3	0	0	0	0	0	35
LG-44044	Thunukkai PS		LG	2788	40	0	0	0	0	0	0	0	1
LG-45031	Karachchi PS		LG	25757	552	23	6	1	0	0	0	0	7
LG-45032	Pachchillaipalli PS		LG	3786	47	0	0	0	0	0	0	0	2
LG-45033	Poonagari PS		LG	6227	73	0	1	0	0	0	0	0	2
LG-51001	Eravur Pattu PS		LG	1350	45	2	0	0	0	0	0	0	0
LG-51002	Eravur Pattu PS		LG	1759	18	0	1	0	0	0	0	0	0
LG-51003	Eravur Pattu PS		LG	1750	31	1	0	1	0	0	0	0	0
LG-51004	Eravur Pattu PS		LG	1884	84	3	0	0	0	0	0	0	0
LG-51005	Koralai Pattu PS		LG	2101	100	1	1	2	0	0	0	0	0
LG-51006	Koralai Pattu PS		LG	4191	144	3	0	1	0	0	0	0	1
LG-51007	Koralai Pattu PS		LG	4216	95	0	0	0	0	0	0	0	0
LG-51008	Eravur Pattu PS		LG	1164	32	0	0	0	0	0	0	0	0
LG-51009	Eravur Pattu PS		LG	1687	39	0	1	0	0	0	0	0	0
LG-51010	Koralai Pattu PS		LG	2200	88	0	0	0	0	0	0	0	0
LG-51011	Koralai Pattu PS		LG	24784	4315	113	126	69	1	0	0	0	47
LG-51012	Eravur Pattu PS		LG	1169	59	4	1	0	0	0	0	0	0
LG-51013	Eravur Pattu PS		LG	981	62	1	0	0	0	0	0	0	2
LG-51014	Eravur Pattu PS		LG	1823	9	2	0	0	0	0	0	0	0
LG-51015	Eravur Pattu PS		LG	269	2	0	0	0	0	0	0	0	0
LG-51016	Eravur Pattu PS		LG	1478	6	1	0	1	0	0	0	0	0
LG-51017	Eravur Pattu PS		LG	693	2	0	0	0	0	0	0	0	0
LG-51018	Eravur Pattu PS		LG	496	4	0	0	0	0	0	0	0	0
LG-51021	Kattankudy UC		LG	10859	1791	193	27	14	1	0	0	0	14
LG-51022	Eravur UC		LG	5481	709	21	3	2	1	0	0	0	6
LG-51034	Koralai Pattu PS		LG	13632	598	12	5	6	0	0	0	0	11
LG-51035	Koralai Pattu North PS		LG	7930	190	200	3	2	0	0	0	0	92
LG-51036	Koralai Pattu West PS		LG	8724	534	13	5	8	1	0	0	0	1
LG-51037	Manmunaipattu PS		LG	9715	499	13	12	5	1	0	0	0	9
LG-51038	Manmunai South & Eruvil Pattu PS		LG	15270	1263	17	5	3	0	0	0	0	14
LG-51039	Manmunai South-West PS		LG	7507	214	3	3	0	0	0	0	0	18
LG-51040	Manmunai West (Vavunativu) PS		LG	9541	102	2	2	0	0	0	0	0	0
LG-51041	Porativepattu PS		LG	10976	389	3	1	1	0	0	0	0	8
LG-52011	Kalmunai MC		LG	22564	5719	208	544	500	421	0	0	0	4
LG-52012	Akkaraipattu MC		LG	8394	1327	57	9	6	0	0	0	0	0
LG-52021	Ampara UC/ Namaloya PS		LG	6123	971	38	118	19	0	0	0	0	0
LG-52031	Addalachchanai PS		LG	12356	763	23	15	9	0	0	0	0	12
LG-52032	Alayadiwembu PS		LG	6711	293	13	0	0	0	0	0	0	0
LG-52033	Damana PS		LG	10206	267	5	5	3	0	0	0	0	0
LG-52034	Dehiattakandiya PS		LG	17720	681	19	11	4	0	0	0	0	2
LG-52036	Akkaraipattu PS		LG	2191	66	0	2	0	0	0	0	0	0
LG-52037	Lahugala PS		LG	2817	84	0	0	1	0	0	0	0	0
LG-52038	Mahaoya PS		LG	6854	108	1	2	3	0	0	0	0	0
LG-52039	Namaloya PS		LG	6664	224	5	1	1	0	0	0	0	0
LG-52040	Ninthavur PS		LG	7698	947	13	60	10	1	0	0	0	0
LG-52041	Padiyathalawa  PS		LG	6145	106	4	2	2	0	0	0	0	1
LG-52042	Pothuvil  PS		LG	11089	277	4	75	4	1	0	0	0	16
LG-52043	Sammanthurai PS		LG	17161	2131	45	44	17	0	0	0	0	2
LG-52044	Thirukkovili PS		LG	8012	285	3	0	0	0	0	0	0	38
LG-52045	Uhana PS		LG	16678	612	28	5	1	1	0	0	0	1
LG-52046	Karathivu PS		LG	4473	708	19	34	1	0	0	0	0	6
LG-52047	Navithanveli PS		LG	6075	210	0	2	0	0	0	0	0	1
LG-52048	Irakkamam PS		LG	4487	156	1	4	1	0	0	0	0	0
LG-53011	Trincomalee MC		LG	11350	1858	183	91	46	55	7	0	0	4
LG-53022	Kinniya UC		LG	9810	858	17	9	1	1	0	0	0	0
LG-53031	Gomarankadawala PS		LG	2406	37	1	0	0	0	0	0	0	2
LG-53032	Kanthale PS		LG	13450	657	15	1	2	0	0	0	0	3
LG-53033	Kinniya PS		LG	10732	308	3	7	2	1	0	0	0	1
LG-53034	Kuchchaveli PS		LG	10552	215	7	1	0	0	0	0	0	30
LG-53035	Morawewa PS		LG	2659	27	1	0	0	0	0	0	0	1
LG-53036	Muttur PS		LG	18914	406	12	2	0	0	0	0	0	66
LG-53037	Padavi Sri Pura PS		LG	3357	77	2	0	1	0	0	0	0	1
LG-53038	Seruvila PS		LG	4527	118	2	7	1	0	0	0	0	0
LG-53039	Thambalagamuwa PS		LG	9088	222	7	7	0	0	0	0	0	0
LG-53040	Trincomalee Town and Gravets  PS		LG	12523	453	13	171	24	5	1	0	0	0
LG-53041	Verugal PS		LG	3899	28	2	0	0	0	0	0	0	4
LG-61011	Kurunegala MC		LG	3895	2029	207	145	89	34	11	0	0	1
LG-61021	Kuliyapitiya UC/ Kuliyapitiya PS		LG	923	345	30	67	19	4	0	0	0	0
LG-61031	Alawwa PS		LG	17286	1692	30	7	2	2	0	0	0	1
LG-61032	Bingiriya PS		LG	18993	653	10	9	7	0	0	0	0	1
LG-61033	Galgamuwa PS		LG	24857	1194	18	8	5	2	0	0	0	1
LG-61034	Giribawa PS		LG	10119	264	4	5	2	0	0	0	0	2
LG-61035	Ibbagamuwa PS		LG	36398	3121	58	52	21	4	0	0	0	5
LG-61036	Kobeigane PS		LG	11225	458	3	2	1	0	0	0	0	0
LG-61037	Kuliyapitiya PS		LG	36227	2685	44	76	47	8	0	0	0	1
LG-61038	Kurunegala PS		LG	37906	7483	231	169	108	13	3	0	0	4
LG-61039	Maho PS		LG	25059	1401	22	29	12	0	0	0	0	3
LG-61040	Mawathagama PS		LG	16645	2793	68	210	36	9	0	0	0	3
LG-61041	Nikaweratiya PS		LG	25810	1007	13	20	16	1	0	0	0	0
LG-61042	Panduwasnuwara PS		LG	28038	1511	19	25	15	1	0	0	0	2
LG-61043	Pannala PS		LG	36512	2123	58	117	34	4	0	0	0	5
LG-61044	Polgahawela PS		LG	26020	3448	76	79	41	8	0	0	0	2
LG-61045	Polpithigama PS		LG	24348	986	12	4	3	0	0	0	0	1
LG-61046	Rideegama PS		LG	24007	2575	60	181	21	1	0	0	0	3
LG-61047	Wariyapola PS		LG	28606	2551	30	38	15	3	0	0	0	2
LG-61048	Udubaddawa PS		LG	15084	688	11	18	12	1	0	0	0	1
LG-61049	Narammala PS		LG	15454	1523	29	13	6	1	0	0	0	0
LG-62011	Puttalam MC		LG	11023	1104	17	323	62	3	0	0	0	1
LG-62021	Chilaw UC		LG	4938	844	43	47	45	10	8	0	0	1
LG-62031	Anamaduwa PS		LG	25077	563	10	9	4	3	0	0	0	9
LG-62032	Arachchikattuwa PS		LG	18119	667	12	7	1	0	0	0	0	4
LG-62033	Chilaw PS		LG	25529	1460	43	108	36	5	0	0	0	3
LG-62034	Kalpitiya PS		LG	32640	901	23	170	41	0	0	0	0	20
LG-62035	Karuwalagaswewa PS		LG	7788	147	5	1	0	0	0	0	0	0
LG-62036	Nattandiya PS		LG	31409	2360	43	29	15	5	15	0	0	6
LG-62037	Nawagattegama PS		LG	5140	129	0	1	1	0	0	0	0	0
LG-62038	Puttalam PS		LG	15572	520	12	49	9	0	0	0	0	3
LG-62039	Vanathawilluwa PS		LG	5755	75	1	11	2	0	0	0	0	2
LG-62040	Wennappuwa PS		LG	35141	3050	53	114	57	17	1	0	0	23
LG-71011	Anuradhapura MC/ Nuwaragam Palatha Central PS		LG	14330	4186	149	196	172	17	0	0	0	1
LG-71031	Galenbindunuwewa PS		LG	13786	556	9	7	10	1	0	0	0	2
LG-71032	Galnewa PS		LG	10942	419	4	2	5	0	0	0	0	0
LG-71033	Horowpothana PS		LG	10906	259	16	8	0	0	0	0	0	1
LG-71034	Ipalogama PS		LG	11726	598	5	4	5	0	0	0	0	0
LG-71035	Kahatagasdigiliya PS		LG	12030	440	2	4	5	0	0	0	0	2
LG-71036	Kebithigollewa PS		LG	7487	134	1	2	0	1	0	0	0	0
LG-71037	Kekirawa PS		LG	21736	1411	31	20	26	2	0	0	0	1
LG-71038	Medawachchiya PS		LG	14515	528	8	1	3	0	0	0	0	1
LG-71039	Mihinthale PS		LG	9350	744	5	26	9	3	0	0	0	0
LG-71040	Nochchiyagama PS		LG	15281	649	8	3	1	0	0	0	0	1
LG-71041	Nuwaragam Palatha Central PS		LG	20777	728	12	8	6	1	0	0	0	1
LG-71042	Nuwaragam Palatha East PS		LG	14561	1088	20	53	18	4	0	0	0	3
LG-71043	Padaviya PS		LG	7025	138	1	0	0	0	0	0	0	0
LG-71044	Palagala PS		LG	10676	376	7	2	0	0	0	0	0	0
LG-71045	Rajanganaya PS		LG	10154	512	5	3	1	0	0	0	0	2
LG-71046	Rambewa PS		LG	11038	324	2	10	8	0	0	0	0	0
LG-71047	Thalawa PS		LG	28800	1960	37	47	52	1	0	0	0	2
LG-71048	Nuwaragam Palatha East PS		LG	9644	461	8	30	9	0	0	0	0	0
LG-72011	Polonnaruwa MC		LG	8203	1424	87	43	32	69	0	0	0	0
LG-72031	Dimbulagala PS		LG	23537	702	15	3	0	0	0	0	0	0
LG-72032	Elahera PS		LG	13389	642	11	2	2	0	0	0	0	1
LG-72033	Hingurakgoda PS		LG	18597	1475	43	14	9	1	0	0	0	2
LG-72034	Lankapura PS		LG	10797	544	10	9	4	0	0	0	0	0
LG-72035	Medirigiriya PS		LG	19385	1046	43	13	10	13	0	0	0	0
LG-72037	Welikanda PS		LG	10784	208	8	0	0	0	0	0	0	5
LG-72038	Polonnaruwa PS		LG	14289	917	12	71	6	4	1	0	0	0
LG-81011	Badulla MC		LG	7286	3426	431	356	365	62	0	0	0	0
LG-81012	Bandarawela MC/ Bandarawela  PS		LG	6962	2063	460	171	126	73	0	0	0	0
LG-81022	Haputale  UC/ Haputale  PS		LG	1452	118	20	621	9	0	0	0	0	0
LG-81031	Badulla PS		LG	7398	995	109	1017	73	9	0	0	0	1
LG-81032	Bandarawela  PS		LG	6782	745	60	1065	20	173	0	0	0	1
LG-81033	Ella  PS		LG	9175	1111	115	1807	73	43	0	0	0	0
LG-81034	Haldummulla  PS		LG	8929	497	30	1470	19	23	0	0	0	2
LG-81035	Hali-Ela  PS		LG	18834	2316	188	4220	269	118	0	0	0	0
LG-81036	Haputale  PS		LG	7967	1303	159	1522	71	37	0	0	0	1
LG-81037	Kandaketiya PS		LG	6869	343	14	184	0	0	0	0	0	0
LG-81038	Mahiyanganaya PS		LG	23799	1317	33	16	4	2	0	0	0	2
LG-81039	Meegahaivula PS		LG	5868	240	4	283	1	0	0	0	0	0
LG-81040	Passara PS		LG	9856	973	86	2456	72	55	0	0	0	2
LG-81041	Rideemaliyadda PS		LG	16819	410	18	2	0	0	0	0	0	2
LG-81042	Soranathota PS		LG	6023	424	32	291	8	3	0	0	0	0
LG-81043	Uva Paranagama  PS		LG	20344	1236	79	902	27	16	0	0	0	1
LG-81044	Welimada  PS		LG	24927	2378	237	1023	56	43	0	0	0	4
LG-81045	Lunugala PS		LG	5906	217	63	2544	75	79	0	0	0	1
LG-82031	Badalkumbura PS		LG	12263	591	24	333	7	0	0	0	0	1
LG-82032	Bibila PS		LG	12842	655	26	105	14	3	0	0	0	0
LG-82033	Buttala PS		LG	16640	795	29	14	9	0	0	0	0	1
LG-82034	Katharagama PS		LG	4950	355	12	3	2	1	0	0	0	1
LG-82035	Madulla PS		LG	9866	433	8	1	0	0	0	0	0	1
LG-82036	Medagama PS		LG	11774	438	8	70	20	6	0	0	0	0
LG-82037	Moneragala PS		LG	14499	1232	42	74	20	18	0	0	0	3
LG-82038	Siyambalanduwa PS		LG	17373	388	11	11	0	0	0	0	0	1
LG-82039	Thanamalvila PS		LG	22156	1134	30	17	7	1	0	0	0	1
LG-82040	Wellawaya PS		LG	20223	1047	27	54	37	16	0	0	0	5
LG-91011	Ratnapura MC/ Ratnapura PS		LG	11599	3202	316	185	117	29	0	0	0	0
LG-91021	Balangoda UC/ Imbulpe PS		LG	8255	1507	199	186	71	5	0	0	0	3
LG-91022	Embilipitiya UC		LG	9936	1799	82	59	31	2	0	0	0	0
LG-91032	Ayagama PS		LG	7921	447	13	458	8	0	0	0	0	0
LG-91033	Balangoda PS		LG	14300	676	27	666	14	12	0	0	0	0
LG-91034	Eheliyagoda PS		LG	18109	1958	78	111	34	6	0	0	0	1
LG-91035	Embilipitiya PS		LG	32010	1746	36	25	24	2	0	0	0	0
LG-91036	Imbulpe PS		LG	15425	1200	58	574	16	1	0	0	0	1
LG-91037	Kalawana PS		LG	13129	1208	58	631	52	20	0	0	0	1
LG-91038	Kolonna PS		LG	13064	930	49	718	10	2	0	0	0	0
LG-91039	Kuruvita PS		LG	32695	3018	141	580	63	23	0	0	0	0
LG-91040	Nivithigala PS		LG	24194	1978	76	1162	15	1	0	0	0	0
LG-91041	Pelmadulla PS		LG	21938	1997	140	1251	43	25	0	0	0	3
LG-91042	Ratnapura PS		LG	15396	1348	102	1513	69	20	0	0	0	6
LG-91043	Weligepola PS		LG	17554	853	49	229	12	3	0	0	0	0
LG-91044	Godakawela PS		LG	19674	1559	85	1156	73	38	0	0	0	1
LG-91045	Kahawatta PS		LG	10774	788	100	672	22	2	0	0	0	0
LG-92011	Kegalle MC		LG	2516	1481	231	89	93	28	0	0	0	0
LG-92031	Aranayaka  PS		LG	17203	2266	123	146	66	6	0	0	0	1
LG-92032	Dehiovita PS		LG	19294	2638	148	1081	49	25	0	0	0	3
LG-92033	Deraniyagala PS		LG	10511	802	49	1595	14	1	0	0	0	0
LG-92034	Galigamuwa PS		LG	18203	2455	96	302	31	7	0	0	0	1
LG-92035	Kegalle PS		LG	18474	3205	232	128	42	9	0	0	0	4
LG-92036	Mawanella PS		LG	25984	5789	416	426	337	52	0	0	0	5
LG-92037	Rambukkana PS		LG	20770	3611	139	56	23	2	0	0	0	0
LG-92038	Ruwanwella  PS		LG	15873	1878	93	387	48	6	0	0	0	5
LG-92039	Warakapola PS		LG	27881	3822	213	222	42	6	0	0	0	5
LG-92040	Yatiyanthota PS		LG	14283	1555	137	1349	57	11	0	0	0	1
LG-92041	Bulathkohupitiya PS		LG	10792	949	27	1114	9	3	0	0	0	1
LK	Sri Lanka	Sri Lanka	COUNTRY	4958009	751375	59484	164419	50030	25373	12853	6031	1756	1211
LK-1	Western	Western	PROVINCE	1177294	360332	32722	44627	32464	18775	12272	5994	1756	270
LK-11	Colombo	Colombo	DISTRICT	355982	185828	24207	27406	24275	16529	11907	5994	1756	167
LK-1103	Colombo	Colombo	DSD	25169	16686	4070	7029	5779	4710	3951	3082	639	27
LK-1103005	Sammanthranapura	Sammanthranapura	GND	1405	169	3	156	101	0	0	0	0	0
LK-1103010	Mattakkuliya	Mattakkuliya	GND	3111	1735	351	758	670	167	44	0	0	2
LK-1103015	Modara	Modara	GND	1909	941	201	544	525	419	873	2307	6	0
LK-1103020	Madampitiya	Madampitiya	GND	785	155	6	156	144	147	414	86	0	0
LK-1103025	Mahawatta	Mahawatta	GND	995	468	65	89	101	24	2	0	0	2
LK-1103030	Aluthmawatha	Aluthmawatha	GND	1371	712	251	487	394	350	83	0	0	0
LK-1103035	Lunupokuna	Lunupokuna	GND	1619	1082	228	101	116	112	95	2	0	0
LK-1103040	Bloemendhal	Bloemendhal	GND	477	233	98	164	103	71	811	154	0	0
LK-1103045	Kotahena East	Kotahena East	GND	233	265	61	350	279	328	150	10	0	0
LK-1103050	Kotahena West	Kotahena West	GND	916	674	183	311	211	134	61	1	6	0
LK-1103055	Kochchikade North	Kochchikade North	GND	640	447	164	119	108	150	13	0	0	0
LK-1103060	Jinthupitiya	Jinthupitiya	GND	576	687	304	91	124	146	138	61	75	0
LK-1103065	Masangasweediya	Masangasweediya	GND	620	393	168	58	50	23	175	0	0	1
LK-1103070	New Bazaar	New Bazaar	GND	829	706	156	451	247	220	38	0	0	0
LK-1103075	Grandpass South	Grandpass South	GND	1603	1063	256	238	264	83	5	0	0	0
LK-1103080	Grandpass North	Grandpass North	GND	761	787	144	213	208	78	172	0	0	0
LK-1103085	Nawagampura	Nawagampura	GND	822	403	41	181	189	113	39	0	0	0
LK-1103090	Maligawatta East	Maligawatta East	GND	755	663	185	159	164	242	263	46	0	0
LK-1103095	Khettarama	Khettarama	GND	1107	576	69	159	157	300	287	184	0	1
LK-1103100	Aluthkade East	Aluthkade East	GND	425	781	283	89	105	76	56	0	0	0
LK-1103105	Aluthkade West	Aluthkade West	GND	228	336	182	138	141	107	12	0	0	0
LK-1103110	Kochchikade South	Kochchikade South	GND	359	386	117	276	241	212	4	0	1	0
LK-1103115	Pettah	Pettah	GND	5	2	0	0	4	0	0	0	0	0
LK-1103120	Fort	Fort	GND	92	24	2	16	15	22	0	0	0	0
LK-1103125	Galle Face	Galle Face	GND	307	264	51	50	42	62	23	2	17	2
LK-1103130	Slave Island	Kompagngnaweediya	GND	97	125	26	0	2	13	102	176	113	0
LK-1103135	Hunupitiya	Hunupitiya	GND	270	402	50	20	13	89	0	0	0	16
LK-1103140	Suduwella	Suduwella	GND	215	156	42	126	113	102	0	0	0	0
LK-1103145	Keselwatta	Keselwatta	GND	523	313	63	148	133	140	6	0	1	0
LK-1103150	Panchikawatta	Panchikawatta	GND	531	225	23	600	143	106	9	0	0	0
LK-1103155	Maligawatta West	Maligawatta West	GND	351	169	62	452	304	317	56	0	0	2
LK-1103160	Maligakanda	Maligakanda	GND	320	401	90	278	289	237	3	0	0	0
LK-1103165	Maradana	Maradana	GND	504	255	43	0	2	0	0	0	0	0
LK-1103170	Ibbanwala	Ibbanwala	GND	100	73	19	16	18	34	12	53	419	0
LK-1103175	Wekanda	Wekanda	GND	308	615	83	35	59	86	5	0	1	1
LK-1106	Kolonnawa	Kolonnawa	DSD	28973	18317	2107	2548	2190	804	483	612	2	64
LK-1106005	Wadulla	Wadulla	GND	956	281	107	286	122	36	1	0	0	0
LK-1106010	Sedawatta	Sedawatta	GND	1100	330	33	60	62	29	0	0	0	0
LK-1106015	Halmulla	Halmulla	GND	378	264	16	1	0	0	0	0	0	0
LK-1106020	Kotuvila	Kotuvila	GND	878	452	23	27	29	3	0	0	0	0
LK-1106025	Veheragoda	Veheragoda	GND	425	83	3	0	0	0	0	0	0	0
LK-1106030	Orugodawatta	Orugodawatta	GND	717	377	54	40	35	2	0	0	0	0
LK-1106035	Meethotamulla	Meethotamulla	GND	1345	551	72	94	92	9	0	0	0	0
LK-1106040	Welewatta	Welewatta	GND	797	738	89	63	41	9	0	0	0	0
LK-1106045	Kittampahuwa	Kittampahuwa	GND	690	724	83	65	56	12	1	1	0	0
LK-1106050	Wennawatta	Wennawatta	GND	1270	624	29	201	253	57	0	1	0	0
LK-1106055	Maha Buthgamuwa B	Maha Buthgamuwa B	GND	609	467	38	116	88	1	0	0	0	0
LK-1106060	Kuda Buthgamuwa	Kuda Buthgamuwa	GND	696	465	35	77	103	14	0	0	0	2
LK-1106065	Kelanimulla	Kelanimulla	GND	785	284	9	10	11	2	0	0	2	0
LK-1106070	Ambathale	Ambathale	GND	478	400	35	17	14	0	0	0	0	0
LK-1106075	Mulleriyawa North	Mulleriyawa North	GND	861	462	24	76	29	1	0	0	0	0
LK-1106080	Belagama	Belagama	GND	499	406	43	62	74	5	0	0	0	0
LK-1106085	Kotikawatta East	Kotikawatta East	GND	580	449	60	22	28	5	0	0	0	0
LK-1106090	Maha Buthgamuwa A	Maha Buthgamuwa A	GND	447	427	41	38	39	0	0	0	0	1
LK-1106095	Maha Buthgamuwa C	Maha Buthgamuwa C	GND	594	613	65	29	17	6	0	0	0	0
LK-1106100	Wellampitiya	Wellampitiya	GND	186	260	85	1	0	0	0	0	0	0
LK-1106105	Kuruniyawatta	Kuruniyawatta	GND	611	213	36	58	50	10	0	0	0	0
LK-1106110	Kolonnawa	Kolonnawa	GND	257	210	57	11	12	6	0	0	0	0
LK-1106115	Dahampura	Dahampura	GND	490	235	27	26	27	32	47	9	0	0
LK-1106120	Singhapura	Singhapura	GND	769	205	15	29	25	25	51	144	0	58
LK-1106125	Megoda Kolonnawa	Megoda Kolonnawa	GND	1714	1227	124	118	104	10	0	0	0	1
LK-1106130	Bopetta	Bopetta	GND	564	421	60	18	16	2	0	0	0	1
LK-1106135	Batalandahena	Batalandahena	GND	702	493	41	39	30	7	0	0	0	0
LK-1106140	Kotikawatta West	Kotikawatta West	GND	522	298	17	22	26	4	0	0	0	0
LK-1106145	Mulleriyawa South	Mulleriyawa South	GND	736	582	60	3	9	0	0	0	0	1
LK-1106150	Malgama	Malgama	GND	858	589	37	28	54	0	0	0	0	0
LK-1106155	Udumulla North	Udumulla North	GND	515	263	20	4	6	0	0	0	0	0
LK-1106160	Maligagodella	Maligagodella	GND	420	201	24	18	26	0	0	0	0	0
LK-1106165	Rajasinghagama	Rajasinghagama	GND	1003	621	31	84	75	208	40	7	0	0
LK-1106170	Udumulla South	Udumulla South	GND	387	299	35	27	20	2	0	0	0	0
LK-1106175	Himbutana East	Himbutana East	GND	664	411	30	11	4	1	0	0	0	0
LK-1106180	Himbutana West	Himbutana West	GND	555	414	48	55	14	3	4	0	0	0
LK-1106185	Malpura	Malpura	GND	617	232	24	150	85	111	45	1	0	0
LK-1106190	Gothatuwa New Town	Gothatuwa New Town	GND	243	322	15	2	0	7	0	0	0	0
LK-1106195	Kajugahawatta	Kajugahawatta	GND	327	268	55	21	17	4	0	0	0	0
LK-1106200	Gothatuwa	Gothatuwa	GND	357	249	20	66	47	12	0	0	0	0
LK-1106205	Salamulla	Salamulla	GND	556	344	57	256	227	114	292	449	0	0
LK-1106210	Wijayapura	Wijayapura	GND	349	269	35	146	144	19	0	0	0	0
LK-1106215	Gajabapura	Gajabapura	GND	255	278	35	27	27	8	0	0	0	0
LK-1106220	Madinnagoda	Madinnagoda	GND	469	328	69	41	51	17	2	0	0	0
LK-1106225	Elhena	Elhena	GND	268	256	92	3	1	4	0	0	0	0
LK-1106230	Dodamgahahena	Dodamgahahena	GND	474	432	99	0	0	7	0	0	0	0
LK-1109	Kaduwela	Kaduwela	DSD	47189	25773	2334	1963	1474	461	217	125	203	3
LK-1109005	Welivita	Welivita	GND	820	559	35	11	11	2	0	0	0	0
LK-1109010	Raggahawatta	Raggahawatta	GND	736	402	15	7	14	0	0	0	0	1
LK-1109015	Hewagama	Hewagama	GND	842	359	26	35	37	0	0	0	0	0
LK-1109020	Kaduwela	Kaduwela	GND	686	414	49	6	3	0	0	0	0	0
LK-1109025	Pahala Bomiriya A	Pahala Bomiriya	GND	1002	393	17	22	14	0	0	0	0	0
LK-1109030	Ihala Bomiriya	Ihala Bomiriya	GND	947	325	15	13	9	0	0	0	1	0
LK-1109035	Wekewatta	Wekewatta	GND	902	314	6	5	4	4	0	0	0	0
LK-1109040	Nawagamuwa	Nawagamuwa	GND	1263	347	19	11	9	2	0	0	0	0
LK-1109045	Pahala Bomiriya B	Pahala Bomiriya B	GND	1050	300	6	7	8	1	0	0	0	0
LK-1109050	Welihinda	Welihinda	GND	608	145	7	1	3	0	0	0	0	0
LK-1109055	Kothalawala	Kothalawala	GND	1007	679	54	142	91	15	0	0	0	0
LK-1109060	Mahadeniya	Mahadeniya	GND	1265	641	40	95	57	84	57	1	0	0
LK-1109065	Thalahena North	Thalahena North	GND	632	304	56	23	38	2	0	0	0	0
LK-1109070	Malabe North	Malabe North	GND	962	885	149	34	45	14	1	0	0	1
LK-1109075	Thunadahena	Thunadahena	GND	1131	572	40	10	10	4	1	0	1	0
LK-1109080	Korathota	Korathota	GND	2714	528	32	24	17	3	0	0	0	0
LK-1109085	Nawagamuwa South	Nawagamuwa South	GND	775	158	9	18	1	2	0	0	0	0
LK-1109090	Batewela	Batewela	GND	720	103	6	143	24	0	0	0	0	0
LK-1109095	Ranala	Ranala	GND	1257	367	18	12	14	1	0	0	0	0
LK-1109100	Dedigamuwa	Dedigamuwa	GND	637	113	2	2	1	0	0	0	0	0
LK-1109105	Embilladeniya	Embilladeniya	GND	507	140	11	3	2	0	0	0	1	0
LK-1109110	Welipillewa	Welipillewa	GND	770	112	1	6	7	0	0	0	0	1
LK-1109115	Shanthalokagama	Shanthalokagama	GND	1625	720	50	77	37	31	0	0	0	0
LK-1109120	Pore	Pore	GND	1105	449	35	61	36	36	0	0	0	0
LK-1109125	Malabe East	Malabe East	GND	1066	810	72	10	7	3	0	0	0	0
LK-1109130	Malabe West	Malabe West	GND	900	575	65	85	42	5	0	0	0	0
LK-1109135	Thalangama North B	Thalangama North B	GND	587	451	54	29	25	5	2	0	0	0
LK-1109140	Thalahena South	Thalahena South	GND	522	284	7	10	6	0	0	0	0	0
LK-1109145	Muttettugoda	Muttettugoda	GND	910	791	78	34	33	26	46	42	3	0
LK-1109150	Thalangama North A	Thalangama North A	GND	1308	1074	109	62	34	12	30	1	0	0
LK-1109155	Walpola	Walpola	GND	1267	837	82	52	54	7	0	0	0	0
LK-1109160	Kalapaluwawa	Kalapaluwawa	GND	534	478	49	13	19	18	2	0	0	0
LK-1109165	Kotuwegoda	Kotuwegoda	GND	400	264	59	10	10	44	55	73	187	0
LK-1109170	Subhoothipura	Subhoothipura	GND	198	194	39	87	90	12	0	0	0	0
LK-1109175	Udumulla	Udumulla	GND	278	282	46	41	29	7	0	0	0	0
LK-1109180	Battaramulla North	Battaramulla North	GND	231	260	41	52	46	24	1	0	0	0
LK-1109185	Batapotha	Batapotha	GND	1111	756	92	95	65	10	0	0	0	0
LK-1109190	Pothuarawa	Pothuarawa	GND	1183	859	79	119	92	20	7	1	1	0
LK-1109195	Hokandara North	Hokandara North	GND	1248	567	34	89	75	14	5	1	0	0
LK-1109200	Oruwala	Oruwala	GND	1084	219	12	27	31	2	0	0	0	0
LK-1109205	Athurugiriya	Athurugiriya	GND	1182	583	28	9	10	1	0	0	0	0
LK-1109210	Thaldiyawala	Thaldiyawala	GND	633	405	25	30	9	3	0	0	0	0
LK-1109215	Boralugoda	Boralugoda	GND	620	310	25	29	39	1	0	0	0	0
