region_id	region_name	region_name_in_data	region_ent_type	protected_well	semi_protected_well	unprotected_well	tube_well	spring_fountain	pipe_borne_nwsdb	pipe_borne_local_authority	pipe_borne_community	pipe_borne_private	tank_river_stream	rain_water	bottled_water	filter_ro	bowser	other
LK-5133005	Selvapuram	Selvapuram	gnd	130	6	5	7	0	124	58	0	0	0	0	0	0	0	0
LK-5133010	Vammiyadiyoottu	Vammiyadiyoottu	gnd	249	1	2	10	0	11	196	0	0	2	0	0	0	19	0
LK-5133015	Thumpankerni (Y.F.S.)	Thumpankerni (Y.F.S)	gnd	89	0	1	7	0	0	95	0	0	31	0	0	0	0	0
LK-5133020	Kalumunthanveli	Kalumunthanveli	gnd	36	0	0	0	0	175	0	0	0	0	0	0	0	14	0
LK-5133025	Ganthipuram	Kanthipuram	gnd	29	2	2	1	0	191	0	0	0	0	0	0	0	0	0
LK-5133030	Mavetkudah	Mavetkudah	gnd	53	21	39	1	2	224	1	0	0	0	0	0	0	0	0
LK-5133035	Vipulananthapuram	Vipulananthapuram	gnd	154	25	3	3	0	49	0	0	0	0	0	0	0	0	0
LK-5133040	Palugaamam I	Palugaamam I	gnd	88	1	1	20	0	10	0	0	0	0	0	0	0	0	0
LK-5133045	Palugaamam II	Palugaamam II	gnd	157	3	0	11	1	22	0	0	0	0	0	0	0	0	0
LK-5133050	Vanninagar	Vanninagar	gnd	150	56	0	3	0	85	0	0	0	1	0	0	0	0	0
LK-5133055	Veeranchenai	Veeranchenai	gnd	42	10	0	6	0	110	0	0	0	0	0	0	0	0	0
LK-5133060	Thumpankerni	Thumbankerny	gnd	18	1	0	5	0	103	1	0	0	8	0	0	0	0	0
LK-5133065	Suravanayadiyoottu	Saravanaiyadiyoottu	gnd	6	1	0	3	0	0	144	0	0	0	4	0	0	8	0
LK-5133070	Thikkodai	Thikkodai	gnd	300	49	4	14	1	133	0	1	1	0	0	0	0	4	0
LK-5133075	Navagrinagar	Navakirinagar	gnd	11	27	10	32	1	0	0	3	0	0	0	0	0	36	0
LK-5133080	Kannapuram	Kannapuram	gnd	82	0	4	1	0	45	0	0	0	0	0	0	0	0	0
LK-5133085	Paalaiyadivaddai	Paalaiyadivaddai	gnd	0	69	4	0	1	121	0	0	0	0	0	0	0	0	0
LK-5133090	Nellikkadu	Nellikkadu	gnd	114	2	21	0	2	58	0	0	0	6	0	0	0	0	0
LK-5133095	Vivekananthapuram	Vivekananthapuram	gnd	48	4	1	5	0	124	1	0	0	0	0	0	0	0	0
LK-5133100	Vellaveli	Vellaveli	gnd	26	16	1	3	1	229	0	3	1	0	0	0	0	4	0
LK-5133105	Punnakkulam	Punnakkulam	gnd	3	0	0	0	0	178	0	0	0	0	0	0	0	0	0
LK-5133110	Kovilporativu West	Kovilporativu West	gnd	181	23	1	57	0	129	0	0	2	0	0	1	0	0	0
LK-5133115	Kovilporativu	Kovilporativu	gnd	153	36	3	15	0	65	2	0	0	0	0	0	0	0	0
LK-5133120	Munaitivu	Munaitivu	gnd	106	0	1	14	0	249	1	0	0	0	0	0	0	0	0
LK-5133125	Paddaapuram	Paddaapuram	gnd	12	9	0	3	0	210	0	0	0	0	0	0	0	0	0
LK-5133130	Periyaporativu	Periyaporativu	gnd	100	2	3	25	0	107	0	0	0	0	0	0	0	0	0
LK-5133135	Kovilporativu South	Kovilporativu South	gnd	214	0	0	16	0	26	0	0	0	0	0	0	0	0	0
LK-5133140	Mandur 1 And 2 South	Mandur 1 &2 South	gnd	53	26	2	0	0	224	0	0	1	0	0	0	0	0	0
LK-5133145	Mandur Kottamunai	Mandur Koddaimunai	gnd	12	36	0	0	0	236	0	0	0	0	0	0	0	0	0
LK-5133150	Mandur 3	Mandur 3	gnd	28	2	0	0	0	229	0	0	0	0	0	0	0	0	0
LK-5133155	Mandur 1 And 2 North	Mandur 1 &2 (North part)	gnd	81	12	0	2	0	73	0	0	0	0	0	0	0	0	0
LK-5133160	Paalamunai	Paalamunai	gnd	158	40	1	10	1	388	1	0	0	0	0	0	0	0	0
LK-5133165	Thampalawattai	Thambalawatta	gnd	80	15	32	4	0	288	1	0	1	0	0	0	0	0	0
LK-5133170	Kaneshapuram	Ganeshapuram	gnd	112	9	0	1	0	266	0	0	0	0	0	0	0	0	0
LK-5133175	Sangarpuram	Shangarpuram	gnd	100	0	1	0	0	357	0	0	0	0	0	0	0	0	0
LK-5133180	Palachcholai	Palachcholai	gnd	226	0	0	1	0	78	0	0	0	0	0	0	0	0	0
LK-5133185	Kaakkachchivaddai	Kaakkachchivaddai	gnd	102	60	66	3	6	106	0	0	2	2	0	0	0	0	0
LK-5133190	Kannapuram East	Kannapuram East	gnd	32	35	0	15	0	130	0	0	0	0	0	0	0	4	0
LK-5133195	Vilanthoddam	Vilanthoddam	gnd	15	8	0	3	0	138	0	0	0	0	0	0	0	0	0
LK-5133200	Sinnawattai	Sinnawattai	gnd	6	21	0	0	0	301	0	0	0	0	0	0	0	0	0
LK-5133205	Maalaiyarkaddu	Maalaiyarkaddu	gnd	67	18	6	0	0	49	0	0	0	0	0	0	0	0	0
LK-5133210	Anaikaddiyaveli	Anaikaddiyaveli	gnd	30	7	0	0	0	158	0	0	0	17	0	0	0	0	0
LK-5133215	Raanamadu	Raanamadu	gnd	14	45	1	1	1	92	0	0	0	0	0	0	0	0	0
LK-5136005	Kurukkalmadam North	Kurukkalmadam North	gnd	220	17	2	53	0	0	0	0	0	0	0	1	0	0	0
LK-5136010	Kurukkalmadam South	Kurukkalmadam South	gnd	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-5136015	Cheddipalayam North	Cheddipalayam North	gnd	405	16	4	175	0	6	0	0	0	0	0	0	0	0	0
LK-5136020	Cheddipalayam South	Cheddipalayalam South	gnd	170	8	2	342	0	43	0	0	0	12	0	0	0	0	0
LK-5136025	Mankadu	Mankadu	gnd	207	56	10	268	0	1	0	0	0	0	0	0	0	0	0
LK-5136030	Thettativu North	Thettathivu North	gnd	217	8	3	112	0	5	0	0	0	0	0	0	0	0	0
LK-5136035	Thettativu South	Thettathivu South	gnd	124	6	0	43	0	0	0	0	0	0	0	0	0	0	0
LK-5136040	Thettativu South - 02	Thettathivu South 2	gnd	195	6	1	79	0	3	0	0	0	0	0	0	0	0	0
LK-5136045	Thettativu South - 01	Thettathivu South 1	gnd	155	2	0	127	0	0	0	0	0	0	0	0	0	0	0
LK-5136050	Kaluthawalai 1	Kaluthawalai 1	gnd	142	166	3	156	0	21	0	0	0	0	0	0	0	0	0
LK-5136055	Kaluthawalai Central	Kaluthawalai Central	gnd	265	22	0	45	0	0	0	0	1	0	0	0	0	0	0
LK-5136060	Kaluthawalai 2	Kaluthawalai 2	gnd	256	2	0	6	0	19	0	1	0	0	0	0	0	0	0
LK-5136065	Kaluthawalai 3	Kaluthawalai 3	gnd	290	4	2	50	0	4	0	0	0	0	0	0	0	0	1
LK-5136070	Kaluthawalai 4	Kaluthawalai 4	gnd	407	7	1	61	0	4	0	0	0	0	0	0	0	0	0
LK-5136075	Kaluthawalai 4 Santhipuram	Kaluthavalai 04 Santhipuram	gnd	200	10	2	200	0	87	0	0	0	0	0	0	0	0	0
LK-5136080	Kaluwanchikudy North 1	Kaluwanchikudy North 1	gnd	332	16	0	76	0	39	0	44	19	0	0	0	0	0	0
LK-5136085	Kaluwanchikudy North	Kaluwanchikudy North	gnd	103	28	8	90	0	85	1	0	0	0	0	0	0	0	0
LK-5136090	Paddiruppu	Paddiruppu	gnd	39	36	14	45	0	132	1	0	0	0	0	0	0	0	0
LK-5136095	Eruvil North	Eruvil North	gnd	146	1	0	90	0	186	0	0	0	0	0	0	0	0	0
LK-5136100	Kaluwanchikudy South	kaluwanchikudy South	gnd	445	58	13	231	2	359	1	0	2	0	0	0	0	0	0
LK-5136105	Onthachimadam North	Onthachimadam North	gnd	223	0	5	116	0	279	0	0	5	0	0	1	0	0	0
LK-5136110	Eruvil East	Eruvil East	gnd	206	77	4	186	0	281	0	0	0	0	0	1	0	0	0
LK-5136115	Eruvil South	Eruvil South	gnd	279	74	16	89	0	57	0	1	2	0	1	1	0	0	0
LK-5136120	Kurumanvely 11 West	Kurumanvely 11West	gnd	26	2	1	9	0	249	0	0	0	0	0	0	0	0	0
LK-5136125	Kurumanvely 11 East	Kurumanvely 11 East	gnd	86	2	0	0	0	147	2	0	0	0	0	0	0	0	0
LK-5136130	Kurumanvely 12	Kurumanvely 12	gnd	33	4	1	13	0	280	1	0	0	0	0	0	0	0	0
LK-5136135	Mahiloor West	Mahiloor West	gnd	195	3	8	125	0	91	0	0	0	0	0	0	0	0	0
LK-5136140	Mahiloor South West	Mahiloor South West	gnd	127	190	2	34	2	44	0	0	0	0	0	0	0	0	0
LK-5136145	Mahiloor East	Mahiloor East	gnd	281	3	2	128	0	138	0	0	0	0	0	0	0	0	0
LK-5136150	Onthachimadam South	Onthachimadam South	gnd	92	8	8	88	0	87	0	0	0	0	0	0	0	0	0
LK-5136155	Koddaikallar North	Koddaikallar North	gnd	49	17	2	16	0	337	0	0	1	0	0	0	0	0	0
LK-5136160	Koddaikallar West	Koddaikallar West	gnd	192	29	1	23	0	37	0	0	0	0	0	0	0	0	0
LK-5136165	Mahiloormunai	Mahiloor Munai	gnd	233	2	1	70	0	8	0	0	0	0	0	0	0	0	0
LK-5136170	Koddaikallar East	Koddaikallar East	gnd	191	2	0	10	0	44	2	0	0	0	0	0	0	0	0
LK-5136175	Koddaikallar South	Koddaikallar South	gnd	61	0	1	14	0	160	0	0	0	0	0	0	0	0	0
LK-5136180	Periyakallar 01	Periyakallar 1	gnd	41	0	0	6	0	252	0	0	0	0	0	0	0	0	0
LK-5136185	Periyakallar 01 South	Periyakallar 1 South	gnd	6	1	0	3	0	272	2	0	0	0	0	0	0	0	0
LK-5136190	Periyakallar 02 West	Periyakallar 2 West	gnd	11	1	0	0	0	323	0	0	0	0	0	0	0	0	0
LK-5136195	Periyakallar 02	Periyakallar 2	gnd	94	5	1	12	0	136	0	1	0	0	0	0	0	0	0
LK-5136200	Periyakallar 03 South	Periyakallar 3 South	gnd	68	3	4	17	0	264	0	0	0	0	0	0	0	0	0
LK-5136205	Periyakallar 03	Periyakallar 3	gnd	43	0	0	1	0	176	0	0	1	0	0	0	0	0	0
LK-5136210	Thuraineelavanai North	Thuraineelavanai North	gnd	1	4	0	0	0	372	0	0	0	0	0	0	0	0	0
LK-5136215	Thuraineelavanai North 01	Thuraineelavanai North 1	gnd	80	1	0	0	0	142	0	0	0	0	0	0	0	0	0
LK-5136220	Thuraineelavanai South	Thuraineelavanai South	gnd	2	0	0	0	0	248	0	0	0	0	0	0	0	0	0
LK-5136225	Thuraineelavanai South 01	Thuraineelavanai South1	gnd	3	0	0	0	0	458	0	0	0	0	0	0	0	0	0
LK-5203005	Rideela	Rideela	gnd	14	16	4	0	0	592	6	636	0	0	0	8	3	0	0
LK-5203010	Bakmeedeniya	Bakmeedeniya	gnd	64	7	2	1	0	1167	4	0	0	1	0	6	2	0	0
LK-5203015	Dehiattakandiya	Dehiattakandiya	gnd	17	21	3	4	0	2520	11	0	0	3	0	6	20	0	0
LK-5203020	Kadirapura	Kadirapura	gnd	69	15	1	1	0	906	13	2305	4	0	5	0	10	0	0
LK-5203025	Mawanagama	Mawanagama	gnd	6	2	2	0	0	344	9	882	2	0	0	1	5	0	0
LK-5203030	Lihiniyagama	Lihiniyagama	gnd	44	25	7	4	0	673	2	419	4	0	0	0	6	0	0
LK-5203035	Serupitiya	Serupitiya	gnd	252	80	13	17	0	416	0	339	2	2	0	12	106	0	0
LK-5203040	Sandamadulla	Sadamadulla	gnd	44	38	5	15	0	954	4	7	5	1	0	2	0	0	0
LK-5203045	Sandunpura	Sandunpura	gnd	53	18	2	3	0	559	1	792	1	12	0	0	25	0	0
LK-5203050	Paranagama	Paranagama	gnd	55	27	2	3	0	667	0	714	0	0	0	0	55	0	0
LK-5203055	Ihalagama	Ihalagama	gnd	10	19	1	0	0	682	6	32	1	1	0	0	118	0	0
LK-5203060	Nawa Medagama	Nawa Medagama	gnd	14	6	0	6	0	809	0	10	0	0	0	0	0	0	0
LK-5203065	Wewmedagama	Wewmedagama	gnd	6	5	0	1	1	212	0	478	0	1	0	0	1	0	0
LK-5206005	Galode	Galode	gnd	146	1	7	106	2	80	0	0	2	2	0	0	36	0	0
LK-5206010	Palathuruwella	Palathuruwella	gnd	34	0	16	4	0	222	2	0	0	1	0	0	2	0	0
LK-5206015	Pulungasmulla	Pulungasmulla	gnd	151	3	29	56	0	3	0	55	0	3	0	0	35	0	0
LK-5206020	Serankada	Serankada	gnd	203	5	24	33	0	0	0	7	1	4	0	0	74	0	0
LK-5206025	Unapana	Unapana	gnd	92	2	4	5	1	0	0	22	0	1	0	0	50	0	0
LK-5206030	Hagamwela	Hagamwela	gnd	142	11	14	6	8	39	0	0	0	4	1	0	67	0	0
LK-5206035	Kirawana	Kirawana	gnd	256	91	14	38	0	0	0	1	0	1	0	0	44	0	0
LK-5206040	Padiyathalawa	Padiyathalawa	gnd	127	10	12	18	0	120	3	0	1	0	0	0	171	1	0
LK-5206045	Thalapitaoya Left	Thalapitaoya Left	gnd	100	0	7	7	0	46	0	0	0	0	0	0	113	0	0
LK-5206050	Saranagama	Saranagama	gnd	151	34	39	3	0	22	0	0	5	4	0	0	58	0	0
LK-5206055	Pallegama	Pallegama	gnd	136	44	1	14	0	23	0	1	29	3	0	0	23	0	0
LK-5206060	Moradeniya	Moradeniya	gnd	108	94	66	12	2	0	0	74	0	3	0	0	16	0	0
LK-5206065	Thalapitaoya South	Thalapitaoya South	gnd	203	1	15	0	1	0	0	0	0	0	0	0	0	0	0
LK-5206070	Holike	Holike	gnd	96	113	19	21	2	0	0	0	0	4	0	0	61	0	0
LK-5206075	Kehelulla	Kehelulla	gnd	264	0	8	78	2	0	0	0	13	0	0	0	7	5	0
LK-5206080	Miriswatta	Miriswatta	gnd	113	45	29	18	9	0	0	62	0	3	0	0	3	0	0
LK-5206085	Kolamanthalawa	Kolamanthalawa	gnd	106	5	9	20	20	0	0	1	0	20	0	0	89	0	0
LK-5206090	Dorakumbura	Dorakumbura	gnd	185	2	14	12	0	0	0	0	0	11	0	0	28	0	0
LK-5206095	Marangala	Marangala	gnd	128	83	46	31	11	0	0	0	3	4	0	0	0	0	0
LK-5206100	Komana	Komana	gnd	157	1	9	20	0	0	3	68	0	17	0	0	7	0	0
LK-5209005	Bogamuyaya	Bogamuyaya	gnd	0	0	2	0	0	77	1	0	0	0	0	0	0	0	0
LK-5209010	Tempitiya	Tempitiya	gnd	12	3	1	1	0	183	0	0	0	0	0	0	6	0	0
LK-5209015	Poolawala	Poolawala	gnd	25	3	5	2	0	13	0	10	0	0	0	0	129	0	0
LK-5209020	Bedirekka	Bedirekka	gnd	6	13	2	0	0	163	0	0	0	0	0	0	0	0	0
LK-5209025	Unuwathura Bubula	Unuwathura Bubula	gnd	28	4	5	1	0	571	3	0	0	0	0	0	0	0	0
LK-5209030	Iddapola	Iddapola	gnd	42	18	2	0	1	261	3	0	2	0	0	0	0	0	0
LK-5209035	Thepelpola	Thepelpola	gnd	9	12	0	0	0	458	2	1	0	0	0	0	0	0	0
LK-5209040	Mahaoya	Mahaoya	gnd	15	2	0	1	0	264	0	0	0	0	0	0	5	0	0
LK-5209045	Samagipura	Samagipura	gnd	82	14	22	2	0	514	1	0	0	0	0	0	0	0	0
LK-5209050	Borapola	Borapola	gnd	24	14	7	0	0	241	0	0	1	0	0	0	0	0	0
LK-5209055	Kelavinna	Kelavinna	gnd	15	14	11	1	0	470	1	0	0	2	0	0	0	0	0
LK-5209060	Dambadeniya	Dambadeniya	gnd	39	18	8	0	0	588	1	0	0	1	0	0	0	0	0
LK-5209065	Kekirihena	Kekirihena	gnd	11	20	62	0	16	490	1	0	0	2	0	2	2	0	0
LK-5209070	Kudaharasgala	Kudaharasgala	gnd	24	5	14	9	0	425	2	0	0	0	0	0	0	0	0
LK-5209075	Lahugala	Lahugala	gnd	193	9	73	33	3	0	0	54	20	6	0	0	0	0	0
LK-5209080	Pollebedda	Pollebedda	gnd	99	17	62	1	0	413	2	0	0	1	0	3	0	0	0
LK-5209085	Aranthalawa	Aranthalawa	gnd	121	63	97	6	0	147	1	0	1	0	0	0	6	4	0
LK-5212005	Piyangala	Piyangala	gnd	7	0	3	0	0	155	0	0	0	0	0	0	0	0	0
LK-5212010	Nugelanda North	Nugelanda North	gnd	8	0	0	0	0	213	0	0	0	0	0	0	0	0	0
LK-5212015	Nugelanda South	Nugelanda South	gnd	1	1	0	1	0	213	0	0	0	0	0	0	0	0	0
LK-5212020	Bakkiella	Bakkiella	gnd	2	0	0	0	0	121	1	0	0	0	0	0	0	0	0
LK-5212025	Rajagalathenna South	Rajagalathenna South	gnd	9	1	0	0	0	330	0	0	0	0	0	0	0	0	0
LK-5212030	Rajagalathenna North	Rajagalathenna North	gnd	29	11	5	2	0	532	2	0	1	0	0	0	0	0	0
LK-5212035	Gonagolla	Gonagolla	gnd	14	13	0	0	0	398	2	0	0	0	0	0	0	0	0
LK-5212040	Galapitagala West	Galapitagala West	gnd	28	2	2	0	0	183	0	0	0	0	0	0	0	0	0
LK-5212045	Galapitagala East	Galapitagala East	gnd	8	1	0	2	0	164	0	0	0	0	0	0	0	0	0
LK-5212050	Kothmale	Kothmale	gnd	17	0	0	0	0	209	0	0	0	0	0	0	0	0	0
LK-5212055	Mayadunna	Mayadunna	gnd	12	1	0	0	0	688	1	0	0	0	0	0	0	0	0
LK-5212060	Nawagiriyawa	Nawagiriyawa	gnd	17	11	1	0	0	392	4	0	0	0	0	0	0	0	0
LK-5212065	Bandaradoowa	Bandaradoowa	gnd	66	51	12	1	0	401	3	0	0	0	0	0	0	0	0
LK-5212070	Lathugala	Lathugala	gnd	6	27	22	2	0	169	0	0	0	2	0	0	0	0	0
LK-5212075	Bokkabedda	Bokkabedda	gnd	27	32	7	0	0	156	0	0	0	0	0	0	0	0	0
LK-5212080	Kohombana	Kohombana	gnd	4	4	0	0	0	153	1	0	0	0	0	0	0	0	0
LK-5212085	Walagampura	Walagampura	gnd	55	17	5	0	0	568	3	0	0	0	0	0	0	0	0
LK-5212090	Verenketagoda	Verenketagoda	gnd	13	9	0	1	0	772	1	0	0	0	1	0	0	0	0
LK-5212095	Senagama North	Senagama North	gnd	24	14	0	7	0	261	0	0	0	0	0	0	0	0	0
LK-5212100	Senagama South	Senagama South	gnd	15	1	1	0	0	176	0	0	0	0	0	0	0	0	0
LK-5212105	Gonagala	Gonagala	gnd	56	4	1	1	0	261	0	0	0	0	0	0	0	0	0
LK-5212110	Veheragama East	Veheragama East	gnd	10	0	0	2	0	107	1	0	0	0	0	0	0	0	0
LK-5212115	Veheragama West	Veheragama West	gnd	7	0	0	1	0	112	0	0	0	0	0	0	0	0	0
LK-5212120	Gemunupura	Gemunupura	gnd	4	0	4	0	0	282	1	0	0	0	0	0	0	0	0
LK-5212125	Siyambalawewa	Siyambalawewa	gnd	0	4	0	0	0	172	0	0	0	0	0	0	0	0	0
LK-5212130	Rajagama North	Rajagama North	gnd	5	2	0	1	0	137	0	0	0	0	0	0	0	0	0
LK-5212135	Rajagama South	Rajagama South	gnd	7	5	0	0	0	154	1	0	0	0	0	0	0	0	0
LK-5212140	Suhadagama North	Suhadagama North	gnd	1	1	0	0	0	60	0	0	0	0	0	0	0	0	0
LK-5212145	Suhadagama South	Suhadagama South	gnd	5	2	0	0	0	43	0	0	0	0	0	0	0	0	0
LK-5212150	Kumarigama	Kumarigama	gnd	77	3	0	0	0	234	0	0	0	0	0	0	0	0	0
LK-5212155	Komariya	Komariya	gnd	28	12	2	1	0	248	0	0	0	0	1	0	0	0	0
LK-5212160	Udagirigama West	Udagirigama West	gnd	32	13	2	0	0	153	0	0	0	0	0	0	0	0	0
LK-5212165	Udagirigama East	Udagirigama East	gnd	15	1	0	0	0	292	0	0	0	1	0	0	0	0	0
LK-5212170	Galahitiyagoda	Galahitiyagoda	gnd	6	21	1	0	0	618	1	0	1	0	0	0	0	0	1
LK-5212175	Mahakandiya	Mahakandiya	gnd	3	16	1	0	0	526	1	0	0	0	0	0	0	0	0
LK-5212180	Kahatagasyaya	Kahatagasyaya	gnd	40	15	1	0	0	146	0	0	0	1	0	0	0	0	0
LK-5212185	Velikahagolla	Velikahagolla	gnd	4	1	1	0	0	470	1	0	0	0	0	0	0	0	0
LK-5212190	Dematamalpelessa	Dematamalpelessa	gnd	5	0	1	1	0	419	2	0	0	0	0	0	0	0	0
LK-5212195	Uhana	Uhana	gnd	15	2	0	0	0	661	9	1	0	0	0	0	0	0	0
LK-5212200	Uhana Thissapura East	Uhana Thissapura West	gnd	4	6	0	3	0	558	8	0	0	0	0	1	0	0	0
LK-5212205	Uhana Thissapura West	Uhana Thissapura East	gnd	3	3	0	0	0	234	1	0	0	0	0	0	0	0	0
LK-5212210	Udayapura	Udayapura	gnd	14	0	0	1	0	293	0	0	0	0	0	0	0	0	0
LK-5212215	Sandanadapura	Sandanadapura	gnd	15	12	1	1	0	299	0	0	0	0	0	0	0	0	0
LK-5212220	Weeragoda North	Weeragoda North	gnd	8	10	1	0	0	229	0	0	0	0	0	0	0	0	0
LK-5212225	Weeragoda South	Weeragoda South	gnd	11	0	0	0	0	255	3	1	4	0	0	0	0	0	0
LK-5212230	Dadayanthalawa West	Dadayanthalawa West	gnd	26	0	0	0	0	325	0	0	0	0	0	0	0	0	0
LK-5212235	Dadayanthalawa East	Dadayanthalawa East	gnd	1	4	0	0	1	178	0	0	0	0	0	0	0	0	0
LK-5212240	Wijayapura East	Wijayapura East	gnd	4	1	0	0	0	142	0	0	0	0	0	0	0	0	0
LK-5212245	Wijayapura West	Wijayapura West	gnd	4	1	0	0	0	171	0	0	0	0	0	0	0	0	0
LK-5212250	Kumudugama	Kumudugama	gnd	0	4	0	0	0	211	1	0	1	0	0	0	0	0	0
LK-5212255	Ruhunugama	Ruhunugama	gnd	19	0	0	0	0	223	0	0	0	0	0	0	0	0	0
LK-5212260	Buddhangala	Buddhangala	gnd	1	4	0	0	0	191	3	0	0	0	0	0	0	0	0
LK-5212265	Palam Kandavura	Palam Kandavura	gnd	1	4	0	1	0	591	0	0	0	0	0	0	0	0	0
LK-5212270	Himidurawa	Himidurawa	gnd	21	6	1	0	0	545	2	0	0	0	0	1	0	0	0
LK-5212275	Abhayapura	Abhayapura	gnd	5	5	0	0	0	252	0	0	0	0	0	0	0	0	0
LK-5215005	Dambethalawa	Dambethalawa	gnd	26	20	6	0	4	818	0	0	0	0	0	0	0	0	0
LK-5215010	Samapura	Samapura	gnd	4	7	0	0	0	408	0	0	0	0	0	0	0	0	2
LK-5215015	Karangawa	Karangawa	gnd	11	4	0	1	0	998	3	1	0	0	0	0	0	0	0
LK-5215020	Gemunupura	Gemunupura	gnd	0	1	0	0	0	403	3	0	0	0	0	0	0	0	0
LK-5215025	Thissapura	Thissapura	gnd	0	2	0	0	0	606	1	0	0	0	0	1	1	0	0
LK-5215030	Nawagampura	"Nawagampura_x000D_
Nawagamp"	gnd	3	4	0	2	0	1369	7	0	0	0	0	0	0	0	0
LK-5215035	Senanayakepura	Senanayakepura	gnd	5	1	0	0	0	865	2	0	0	0	0	0	0	0	0
LK-5215040	Jayawardhanapura	Jayawardhanapura	gnd	0	1	0	0	0	892	9	0	1	0	0	0	0	0	0
LK-5215045	Indrasarapura	Indrasarapura	gnd	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0
LK-5215050	Mihindupura	Mihindupura	gnd	0	4	0	0	0	687	4	0	0	1	0	0	0	0	0
LK-5215055	Saddhathissapura	Saddhathissapura	gnd	0	0	0	0	0	578	1	1	0	0	0	0	0	0	0
LK-5215060	Kotavehera	Kotavehera	gnd	1	0	0	0	0	399	0	0	0	0	0	0	0	0	0
LK-5215065	Paragahakele East	Paragahakele East	gnd	11	11	3	0	0	408	3	0	0	0	0	0	0	0	0
LK-5215070	Paragahakele West	Paragahakele West	gnd	12	8	0	0	0	468	1	0	0	0	0	0	0	0	0
LK-5215075	Ambagahawella	Ambagahawella	gnd	27	3	5	0	0	420	0	0	0	0	0	0	0	0	0
LK-5215080	Ambamalthalawa	Ambamalthalawa	gnd	17	15	9	0	0	399	1	0	0	0	0	0	0	0	0
LK-5215085	Namalthalawa	Namalthalawa	gnd	25	33	7	0	0	366	0	0	0	6	0	0	0	1	0
LK-5215090	Namaloya II	Namaloya (ii)	gnd	69	2	0	0	0	345	0	0	0	2	0	0	0	0	0
LK-5215095	Polwaga Janapadaya	Polwaga Janapadaya	gnd	20	8	2	1	0	621	0	0	0	0	0	0	0	0	0
LK-5215100	Wavinna North	Wavinna North	gnd	0	12	1	0	0	363	0	0	0	0	0	0	0	0	0
LK-5215105	Wavinna South	Wavinna South	gnd	6	2	0	0	1	555	2	0	0	0	0	0	0	0	0
LK-5215110	Namaloya I	Namaloya ( i )	gnd	11	0	0	1	0	367	2	0	0	0	0	0	0	0	0
LK-5216005	Central Camp 01	Central Camp 01	gnd	8	13	2	0	0	266	0	0	0	0	0	0	0	0	0
LK-5216010	Central Camp 02	Central Camp 02	gnd	19	6	2	0	0	205	0	0	0	1	0	0	0	0	0
LK-5216015	Central Camp 03	Central Camp 03	gnd	3	1	0	2	0	291	0	0	0	0	0	0	0	0	0
LK-5216020	Central Camp 05	Central Camp 05	gnd	28	1	1	0	0	254	1	0	1	0	0	0	0	0	0
LK-5216025	Central Camp 06	Central Camp 06	gnd	47	14	2	0	0	336	0	0	0	0	0	0	0	0	0
LK-5216030	Central Camp 04	Central Camp 04	gnd	7	1	0	0	0	214	0	0	0	0	0	0	0	0	0
LK-5216035	Chalambaikerny 03	Chalambaikerny 03	gnd	53	5	0	0	0	305	0	0	0	0	0	0	0	0	0
LK-5216040	Chalambaikerny 04	Chalambaikerny 04	gnd	24	1	0	0	0	618	0	0	0	0	0	0	0	0	0
LK-5216045	Chalambaikerny 05	Chalambaikerny 05	gnd	4	6	0	0	0	178	0	0	0	0	0	0	0	0	0
LK-5216050	Chalambaikerny 01	Chalambaikerny 01	gnd	11	3	0	1	0	541	0	0	0	0	0	0	0	0	0
LK-5216055	Chalambaikerny 02	Chalambaikerny 02	gnd	3	7	0	0	0	182	3	0	0	0	0	0	0	0	0
LK-5216060	Sorikalmunai 3	Sorikalmunai 03	gnd	7	5	11	0	1	292	0	0	1	1	0	0	0	0	0
LK-5216065	Sorikalmunai 1	Sorikalmunai 01	gnd	6	2	0	0	0	375	0	0	0	0	0	0	0	0	0
LK-5216070	Sorikalmunai 2	Sorikalmunai 02	gnd	4	0	0	0	0	165	0	0	0	0	0	0	0	0	0
LK-5216075	Chavalakade	Chavalakade	gnd	0	1	2	2	0	208	1	0	0	0	0	0	0	0	0
LK-5216080	Navithanveli 02	Navithanveli 02	gnd	52	2	1	6	1	250	0	0	0	2	0	0	0	1	0
LK-5216085	Annamalai 03	Annamalai 03	gnd	24	0	5	0	0	144	0	0	0	0	0	0	0	0	0
LK-5216090	Annamalai 02	Annamalai 02	gnd	78	30	0	4	0	405	0	0	0	1	0	0	0	0	0
LK-5216095	Navithanveli 01	Navithanveli 01	gnd	10	13	0	5	0	355	0	0	0	0	0	0	0	1	0
LK-5216100	Annamalai 01	Annamalai 01	gnd	15	1	0	0	0	232	0	1	0	0	0	0	0	0	0
LK-5218005	Veeramunai 04	Veeramunai 04	gnd	4	0	0	0	0	182	0	0	0	0	0	0	0	0	0
LK-5218010	Sammanthurai 08	Sammanthurai 08	gnd	22	2	0	4	0	304	0	0	0	0	0	0	0	0	0
LK-5218015	Sammanthurai 06	Sammanthurai 06	gnd	2	0	0	0	0	136	7	0	0	0	0	0	0	0	0
