region_id	region_name	region_name_in_data	region_ent_type	sinhalese	sri_lanka_tamil	indian_malaiyaga_tamil	sri_lanka_moor_muslim	burgher	malay	sri_lanka_chetty	bharatha	veddha
LK-6242120	Naravila	Naravila	GND	955	0	0	151	0	0	0	0	0
LK-6242125	Kuddetiyawa	Kuddetiyawa	GND	604	0	0	0	0	0	0	0	0
LK-6242130	Yakdessawa	Yakdessawa	GND	594	0	0	0	0	0	0	0	0
LK-6242135	Koswatta North	Koswatta North	GND	789	22	0	0	0	0	0	0	0
LK-6242140	Meegahawela	Meegahawela	GND	875	0	0	0	0	0	0	0	0
LK-6242145	Koswatta South	Koswatta South	GND	800	0	0	0	0	0	0	0	0
LK-6242150	Morakele South	Morakele South	GND	1135	88	0	171	0	0	0	0	0
LK-6242155	Meda Kottaramulla	Meda Kottaramulla	GND	651	401	25	1633	0	0	0	0	0
LK-6242160	Morakele North	Morakele North	GND	533	0	0	756	0	0	0	0	0
LK-6242165	Ihala Kottaramulla	Ihala Kottaramulla	GND	85	10	27	2440	0	0	0	0	0
LK-6242170	Thummodara East	Thunmodara East	GND	862	103	0	0	0	0	0	0	0
LK-6242175	Thummodara West	Thunmodara West	GND	622	34	0	1250	57	10	0	0	0
LK-6242180	Nakele	Nakele	GND	352	0	0	0	0	0	0	0	0
LK-6242185	Ihala Katuneriya	Ihala Katuneriya	GND	1594	31	0	0	0	0	0	0	0
LK-6242190	Bulugahawewa	Bulugahawewa	GND	961	17	0	0	0	0	0	0	0
LK-6242195	Nebadagahayaya	Nebadagahayaya	GND	1747	11	0	0	0	0	0	0	0
LK-6242200	Lansigama	Lansigama	GND	1606	0	0	0	0	0	0	0	0
LK-6242205	Pahala Katuneriya North	Pahala Katuneriya North	GND	1042	0	0	0	0	0	0	0	0
LK-6242210	Meda Pahala Katuneriya	Meda Pahala Katuneriya	GND	1117	0	0	0	0	0	0	0	0
LK-6242215	Pahala Katuneriya South	Pahala Katuneriya South	GND	1145	21	0	0	0	0	0	0	0
LK-6242220	Meda Katuneriya	Meda Katuneriya	GND	673	0	0	0	0	0	0	0	0
LK-6242225	Meegahawewa	Meegahawewa	GND	780	0	0	0	0	0	0	0	0
LK-6242230	Dematapitiya	Dematapitiya	GND	809	0	0	0	0	0	0	0	0
LK-6242235	Dhammikagama	Dhammikagama	GND	817	0	0	0	0	0	0	0	0
LK-6245	Wennappuwa	Wennappuwa	DSD	62755	1604	86	42	0	0	0	0	0
LK-6245005	Kolinjadiya West	Kolinjadiya West	GND	1330	24	0	0	0	0	0	0	0
LK-6245010	Kolinjadiya North	Kolinjadiya North	GND	998	20	0	0	0	0	0	0	0
LK-6245015	Udasirigama	Udasirigama	GND	1008	0	0	0	0	0	0	0	0
LK-6245020	Sirigampala North	Sirigampala North	GND	1164	36	0	0	0	0	0	0	0
LK-6245025	Lunuvila East	Lunuvila East	GND	1964	85	10	0	0	0	0	0	0
LK-6245030	Sirigampala South	Sirigampola South	GND	1596	0	0	0	0	0	0	0	0
LK-6245035	Meda Lunuvila	Meda Lunuwila	GND	4668	82	0	0	0	0	0	0	0
LK-6245040	Lunuvila West	Lunuwila West	GND	1215	16	0	0	0	0	0	0	0
LK-6245045	Wennappuwa North	Wennappuwa North	GND	1606	51	0	0	0	0	0	0	0
LK-6245050	Kolinjadiya East	Kolinjadiya East	GND	738	0	0	0	0	0	0	0	0
LK-6245055	Kolinjadiya South	Kolinjadiya South	GND	713	0	0	0	0	0	0	0	0
LK-6245060	Ulhitiyawa West	Ulhitiyawa West	GND	1159	0	0	0	0	0	0	0	0
LK-6245065	Ulhitiyawa North	Ulhitiyawa North	GND	1287	20	0	0	0	0	0	0	0
LK-6245070	Meda Ulhitiyawa	Meda Ulhitiyawa	GND	1618	20	0	0	0	0	0	0	0
LK-6245075	Wennappuwa West	Wennappuwa West	GND	1419	32	0	11	0	0	0	0	0
LK-6245080	Meda Wennappuwa	Meda Wennappuwa	GND	1007	17	0	0	0	0	0	0	0
LK-6245085	Wennappuwa East	Wennappuwa East	GND	1110	12	0	0	0	0	0	0	0
LK-6245090	Lunuvila South	Lunuwila South	GND	1406	29	0	0	0	0	0	0	0
LK-6245095	Bandirippuwa North	Bandirippuwa North	GND	1386	32	0	0	0	0	0	0	0
LK-6245100	Bandirippuwa West	Bandirippuwa West	GND	1362	22	14	0	0	0	0	0	0
LK-6245105	Wennappuwa South	Wennappuwa South	GND	1323	30	0	0	0	0	0	0	0
LK-6245110	Ulhitiyawa South	Ulhitiyawa South	GND	1586	63	0	0	0	0	0	0	0
LK-6245115	Kadawatha	Kadawatha	GND	1386	0	0	0	0	0	0	0	0
LK-6245120	Dummaladeniya West	Dummaladeniya West	GND	1061	26	0	0	0	0	0	0	0
LK-6245125	Meda Dummaladeniya	Meda Dummaladeniya	GND	1504	45	0	0	0	0	0	0	0
LK-6245130	Dummaladeniya North	Dummaladeniya North	GND	802	10	0	0	0	0	0	0	0
LK-6245135	Bandirippuwa East	Bandirippuwa East	GND	2061	45	0	0	0	0	0	0	0
LK-6245140	Dummaladeniya East	Dummaladeniya East	GND	740	0	0	0	0	0	0	0	0
LK-6245145	Dummaladeniya South	Dummaladeniya South	GND	860	14	0	0	0	0	0	0	0
LK-6245150	Wellamankaraya	Wellamankaraya	GND	1292	30	0	31	0	0	0	0	0
LK-6245155	Meda Nainamadama	Meda Nainamadama	GND	1408	19	0	0	0	0	0	0	0
LK-6245160	Hanathotupola	Hanathotupola	GND	792	0	0	0	0	0	0	0	0
LK-6245165	Boralessa West	Boralessa West	GND	885	11	0	0	0	0	0	0	0
LK-6245170	Boralessa North	Boralessa North	GND	947	0	0	0	0	0	0	0	0
LK-6245175	Boralessa East	Boralessa East	GND	1328	0	0	0	0	0	0	0	0
LK-6245180	Boralessa South	Boralessa South	GND	885	0	0	0	0	0	0	0	0
LK-6245185	Nainamadama West	Nainamadama West	GND	1170	25	0	0	0	0	0	0	0
LK-6245190	Nainamadama East	Nainamadama East	GND	849	17	0	0	0	0	0	0	0
LK-6245195	Mirissankotuwa North	Mirissankotuwa North	GND	619	19	0	0	0	0	0	0	0
LK-6245200	Mirissankotuwa South	Mirissankotuwa South	GND	802	31	0	0	0	0	0	0	0
LK-6245205	Bolawatta	Bolawatta	GND	845	52	0	0	0	0	0	0	0
LK-6245210	Rangammulla	Rangammulla	GND	692	82	15	0	0	0	0	0	0
LK-6245215	Kammala	Kammala	GND	1525	47	0	0	0	0	0	0	0
LK-6245220	Angampitiya East	Angampitiya East	GND	839	92	0	0	0	0	0	0	0
LK-6245225	Angampitiya West	Angampitiya West	GND	1048	46	0	0	0	0	0	0	0
LK-6245230	Aluttota	Aluttota	GND	1109	71	36	0	0	0	0	0	0
LK-6245235	Sindathriya	Sindathriya	GND	1118	30	0	0	0	0	0	0	0
LK-6245240	Waikkala North	Waikkala North	GND	909	62	0	0	0	0	0	0	0
LK-6245245	Waikkala South	Waikkala South	GND	1155	55	0	0	0	0	0	0	0
LK-6245250	Bolana	Bolana	GND	983	62	0	0	0	0	0	0	0
LK-6245255	Thambaravila	Thambarawila	GND	699	74	0	0	0	0	0	0	0
LK-6245260	Thopputhota	Thopputhota	GND	779	48	11	0	0	0	0	0	0
LK-6248	Dankotuwa	Dankotuwa	DSD	60840	1441	11	373	0	0	0	0	0
LK-6248005	Bothalegama	Bothalegama	GND	1252	64	0	0	0	0	0	0	0
LK-6248010	Kirimetiyana East	Kirimetiyana East	GND	1015	15	0	0	0	0	0	0	0
LK-6248015	Thulawala	Thulawala	GND	1086	0	0	0	0	0	0	0	0
LK-6248020	Hundirapola	Hundirapola	GND	711	0	0	0	0	0	0	0	0
LK-6248025	Pothuwatawana	Pothuwatawana	GND	1972	18	0	0	0	0	0	0	0
LK-6248030	Lihiriyagama	Lihiriyagama	GND	1054	11	0	0	0	0	0	0	0
LK-6248035	Kahatavila Part	Kahatavila East	GND	2204	16	0	0	0	0	0	0	0
LK-6248040	Kahatavila West	Kahatavila West	GND	1575	0	0	0	0	0	0	0	0
LK-6248045	Meda Kirimetiyana	Meda Kirimetiyana	GND	1536	0	0	0	0	0	0	0	0
LK-6248050	Kirimetiyana North	Kirimetiyana North	GND	1375	0	0	0	0	0	0	0	0
LK-6248055	Kirimetiyana West	Kirimetiyana West	GND	1232	20	0	0	0	0	0	0	0
LK-6248060	Kirimetiyana South	Kirimetiyana South	GND	888	0	0	0	0	0	0	0	0
LK-6248065	Pansal Handiya	Pansal Handiya	GND	1219	17	0	0	0	0	0	0	0
LK-6248070	Haldanduwana North	Haldanduwana North	GND	1253	0	0	0	0	0	0	0	0
LK-6248075	Mellawa	Mellawa	GND	2190	17	0	0	0	0	0	0	0
LK-6248080	Ihala Bujjampola	Ihala Bujjampola	GND	744	55	0	0	0	0	0	0	0
LK-6248085	Pahala Bujjampola	Pahala Bujjampola	GND	1637	35	0	363	0	0	0	0	0
LK-6248090	Haldanduwana West	Haldanduwana West	GND	2085	21	0	0	0	0	0	0	0
LK-6248095	Meda Haldanduwana	Meda Haldanduwana	GND	2642	64	0	0	0	0	0	0	0
LK-6248100	Katukenda East	Katukenda East	GND	1481	103	0	10	0	0	0	0	0
LK-6248105	Meda Katukenda	Meda Katukenda	GND	1255	46	0	0	0	0	0	0	0
LK-6248110	Gonavila North	Gonavila North	GND	601	13	0	0	0	0	0	0	0
LK-6248115	Meda Gonavila	Meda Gonavila	GND	936	31	0	0	0	0	0	0	0
LK-6248120	Katukenda West	Katukenda West	GND	546	15	0	0	0	0	0	0	0
LK-6248125	Dankotuwa West	Dankotuwa West	GND	1331	95	0	0	0	0	0	0	0
LK-6248130	Dankotuwa North	Dankotuwa North	GND	586	19	0	0	0	0	0	0	0
LK-6248135	Ihala Dummalakotuwa	Ihala Dummalakotuwa	GND	890	20	0	0	0	0	0	0	0
LK-6248140	Haldanduwana South	Haldanduwana South	GND	1104	39	0	0	0	0	0	0	0
LK-6248145	Pahala Mohottimulla	Pahala Mohottimulla	GND	1370	67	0	0	0	0	0	0	0
LK-6248150	Ihala Mohottimulla	Ihala Mohottimulla	GND	1051	17	0	0	0	0	0	0	0
LK-6248155	Sendiriyamulla	Sendiriyamulla	GND	1354	22	11	0	0	0	0	0	0
LK-6248160	Singakkuliya	Singakkuliya	GND	1099	14	0	0	0	0	0	0	0
LK-6248165	Kaluwachchimulla	Kaluwachchimulla	GND	1104	12	0	0	0	0	0	0	0
LK-6248170	Motemulla	Motemulla	GND	1547	31	0	0	0	0	0	0	0
LK-6248175	Etiyawala North	Etiyawala North	GND	1282	18	0	0	0	0	0	0	0
LK-6248180	Pahala Dummalakotuwa	Pahala Dummalakotuwa	GND	1335	24	0	0	0	0	0	0	0
LK-6248185	Dankotuwa East	Dankotuwa East	GND	1438	81	0	0	0	0	0	0	0
LK-6248190	Dankotuwa South	Dankotuwa South	GND	704	21	0	0	0	0	0	0	0
LK-6248195	Gonavila South	Gonavila South	GND	1386	54	0	0	0	0	0	0	0
LK-6248200	Godella	Godella	GND	1455	133	0	0	0	0	0	0	0
LK-6248205	Morukkuliya	Morukkuliya	GND	2138	110	0	0	0	0	0	0	0
LK-6248210	Metikotuwa	Metikotuwa	GND	1854	51	0	0	0	0	0	0	0
LK-6248215	Thamarakuliya	Thamarakuliya	GND	575	10	0	0	0	0	0	0	0
LK-6248220	Etiyawala South	Etiyawala South	GND	1969	11	0	0	0	0	0	0	0
LK-6248225	Jankurawela	Jankurawela	GND	724	12	0	0	0	0	0	0	0
LK-6248230	Yogiyana	Yogiyana	GND	916	0	0	0	0	0	0	0	0
LK-6248235	Dikwela	Dikwela	GND	1139	19	0	0	0	0	0	0	0
LK-71	Anuradhapura	Anuradhapura	DISTRICT	869982	4133	160	82973	45	56	0	0	0
LK-7103	Padaviya	Padaviya	DSD	24458	0	0	0	0	0	0	0	0
LK-7103005	Buddhangala	Buddhangala	GND	1956	0	0	0	0	0	0	0	0
LK-7103010	Elikimbulagala	Elikimbulagala	GND	1779	0	0	0	0	0	0	0	0
LK-7103015	Abhayapura	Abhayapura	GND	1771	0	0	0	0	0	0	0	0
LK-7103020	Maithreepura	Maithreepura	GND	1561	0	0	0	0	0	0	0	0
LK-7103025	Parakramapura	Parakramapura	GND	2193	0	0	0	0	0	0	0	0
LK-7103030	Track B	Track B	GND	2095	0	0	0	0	0	0	0	0
LK-7103035	Bisokotuwa	Bisokotuwa	GND	1229	0	0	0	0	0	0	0	0
LK-7103040	Sudarshanagama	Sudarshanagama	GND	2263	0	0	0	0	0	0	0	0
LK-7103045	Balayawewa	Balayawewa	GND	887	0	0	0	0	0	0	0	0
LK-7103050	Mahasenpura	Mahasenpura	GND	1298	0	0	0	0	0	0	0	0
LK-7103055	Urewa	Urewa	GND	303	0	0	0	0	0	0	0	0
LK-7103060	Kumbukwewa	Kumbukwewa	GND	1798	0	0	0	0	0	0	0	0
LK-7103065	Ruwanpura	Ruwanpura	GND	1136	0	0	0	0	0	0	0	0
LK-7103070	Bogahawewa	Bogahawewa	GND	2152	0	0	0	0	0	0	0	0
LK-7103075	Padaviya	Padaviya	GND	2037	0	0	0	0	0	0	0	0
LK-7106	Kebithigollewa	Kebithigollewa	DSD	23758	10	0	2630	0	0	0	0	0
LK-7106005	Halmillawetiya	Halmillawetiya	GND	1041	0	0	0	0	0	0	0	0
LK-7106010	Kanugahawewa	Kanugahawewa	GND	2522	0	0	0	0	0	0	0	0
LK-7106015	Herathhalmillewa	Herathhalmillewa	GND	338	0	0	0	0	0	0	0	0
LK-7106020	Bellankadawala	Bellankadawala	GND	811	0	0	0	0	0	0	0	0
LK-7106025	Punchimudagama	Punchimudagama	GND	346	0	0	0	0	0	0	0	0
LK-7106030	D 06 Wahalkada	D 06 Wahalkada	GND	430	0	0	0	0	0	0	0	0
LK-7106035	D 05 Wahalkada	D 05 Wahalkada	GND	856	0	0	0	0	0	0	0	0
LK-7106040	D 04 Wahalkada	D 04 Wahalkada	GND	822	0	0	0	0	0	0	0	0
LK-7106045	Kahatagollewa	Kahatagollewa	GND	725	0	0	0	0	0	0	0	0
LK-7106050	Thammennawa	Thammennawa	GND	555	0	0	0	0	0	0	0	0
LK-7106055	Kunchuttuwa	Kunchuttuwa	GND	672	0	0	0	0	0	0	0	0
LK-7106060	Galawewa	Galawewa	GND	1149	0	0	0	0	0	0	0	0
LK-7106065	Thittagonewa	Thittagonewa	GND	965	0	0	0	0	0	0	0	0
LK-7106070	Kurulugama	Kurulugama	GND	545	0	0	1554	0	0	0	0	0
LK-7106075	Sinhalaetaweerawewa	Sinhalaetaweerawewa	GND	645	0	0	0	0	0	0	0	0
LK-7106080	Ethalvidda Wewa	Ethalvidda Wewa	GND	701	0	0	0	0	0	0	0	0
LK-7106085	Gonumeriyawa	Gonumeriyawa	GND	1437	0	0	0	0	0	0	0	0
LK-7106090	Kebithigollewa	Kebithigollewa	GND	2483	10	0	13	0	0	0	0	0
LK-7106095	Ihala Usgollewa	Ihala Usgollewa	GND	1067	0	0	0	0	0	0	0	0
LK-7106100	Aiyathigewewa	Aiyathigewewa	GND	1182	0	0	0	0	0	0	0	0
LK-7106105	Bandaraulpatha	Bandaraulpatha	GND	499	0	0	0	0	0	0	0	0
LK-7106110	Kiriketuwewa	Kiriketuwewa	GND	625	0	0	1063	0	0	0	0	0
LK-7106115	Gonahathdenawa	Gonahathdenawa	GND	705	0	0	0	0	0	0	0	0
LK-7106120	Thimbiriwewa	Thimbiriwewa	GND	790	0	0	0	0	0	0	0	0
LK-7106125	Handagala Kirimetiyawa	Handagala Kirimetiyawa	GND	755	0	0	0	0	0	0	0	0
LK-7106130	Wattewewa	Wattewewa	GND	1092	0	0	0	0	0	0	0	0
LK-7109	Medawachchiya	Medawachchiya	DSD	48765	165	0	3464	0	0	0	0	0
LK-7109005	Prabodhagama	Prabodhagama	GND	1831	21	0	0	0	0	0	0	0
LK-7109010	Paranahalmillewa	Paranahalmillewa	GND	1534	0	0	0	0	0	0	0	0
LK-7109015	Lolugaswewa	Lolugaswewa	GND	1381	0	0	0	0	0	0	0	0
LK-7109020	Puhudivula	Puhudivula	GND	1501	0	0	0	0	0	0	0	0
LK-7109025	Heerallugama	Heerallugama	GND	1700	0	0	0	0	0	0	0	0
LK-7109030	Ethakada	Ethakada	GND	1844	0	0	0	0	0	0	0	0
LK-7109035	Etaweeragollewa	Etaweeragollewa	GND	1207	0	0	0	0	0	0	0	0
LK-7109040	Kadawath Rambewa	Kadawath Rambewa	GND	733	0	0	0	0	0	0	0	0
LK-7109045	Maha Kumbukgollewa	Maha Kumbukgollewa	GND	1586	0	0	0	0	0	0	0	0
LK-7109050	Kidawarankulama	Kidawarankulama	GND	1685	0	0	0	0	0	0	0	0
LK-7109055	Anekattiya	Anekattiya	GND	513	0	0	496	0	0	0	0	0
LK-7109060	Periyakulama	Periyakulama	GND	1355	0	0	0	0	0	0	0	0
LK-7109065	Poonewa	Poonewa	GND	1592	0	0	0	0	0	0	0	0
LK-7109070	Isinbessagama	Isinbessagama	GND	1603	0	0	0	0	0	0	0	0
LK-7109075	Mahadivulwewa	Maha Divulwewa	GND	1046	0	0	0	0	0	0	0	0
LK-7109080	Kidagalegama	Kidagalegama	GND	834	0	0	0	0	0	0	0	0
LK-7109085	Moragoda	Moragoda	GND	1384	0	0	0	0	0	0	0	0
LK-7109090	Unagaswewa	Unagaswewa	GND	814	0	0	0	0	0	0	0	0
LK-7109095	Kirigalwewa	Kirigalwewa	GND	917	0	0	0	0	0	0	0	0
LK-7109100	Angunochchiya	Angunochchiya	GND	1241	0	0	0	0	0	0	0	0
LK-7109105	Ekirikanda	Ekirikanda	GND	1666	0	0	0	0	0	0	0	0
LK-7109110	Railway Town	Railway Town	GND	1035	19	0	10	0	0	0	0	0
LK-7109115	Kadawathgama	Kadawathgama	GND	1285	14	0	0	0	0	0	0	0
LK-7109120	Kuda Kumbukgollewa	Kuda Kumbukgollewa	GND	1383	0	0	0	0	0	0	0	0
LK-7109125	Yakawewa	Yakawewa	GND	1099	0	0	869	0	0	0	0	0
LK-7109130	Thammenna Elawaka	Thammenne Elawaka	GND	1184	0	0	548	0	0	0	0	0
LK-7109135	Puleliya	Puleliya	GND	1699	10	0	0	0	0	0	0	0
LK-7109140	Viralmurippuwa	Viralmurippuwa	GND	1367	0	0	0	0	0	0	0	0
LK-7109145	Walpola	Walpola	GND	929	0	0	0	0	0	0	0	0
LK-7109150	Katuwela	Katuwela	GND	1819	13	0	869	0	0	0	0	0
LK-7109155	Medawachchiya West	Medawachchiya West	GND	1747	75	0	487	0	0	0	0	0
LK-7109160	Medawachchiya East	Medawachchiya East	GND	1479	13	0	185	0	0	0	0	0
LK-7109165	Kanadara Divulwewa	Kanadara Divulwewa	GND	1118	0	0	0	0	0	0	0	0
LK-7109170	Helambagaswewa	Helambagaswewa	GND	1149	0	0	0	0	0	0	0	0
LK-7109175	Sangilikanadarawa	Sangilikanadarawa	GND	1711	0	0	0	0	0	0	0	0
LK-7109180	Lindawewa	Lindawewa	GND	861	0	0	0	0	0	0	0	0
LK-7109185	Karambankulama	Karambankulama	GND	933	0	0	0	0	0	0	0	0
LK-7112	Mahawilachchiya	Mahawilachchiya	DSD	24132	15	0	0	0	0	0	0	0
LK-7112005	Dematamalgama	Dematamalgama	GND	1217	0	0	0	0	0	0	0	0
LK-7112010	Thanthirimale	Thanthirimale	GND	1375	0	0	0	0	0	0	0	0
LK-7112015	Nelumvila	Nelumvila	GND	1916	0	0	0	0	0	0	0	0
LK-7112020	Sandamaleliya	Sandamaleliya	GND	1545	0	0	0	0	0	0	0	0
LK-7112025	Thuppitiyawa	Thuppitiyawa	GND	1289	0	0	0	0	0	0	0	0
LK-7112030	Ethdathkalla	Ethdathkalla	GND	1421	0	0	0	0	0	0	0	0
LK-7112035	Randoowa	Randoowa	GND	1617	0	0	0	0	0	0	0	0
LK-7112040	Palugaswewa	Palugaswewa	GND	1240	0	0	0	0	0	0	0	0
LK-7112045	Mannaram Junction	Mannaram Junction	GND	1604	0	0	0	0	0	0	0	0
LK-7112050	Kuda Vilachchiya	Kuda Vilachchiya	GND	1189	0	0	0	0	0	0	0	0
LK-7112055	Mahavillachchiya	Maha Vilachchiya	GND	1283	0	0	0	0	0	0	0	0
LK-7112060	Pemaduwa	Pemaduwa	GND	1380	0	0	0	0	0	0	0	0
LK-7112065	Kiralpetiyawa	Kiralpetiyawa	GND	1052	0	0	0	0	0	0	0	0
LK-7112070	Navodagama	Navodagama	GND	2028	0	0	0	0	0	0	0	0
LK-7112075	Oyamaduwa	Oyamaduwa	GND	2090	15	0	0	0	0	0	0	0
LK-7112080	Helambawewa	Helambawewa	GND	960	0	0	0	0	0	0	0	0
LK-7112085	Dunumadalawa	Dunumadalawa	GND	926	0	0	0	0	0	0	0	0
LK-7115	Nuwaragam Palatha Central	Nuwaragam Palatha Central	DSD	64045	983	79	6256	16	0	0	0	0
LK-7115005	Helambagaswewa	Helambagaswewa	GND	436	0	0	322	0	0	0	0	0
LK-7115010	Asirikgama	Asirikgama	GND	0	0	0	1239	0	0	0	0	0
LK-7115015	Gambirigaswewa	Gambirigaswewa	GND	668	0	0	983	0	0	0	0	0
LK-7115020	Aluthgama	Aluthgama	GND	697	0	0	1047	0	0	0	0	0
LK-7115025	Galpottegama	Galpottegama	GND	1550	0	0	0	0	0	0	0	0
LK-7115030	Maha Ehetuwewa	Maha Ehetuwewa	GND	1236	0	0	0	0	0	0	0	0
LK-7115035	Maningamuwa	Maningamuwa	GND	1235	0	0	0	0	0	0	0	0
LK-7115040	Elayapattuwa	Elayapattuwa	GND	1353	20	0	0	0	0	0	0	0
LK-7115045	Diganegama	Diganegama	GND	762	0	0	0	0	0	0	0	0
LK-7115050	Karambewa	Karambewa	GND	1604	0	0	0	0	0	0	0	0
LK-7115055	Galkadawala	Galkadawala	GND	1252	0	0	0	0	0	0	0	0
LK-7115060	Poowarsankulama	Poowarsankulama	GND	1766	0	0	0	0	0	0	0	0
LK-7115065	Paniyankadawala	Paniyankadawala	GND	1354	0	0	0	0	0	0	0	0
LK-7115070	Parasangaswewa	Parasangahawewa	GND	1563	0	0	125	0	0	0	0	0
LK-7115075	Mankadawala	Mankadawala	GND	2670	0	0	0	0	0	0	0	0
LK-7115080	Saliyapura	Saliyapura	GND	988	0	0	0	0	0	0	0	0
LK-7115085	Ashokaramaya	Ashokaramaya	GND	1333	0	0	0	0	0	0	0	0
LK-7115090	Perimiyankulama	Perimiyankulama	GND	1547	0	0	0	0	0	0	0	0
LK-7115095	Katukeliyawa	Katukeliyawa	GND	2045	21	0	24	0	0	0	0	0
LK-7115100	Pusiyankulama	Pusiyankulama	GND	1913	0	0	0	0	0	0	0	0
LK-7115105	Mahamankadawala	Maha Mankadawala	GND	1293	0	0	0	0	0	0	0	0
LK-7115110	Ilandagahawewa	Ilandagahawewa	GND	1355	0	0	0	0	0	0	0	0
LK-7115115	Vihara Kallanchiya	Vihara Kallanchiya	GND	1335	0	0	0	0	0	0	0	0
LK-7115120	Vihara Palugama	Vihara Palugama	GND	1990	0	0	0	0	0	0	0	0
LK-7115125	Devanampiyathissapura	Dewanampiyathissa Pura	GND	3684	774	79	2205	16	0	0	0	0
LK-7115130	Abhayawewa	Abhayawewa	GND	2498	18	0	16	0	0	0	0	0
LK-7115135	Pethispura	Pethispura	GND	1881	0	0	0	0	0	0	0	0
LK-7115140	Bandara Puliyankulama	Bandara  Puliyankulama	GND	1968	10	0	35	0	0	0	0	0
LK-7115145	Jayanthi Gramaya	Jayanthi Gramaya	GND	2988	0	0	60	0	0	0	0	0
LK-7115150	Theppankulama	Theppankulama	GND	2703	0	0	11	0	0	0	0	0
LK-7115155	Thannayamkulama	Thannayamkulama	GND	1445	0	0	0	0	0	0	0	0
LK-7115160	Saliya Mawatha	Saliya Mawatha	GND	2775	0	0	23	0	0	0	0	0
LK-7115165	Shuddha Nagaraya	Shuddha Nagaraya	GND	858	22	0	87	0	0	0	0	0
LK-7115170	Thisawewa	Thisawewa	GND	86	0	0	0	0	0	0	0	0
LK-7115175	Wessagiriya	Wessagiriya	GND	1571	86	0	29	0	0	0	0	0
LK-7115180	Isurumuniya	Isurumuniya	GND	2057	32	0	39	0	0	0	0	0
LK-7115185	Pandulagama	Pandulagama	GND	2514	0	0	11	0	0	0	0	0
LK-7115190	Pahalagama	Pahalagama	GND	1540	0	0	0	0	0	0	0	0
LK-7115195	Mahabulankulama	Maha Bulankulama	GND	1678	0	0	0	0	0	0	0	0
LK-7115200	Ulukkulama	Ulukkulama	GND	1854	0	0	0	0	0	0	0	0
LK-7118	Rambewa	Rambewa	DSD	34559	14	0	5194	0	0	0	0	0
LK-7118005	Kolibendawewa	Kolibendawewa	GND	190	0	0	1047	0	0	0	0	0
LK-7118010	Medagama	Medagama	GND	1406	0	0	0	0	0	0	0	0
LK-7118015	Kadurugasdamana	Kadurugasdamana	GND	1548	0	0	0	0	0	0	0	0
LK-7118020	Siyambalagaswewa	Siyambalagaswewa	GND	722	0	0	0	0	0	0	0	0
LK-7118025	Katukeliyawa	Katukeliyawa	GND	907	0	0	0	0	0	0	0	0
LK-7118030	Wahamalgollewa Track 05	Wahamalgollewa Track 05	GND	1431	0	0	0	0	0	0	0	0
LK-7118035	Sangilikanadarawa	Sangilikanadarawa	GND	1289	0	0	0	0	0	0	0	0
LK-7118040	Diviyaudabendawewa	Diviyaudabendawewa	GND	889	0	0	0	0	0	0	0	0
LK-7118045	Thalgahawewa	Talgahawewa	GND	275	0	0	758	0	0	0	0	0
LK-7118050	Galkandegama	Galkandegama	GND	1337	0	0	0	0	0	0	0	0
LK-7118055	Balahondawewa	Balahondawewa	GND	830	0	0	0	0	0	0	0	0
LK-7118060	Pihimbiyagollewa	Pihimbiyagollewa	GND	1076	0	0	0	0	0	0	0	0
LK-7118065	Galweeragollewa	Galweeragollewa	GND	444	0	0	0	0	0	0	0	0
LK-7118070	Ambagahawewa	Ambagahawewa	GND	731	0	0	0	0	0	0	0	0
LK-7118075	Thamarahalmillewa	Thamarahalmillewa	GND	561	0	0	0	0	0	0	0	0
LK-7118080	Wewelketiya	Wewelketiya	GND	1178	0	0	0	0	0	0	0	0
LK-7118085	Ihala Kolongaswewa	Ihala Kolongaswewa	GND	642	0	0	0	0	0	0	0	0
LK-7118090	Konakumbukwewa	Konakumbukwewa	GND	838	0	0	0	0	0	0	0	0
LK-7118095	Kedewa	Kedewa	GND	625	0	0	0	0	0	0	0	0
LK-7118100	Kallanchiya	Kallanchiya	GND	771	0	0	0	0	0	0	0	0
LK-7118105	Gonewa	Gonewa	GND	1328	0	0	118	0	0	0	0	0
LK-7118110	Ikirigollewa	Ikirigollewa	GND	129	0	0	3185	0	0	0	0	0
LK-7118115	Wahamalgollewa	Wahamalgollewa	GND	969	0	0	45	0	0	0	0	0
LK-7118120	Wahamalgollewa Track 03	Wahamalgollewa Track 03	GND	723	0	0	0	0	0	0	0	0
LK-7118125	Pallankulama	Pallankulama	GND	1442	0	0	0	0	0	0	0	0
LK-7118130	Mahawewa	Mahawewa	GND	1307	0	0	0	0	0	0	0	0
LK-7118135	Pandukabhayapura	Pandukabhayapura	GND	1000	0	0	0	0	0	0	0	0
LK-7118140	Katupuliyankulama	Katupuliyankulama	GND	1311	0	0	41	0	0	0	0	0
LK-7118145	Sandamalgama	Sandamalgama	GND	1043	0	0	0	0	0	0	0	0
LK-7118150	Rambewa	Rambewa	GND	1484	0	0	0	0	0	0	0	0
LK-7118155	Nabadagaswewa	Nebadagaswewa	GND	896	14	0	0	0	0	0	0	0
LK-7118160	Mahakanadarawa R. B. Track 02	Mahakanadarawa R.B. Track 02	GND	904	0	0	0	0	0	0	0	0
LK-7118165	Kapiriggama	Kapiriggama	GND	402	0	0	0	0	0	0	0	0
