region_id	region_name	region_name_in_data	region_ent_type	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-8118035	Welgolla	Welgolla	GND	44	97	6	0	103	3	0	1	0	0	0
LK-8118040	Madugasthalawa South	Madugasthalawa South	GND	14	115	89	0	48	1	0	0	0	1	0
LK-8118045	Gerandiella	Gerandiella	GND	34	163	135	0	88	0	0	0	0	0	0
LK-8118050	Maligathenna	Maligathenna	GND	89	83	24	0	10	0	0	0	0	0	0
LK-8118055	Medawelagama	Medawelagama	GND	158	203	117	0	76	0	0	0	0	0	0
LK-8118060	Paramahankada	Paramahankada	GND	81	192	4	1	5	3	0	0	0	0	0
LK-8118065	Nikebedda	Nikebedda	GND	115	305	17	0	99	6	0	0	0	1	0
LK-8118070	Udagama	Udagama	GND	158	138	3	0	1	1	0	0	0	0	0
LK-8118075	Pelgahathenna	Pelgahathenna	GND	128	334	164	1	67	2	0	1	0	0	0
LK-8118080	Sapuroda	Sapuroda	GND	62	111	4	50	69	5	0	0	0	0	0
LK-8118085	Palagolla	Palagolla	GND	74	91	10	1	93	3	0	0	0	0	0
LK-8118090	Gonagala West	Gonagala West	GND	53	144	9	0	48	0	0	0	0	0	0
LK-8118095	Gonagala East	Gonagala East	GND	207	140	20	0	11	0	0	1	3	0	0
LK-8118100	Kanahela	Kanahela	GND	15	248	55	0	0	0	0	1	0	0	0
LK-8118105	Pallegama	Pallegama	GND	122	161	20	0	1	1	0	0	0	0	0
LK-8118110	Passara Town North	Passara Town North	GND	66	282	1	3	48	1	0	0	0	0	0
LK-8118115	Passara Town South	Passara Town South	GND	149	50	0	3	8	0	0	0	0	0	0
LK-8118120	Passara Town East	Passara Town East	GND	49	194	5	0	21	1	0	0	0	0	0
LK-8118125	Ambathenna West	Ambathenna West	GND	193	298	13	0	16	5	0	0	0	0	0
LK-8118130	Thennuge	Thennuge	GND	63	164	65	1	52	5	0	0	1	0	0
LK-8118135	Meedumpitiya	Meedumpitiya	GND	62	212	250	0	40	10	1	5	1	0	0
LK-8118140	Kudugala Pathana	Kudugala Pathana	GND	85	40	122	0	15	1	0	0	0	0	1
LK-8118145	Tholabowatta	Tholabowatta	GND	160	240	11	0	7	6	0	2	0	0	1
LK-8118150	Ambathenna	Ambathenna	GND	22	64	6	0	68	4	0	0	0	0	0
LK-8118155	Meeriyabedda	Meeriyabedda	GND	71	245	89	9	84	2	0	2	0	0	0
LK-8118160	Puhulwatta	Puhulwatta	GND	82	172	89	0	64	2	0	1	0	0	0
LK-8118165	Maussagolla West	Maussagolla West	GND	121	97	15	0	125	0	0	0	0	0	0
LK-8118170	Kanawerella West	Kanawerella West	GND	26	81	57	0	38	13	0	1	0	0	0
LK-8118175	Kanawerella	Kanawerella	GND	55	166	181	7	56	3	0	0	0	0	0
LK-8118180	Kanawerella East	Kanawerella East	GND	68	244	169	0	11	6	0	2	0	0	0
LK-8118185	Bibilegama West	Bibilegama West	GND	118	118	65	2	1	1	0	1	0	0	0
LK-8118190	Wewekele	Wewekele	GND	11	38	57	0	4	0	0	0	0	0	0
LK-8118195	Bibilegama East	Bibilegama East	GND	34	24	1	4	29	0	0	0	0	0	0
LK-8118200	Maussagolla East	Maussagolla East	GND	67	77	0	146	12	2	0	0	0	0	0
LK-8118205	Dambewela	Dambewela	GND	34	74	2	0	66	0	0	0	0	0	0
LK-8119	Lunugala	Lunugala	DSD	2393	3744	1394	85	1114	132	0	13	6	3	1
LK-8119005	Ekiriya	Ekiriya	GND	56	64	12	0	90	11	0	0	0	0	0
LK-8119010	Metigahathenna	Metigahathenna	GND	64	56	47	0	68	0	0	0	0	0	0
LK-8119015	Galwelagama	Galwelagama	GND	58	24	2	0	9	1	0	0	0	2	0
LK-8119020	Wewabedda	Wewabedda	GND	14	194	218	1	28	1	0	0	0	0	0
LK-8119025	Janathapura North	Janathapura North	GND	62	40	5	3	13	1	0	0	0	0	0
LK-8119030	Arawakumbura	Arawakumbura	GND	7	173	111	72	46	13	0	2	0	0	0
LK-8119035	Udakiruwa	Udakiruwa	GND	61	31	1	0	35	5	0	0	0	0	0
LK-8119040	Alakolagala	Alakolagala	GND	70	132	39	0	32	3	0	0	0	0	0
LK-8119045	Udapanguwa	Udapanguwa	GND	115	295	21	0	24	1	0	1	6	0	1
LK-8119050	Lunugala Town	Lunugala Town	GND	267	108	5	0	11	1	0	1	0	0	0
LK-8119055	Janathapura South	Janathapura South	GND	69	32	0	3	16	1	0	0	0	0	0
LK-8119060	Janathapura	Janathapura	GND	196	70	2	0	36	6	0	1	0	0	0
LK-8119065	Batawatta	Batawatta	GND	58	132	105	0	10	1	0	0	0	0	0
LK-8119070	Gallulla	Gallulla	GND	137	63	55	0	82	0	0	0	0	0	0
LK-8119075	Madulsima	Madulsima	GND	51	393	308	1	14	2	0	0	0	0	0
LK-8119080	Sumudugama	Sumudugama	GND	84	256	3	0	59	3	0	3	0	0	0
LK-8119085	Attanagolla	Aththanagolla	GND	198	97	10	1	27	1	0	0	0	0	0
LK-8119090	Sooriyagoda	Sooriyagoda	GND	53	96	16	0	61	4	0	0	0	0	0
LK-8119095	Weragoda	Weragoda	GND	21	29	0	0	25	23	0	0	0	0	0
LK-8119100	Pallekiruwa	Pallekiruwa	GND	119	60	0	1	37	20	0	0	0	0	0
LK-8119105	Kottalbedda	Kottalbedda	GND	148	278	57	1	67	6	0	0	0	1	0
LK-8119110	Mahadowa	Mahadowa	GND	70	293	93	0	19	1	0	2	0	0	0
LK-8119115	Yapamma	Yapamma	GND	51	169	3	1	81	1	0	0	0	0	0
LK-8119120	Peessagama	Peessagama	GND	71	116	8	0	51	10	0	0	0	0	0
LK-8119125	Rendapola	Rendapola	GND	27	70	98	0	31	0	0	0	0	0	0
LK-8119130	Hopton	Hopton	GND	20	171	55	0	54	2	0	2	0	0	0
LK-8119135	Maduwatta	Maduwatta	GND	134	239	119	0	66	9	0	1	0	0	0
LK-8119140	Millabedda	Millabedda	GND	112	63	1	1	22	5	0	0	0	0	0
LK-8121	Badulla	Badulla	DSD	6510	12221	633	64	1959	83	0	45	6	6	1
LK-8121005	Pitawelagama	Pitawelagama	GND	411	301	0	1	88	0	0	0	0	0	0
LK-8121010	Badulla North	Badulla North	GND	406	714	2	4	68	5	0	1	0	0	0
LK-8121015	Medapathana	Medapathana	GND	199	367	4	2	116	5	0	3	0	0	0
LK-8121020	Kailagoda	Kailagoda	GND	331	292	0	2	27	0	0	0	0	0	0
LK-8121025	Andeniya	Andeniya	GND	107	559	5	2	61	1	0	1	0	0	0
LK-8121030	Sirimalgoda	Sirimalgoda	GND	100	544	13	11	173	12	0	4	0	0	0
LK-8121035	Damanwara	Damanwara	GND	214	119	0	0	114	2	0	2	0	0	0
LK-8121040	Hinnarangolla	Hinnarangolla	GND	199	204	3	1	107	0	0	1	0	0	0
LK-8121045	Kendagolla	Kendagolla	GND	172	270	1	0	155	0	0	2	1	0	0
LK-8121050	Thelbedda Estate	Thelbedda	GND	80	742	36	1	99	25	0	4	1	5	0
LK-8121055	Ilukthenna	Ilukthenna	GND	113	259	1	0	85	0	0	0	0	0	0
LK-8121060	Hegoda	Hegoda	GND	196	409	4	0	48	0	0	0	0	0	0
LK-8121065	Badulupitiya	Badulupitiya	GND	421	899	7	1	7	0	0	1	1	0	0
LK-8121070	Badulla Central	Badulla Central	GND	237	697	1	0	12	0	0	1	0	0	0
LK-8121075	Badulla West	Badulla West	GND	168	549	3	0	80	0	0	3	0	0	0
LK-8121080	Katupelella	Katupelella	GND	114	560	4	0	83	1	0	0	0	0	0
LK-8121085	Badulla South	Badulla South	GND	379	579	1	0	76	1	0	1	0	0	0
LK-8121090	Badulla East	Badulla East	GND	264	671	0	1	41	1	0	3	0	0	0
LK-8121095	Hindagoda	Hindagoda	GND	388	487	2	1	32	0	0	0	0	0	0
LK-8121100	Rambukpotha	Rambukpotha	GND	354	516	4	0	21	0	0	0	1	0	1
LK-8121105	Malangamuwa	Malangamuwa	GND	36	243	0	0	103	2	0	0	0	0	0
LK-8121110	Viyadiguna	Viyadiguna	GND	134	334	15	2	87	4	0	4	0	0	0
LK-8121115	Vineethagama	Vineethagama	GND	53	217	3	0	45	0	0	1	0	0	0
LK-8121120	Wewessa	Wewessa	GND	167	192	223	0	11	2	0	3	1	1	0
LK-8121125	Welibissa	Welibissa	GND	25	108	65	0	51	0	0	1	0	0	0
LK-8121130	Glen Alpin Estate	Glen Alpin	GND	50	268	226	32	6	19	0	5	0	0	0
LK-8121135	Udawela	Udawela	GND	177	467	8	1	44	1	0	0	0	0	0
LK-8121140	Hingurugamuwa	Hingurugamuwa	GND	469	618	2	2	112	0	0	4	0	0	0
LK-8121145	Kanupelella	Kanupelella	GND	546	36	0	0	7	2	0	0	1	0	0
LK-8124	Hali-Ela	Hali-Ela	DSD	6995	12861	623	262	4967	97	1	84	12	43	0
LK-8124005	Kokatiyamaluwa	Kokatiyamaluwa	GND	118	109	0	0	114	7	0	2	0	0	0
LK-8124010	Wegama	Wegama	GND	148	77	1	0	128	3	0	2	0	0	0
LK-8124015	Jangulla	Jangulla	GND	136	199	6	0	118	0	0	2	0	0	0
LK-8124020	Landewela	Landewela	GND	38	49	1	0	48	1	0	0	0	0	0
LK-8124025	Bogoda	Bogoda	GND	69	57	2	0	77	2	0	3	0	0	0
LK-8124030	Panakanniya	Panakanniya	GND	105	143	1	0	32	1	0	1	1	1	0
LK-8124035	Ketawala	Ketawala	GND	137	161	4	1	91	0	0	1	0	0	0
LK-8124040	Udakohovila	Udakohovila	GND	77	234	4	0	187	2	0	0	0	0	0
LK-8124045	Hethekma	Hethekma	GND	214	126	0	0	45	0	0	2	0	0	0
LK-8124050	Deegalla	Deegalla	GND	100	133	16	1	66	3	0	1	0	0	0
LK-8124055	Pattipola	Pattipola	GND	134	138	17	0	129	2	0	2	0	0	0
LK-8124060	Anthuduwawela	Anthuduwawela	GND	57	464	3	1	122	2	0	3	1	1	0
LK-8124065	Bogahamaditta	Bogahamaditta	GND	141	673	6	2	104	0	0	4	1	1	0
LK-8124070	Mahawattagama	Mahawattagama	GND	50	534	6	60	232	3	0	1	2	0	0
LK-8124075	Dematawelhinna	Dematawelhinna	GND	72	258	7	0	120	2	0	2	0	0	0
LK-8124080	Welikemulla	Welikemulla	GND	35	188	2	0	73	2	0	1	0	0	0
LK-8124085	Unagolla	Unagolla	GND	44	196	0	0	59	3	0	0	0	0	0
LK-8124090	Medapitigama	Medapitigama	GND	125	295	8	1	111	3	0	0	0	4	0
LK-8124095	Dickwella	Dickwella	GND	219	859	7	1	54	3	0	0	0	1	0
LK-8124100	Hali-Ela	Hali Ela	GND	72	154	0	0	16	0	0	0	0	0	0
LK-8124105	Samagipura	Samagipura	GND	67	350	0	0	123	2	0	3	0	2	0
LK-8124110	Udagama	Udagama	GND	144	67	0	0	16	2	0	1	0	0	0
LK-8124115	Gawela	Gawela	GND	287	346	14	0	40	2	0	4	0	7	0
LK-8124120	Pahamunuthota	Pahamunuthota	GND	21	102	1	0	75	1	0	1	1	0	0
LK-8124125	Neludanda	Neludanda	GND	44	128	2	0	84	3	0	2	0	0	0
LK-8124130	Hinnarangolla	Hinnarangolla	GND	14	375	26	0	97	2	0	1	0	11	0
LK-8124135	Mugunumatha West	Mugunumatha West	GND	319	355	2	0	35	0	0	1	0	0	0
LK-8124140	Mugunumatha East	Mugunumatha East	GND	128	181	62	0	44	2	0	3	0	0	0
LK-8124145	Godegama	Godegama	GND	157	45	0	2	63	0	0	1	0	0	0
LK-8124150	Medagama	Medagama	GND	189	225	1	0	81	2	0	0	0	0	0
LK-8124155	Imbulgoda	Imbulgoda	GND	129	467	5	0	139	0	0	0	0	0	0
LK-8124160	Imbulgoda	Kottagoda	GND	335	70	70	1	40	2	0	0	0	0	0
LK-8124165	Kandana	Kandana	GND	165	366	31	0	81	0	0	2	0	0	0
LK-8124170	Bulathwatta	Bulathwatta	GND	66	151	20	0	0	0	0	0	0	0	0
LK-8124175	Springvalley Estate	Springvalley Estate	GND	154	70	13	0	114	3	0	1	0	0	0
LK-8124180	Springvalley	Springvalley	GND	9	65	38	0	97	0	0	0	0	0	0
LK-8124185	Beddegama	Beddegama	GND	39	147	14	51	110	0	0	1	0	0	0
LK-8124190	Wewelhinna	Wewalhinna	GND	115	304	28	0	224	2	0	4	0	1	0
LK-8124195	Uduwara	Uduwara	GND	111	337	25	0	63	3	0	2	0	1	0
LK-8124200	Hapuwalakumbura	Hapuwalakumbura	GND	105	416	9	2	93	2	0	1	0	0	0
LK-8124205	Kirinda	Kirinda	GND	84	233	6	1	91	1	0	2	0	1	0
LK-8124210	Morethota	Morethota	GND	203	371	48	0	73	0	0	0	1	1	0
LK-8124215	Uva Mahawela	Uva Mahawela	GND	202	158	0	0	2	0	0	0	0	0	0
LK-8124220	Etampitiya	Etampitiya	GND	139	186	15	82	85	1	0	1	0	2	0
LK-8124225	Pallegama	Pallegama	GND	106	160	0	0	39	1	0	1	1	0	0
LK-8124230	Dehivinna	Dehivinna	GND	247	161	5	0	51	1	0	0	0	0	0
LK-8124235	Niliathugoda	Niliathugoda	GND	175	77	4	1	89	5	0	2	0	0	0
LK-8124240	Neluwa	Neluwa	GND	111	270	9	4	158	0	0	4	0	0	0
LK-8124245	Kudumahuwela	Kudumahuwela	GND	40	150	4	0	43	0	0	0	0	0	0
LK-8124250	Wepassawela	Wepassawela	GND	96	169	13	0	85	3	1	3	3	2	0
LK-8124255	Maligathenna	Maligathenna	GND	272	243	7	2	87	3	0	1	1	2	0
LK-8124260	Perahettiya	Perahettiya	GND	82	192	2	0	103	0	0	1	0	2	0
LK-8124265	Katugaha	Katugaha	GND	107	142	20	1	70	2	0	1	0	0	0
LK-8124270	Mahathenna	Mahathenna	GND	256	230	13	1	1	4	0	2	0	2	0
LK-8124275	Malitta	Malitta	GND	100	209	6	0	82	0	0	5	0	0	0
LK-8124280	Kurukude	Kurukude	GND	71	141	16	1	270	0	0	2	0	0	0
LK-8124285	Warakadanda	Warakadanda	GND	15	155	3	46	93	9	0	4	0	1	0
LK-8127	Uvaparanagama	Uva Paranagama	DSD	8007	7245	554	77	6464	110	2	95	10	40	1
LK-8127005	Yalagamuwa	Yalagamuwa	GND	142	47	0	0	74	3	0	7	0	0	0
LK-8127010	Ritikumbura	Ritikumbura	GND	6	74	2	0	157	4	0	1	1	2	0
LK-8127015	Wethalawa	Wethalawa	GND	20	59	1	0	114	0	0	1	0	0	0
LK-8127020	Maspanna	Maspanna	GND	10	55	2	0	107	2	0	1	0	1	0
LK-8127025	Kohilegama	Kohilegama	GND	157	1	1	0	16	2	0	2	0	0	0
LK-8127030	Ellanda	Ellanda	GND	163	5	0	0	0	2	0	0	0	0	0
LK-8127035	Kindigoda	Kindigoda	GND	113	31	0	0	1	1	0	1	0	1	0
LK-8127040	Hathkinda	Hathkinda	GND	83	50	1	0	11	0	0	0	0	0	0
LK-8127045	Dimbulana	Dimbulana	GND	145	23	2	0	69	4	0	0	0	0	0
LK-8127050	Ilukwela	Ilukwela	GND	202	69	17	0	13	0	0	1	0	1	0
LK-8127055	Gampaha	Gampaha	GND	90	74	70	2	117	0	1	1	2	0	0
LK-8127060	Wewegama	Wewegama	GND	28	19	6	1	103	0	0	0	0	0	0
LK-8127065	Kerklis	Kerklis	GND	45	44	233	33	35	0	0	2	0	0	0
LK-8127070	Malwattegama	Malwattegama	GND	58	55	7	0	105	1	0	0	0	0	0
LK-8127075	Medipokuna	Medipokuna	GND	20	94	0	1	110	1	0	4	0	0	0
LK-8127080	Thuppitiya	Thuppitiya	GND	135	55	0	0	40	2	0	2	1	0	0
LK-8127085	Panagoda	Panagoda	GND	120	77	0	0	0	0	0	3	1	2	0
LK-8127090	Pitiyakumbura	Pitiyakumbura	GND	97	101	3	1	143	4	1	3	1	6	0
LK-8127095	Bambarapana	Bambarapana	GND	134	119	27	1	60	1	0	1	0	0	0
LK-8127100	Alagolla	Alagolla	GND	245	181	15	1	20	3	0	1	0	0	0
LK-8127105	Voldemar	Voldemar	GND	15	105	27	0	231	1	0	0	0	0	0
LK-8127110	Thawalampola	Thawalampola	GND	8	75	0	0	113	0	0	0	0	0	0
LK-8127115	Kodakumbura	Kodakumbura	GND	19	109	1	0	208	5	0	2	0	1	0
LK-8127120	Koradekumbura	Koradekumbura	GND	118	62	0	0	86	1	0	0	0	0	0
LK-8127125	Malapolagama	Malapolagama	GND	7	72	3	0	175	27	0	0	0	2	0
LK-8127130	Welamedagama	Welamedagama	GND	90	33	0	0	0	1	0	1	0	0	0
LK-8127135	Uduhawara	Uduhawara	GND	219	72	0	1	8	1	0	0	0	0	0
LK-8127140	Hangunnawa	Hangunnawa	GND	124	86	0	0	85	0	0	1	0	0	0
LK-8127145	Ranhawadigama	Ranhawadigama	GND	207	95	0	0	0	0	0	2	0	0	0
LK-8127150	Idamegama	Idamegama	GND	79	106	0	0	63	1	0	0	0	0	0
LK-8127155	Paranagama	Paranagama	GND	183	160	1	0	3	0	0	1	0	0	0
LK-8127160	Mudanawa	Mudanawa	GND	4	42	0	0	79	0	0	3	0	0	0
LK-8127165	Sapugolla	Sapugolla	GND	190	175	0	0	103	0	0	0	0	0	0
LK-8127170	Ethkandawaka	Ethkandawaka	GND	96	137	0	2	100	2	0	1	0	0	0
LK-8127175	Kirawanagama	Kirawanagama	GND	141	97	0	0	46	0	0	2	0	0	0
LK-8127180	Beraliyapola	Beraliyapola	GND	151	87	9	10	1	2	0	0	0	2	0
LK-8127185	Pannalawela	Pannalawela	GND	176	107	3	0	4	0	0	0	0	0	0
LK-8127190	Rahupola	Rahupola	GND	65	93	0	0	76	0	0	1	0	0	0
LK-8127195	Udaperuwa	Udaperuwa	GND	59	68	0	0	119	0	0	1	0	1	0
LK-8127200	Weliulla	Weliulla	GND	121	95	3	0	79	2	0	1	0	0	0
LK-8127205	Metiwalalanda	Metiwalalanda	GND	230	131	0	0	73	0	0	1	0	2	0
LK-8127210	Unapana	Unapana	GND	218	223	1	0	68	3	0	5	0	3	0
LK-8127215	Lunuwatta	Lunuwatta	GND	245	169	92	2	0	0	0	1	0	3	0
LK-8127220	Pallewela	Pallewela	GND	79	161	1	0	166	1	0	2	0	0	0
LK-8127225	Busdulla	Busdulla	GND	48	99	0	0	138	0	0	1	0	1	0
LK-8127230	Kurundugolla	Kurundugolla	GND	80	155	0	0	94	1	0	2	0	0	0
LK-8127235	Ambagasdowa	Ambagasdowa	GND	395	131	2	9	61	1	0	2	1	0	0
LK-8127240	Pannalagama	Pannalagama	GND	289	56	0	0	63	1	0	1	0	0	0
LK-8127245	Uma Ela	Uma Ela	GND	105	183	1	0	228	1	0	2	0	1	0
LK-8127250	Karagahaulpatha	Karagahaulpatha	GND	319	71	0	0	8	0	0	1	0	0	0
LK-8127255	Medawela	Medawela	GND	169	194	3	0	176	0	0	1	0	0	0
LK-8127260	Perawella	Perawella	GND	190	103	0	0	201	0	0	1	0	0	0
LK-8127265	Galahagama	Galahagama	GND	9	200	4	0	343	9	0	3	0	0	0
LK-8127270	Medagodagama	Medagodagama	GND	92	120	0	0	131	2	0	2	0	0	0
LK-8127275	Thelhawadigama	Thelhawadigama	GND	4	88	0	3	227	1	0	1	0	0	0
LK-8127280	Ketagoda	Ketagoda	GND	59	144	0	4	250	0	0	0	0	0	0
LK-8127285	Dangamuwa	Dangamuwa	GND	15	86	1	1	197	0	0	0	0	0	0
LK-8127290	Rathamba	Rathamba	GND	216	239	0	0	60	0	0	2	0	0	0
LK-8127295	Kumarapattiya	Kumarapattiya	GND	90	245	1	0	213	3	0	1	0	0	0
LK-8127300	Balagala	Balagala	GND	182	203	3	1	64	1	0	2	0	2	0
LK-8127305	Downside	Downside	GND	85	282	3	0	11	3	0	2	1	0	0
LK-8127310	Kendagolla	Kendagolla	GND	242	115	1	0	23	0	0	2	0	1	0
LK-8127315	Yahala Arawa	Yahala Arawa	GND	84	97	0	1	142	3	0	2	1	0	0
LK-8127320	Ulugala	Ulugala	GND	30	66	0	0	31	2	0	1	0	4	0
LK-8127325	Hangiliella	Hangiliella	GND	6	74	1	0	129	1	0	1	0	2	1
LK-8127330	Kotawera Udagama	Kotawera Udagama	GND	225	124	2	3	130	4	0	5	1	2	0
LK-8127335	Kotawera Pahalagama	Kotawera Pahalagama	GND	18	164	3	0	176	0	0	1	0	0	0
LK-8127340	Daragala	Daragala	GND	198	213	1	0	187	0	0	3	0	0	0
LK-8130	Welimada	Welimada	DSD	7704	13276	737	406	6084	259	2	156	18	22	4
LK-8130005	Alakolagala	Alakolagala	GND	131	341	34	1	52	54	0	7	1	0	0
LK-8130010	Hulankapolla	Hulankapolla	GND	76	472	19	93	4	6	1	6	3	0	0
LK-8130015	Silmiyapura	Silmiyapura	GND	108	205	5	48	6	23	0	2	1	0	0
LK-8130020	Boragas	Boragas	GND	83	470	76	40	133	14	0	7	1	0	0
LK-8130025	Vidurupola	Vidurupola	GND	252	284	10	1	136	7	0	4	1	4	0
LK-8130030	Gavarammana	Gavarammana	GND	127	234	2	3	203	3	0	3	1	0	0
LK-8130035	Palugama Town	Palugama Town	GND	113	184	5	5	198	2	1	2	1	1	0
LK-8130040	Puranwela	Puranwela	GND	291	145	2	3	104	1	0	2	0	0	0
LK-8130045	Girambe	Girambe	GND	33	231	1	0	189	0	0	1	0	1	0
LK-8130050	Divurumgama	Divurumgama	GND	202	232	1	0	4	0	0	1	0	0	0
LK-8130055	Palugama Ella	Palugama Ella	GND	117	180	2	2	74	3	0	2	0	0	0
LK-8130060	Welimada Watta	Welimadawatta	GND	1	63	1	0	137	1	0	5	1	0	0
LK-8130065	Ambagahakumbura	Ambagahakumbura	GND	54	300	15	2	222	1	0	1	0	1	0
LK-8130070	Dimuthugama	Dimuthugama	GND	33	578	1	0	2	0	0	4	0	0	0
LK-8130075	Welimada Town	Welimada Town	GND	171	293	2	1	15	4	0	9	0	0	0
LK-8130080	Landegama	Landegama	GND	160	213	0	0	98	0	0	1	0	0	0
LK-8130085	Divithotawela	Divithotawela	GND	88	356	8	4	154	3	0	1	0	0	0
LK-8130090	Puhulpola	Puhulpola	GND	151	73	0	0	1	0	0	0	0	0	0
LK-8130095	Dikkapitiya	Dikkapitiya	GND	35	142	9	1	50	0	0	0	0	1	0
LK-8130100	Koskanuwegama	Koskanuwegama	GND	5	93	1	0	135	0	0	1	0	0	0
LK-8130105	Dayaraba Watta	Dayaraba Watta	GND	315	346	13	22	1	0	0	3	0	2	0
LK-8130110	Ketakella	Ketakella	GND	3	45	0	1	94	0	0	1	0	0	0
LK-8130115	Yalpathwela	Yalpathwela	GND	157	111	1	2	117	1	0	0	0	0	0
LK-8130120	Dambavinna	Dambawinna	GND	211	394	9	0	86	3	0	11	0	0	0
LK-8130125	Kabillegama	Kabillegama	GND	195	179	0	0	17	0	0	3	2	0	0
LK-8130130	Idamegama	Idamegama	GND	216	194	3	1	43	0	0	1	0	0	0
LK-8130135	Erabadda	Erabadda	GND	30	156	1	3	180	0	0	0	0	0	0
LK-8130140	Keppetipola	Keppetipola	GND	182	119	2	0	67	0	0	1	0	0	1
LK-8130145	Hewanakumbura	Hewanakumbura	GND	30	84	8	0	136	6	0	0	1	0	0
LK-8130150	Ambewela	Ambewela	GND	149	266	82	10	12	8	0	2	0	0	0
LK-8130155	Himbiliyagolla	Himbiliyagolla	GND	33	48	10	1	99	0	0	1	0	0	0
LK-8130160	Thennakonwela	Thennakonwela	GND	315	26	1	0	27	0	0	2	0	0	0
LK-8130165	Kalubululanda	Kalubululanda	GND	202	255	4	6	70	10	0	2	0	0	0
LK-8130170	Mavithikumbura	Mavithikumbura	GND	169	126	0	1	138	0	0	1	0	1	0
LK-8130175	Nedungamuwa	Nedungamuwa	GND	21	277	0	0	304	0	0	3	0	0	0
LK-8130180	Medagedaragama	Medagedaragama	GND	135	236	8	0	143	2	0	6	0	0	0
LK-8130185	Nawela	Nawela	GND	93	295	2	16	136	2	0	1	0	0	0
LK-8130190	Pahalayalkumbura	Pahalayalkumbura	GND	93	128	0	8	66	0	0	1	0	0	0
LK-8130195	Welikadagama	Welikadagama	GND	180	170	0	0	24	5	0	5	0	0	0
LK-8130200	Mirahawatta	Mirahawatta	GND	218	188	1	1	68	1	0	0	0	0	0
LK-8130205	Udupeella	Udupeella	GND	38	207	4	16	85	0	0	0	0	0	0
LK-8130210	Kotakithula	Kotakithula	GND	42	228	1	9	306	3	0	1	0	1	0
LK-8130215	Malpotha	Malpotha	GND	41	93	0	0	98	2	0	0	0	1	0
LK-8130220	Karagasthenna	Karagasthenna	GND	153	516	2	43	164	17	0	4	1	0	1
LK-8130225	Alugolla	Alugolla	GND	85	208	1	0	139	2	0	0	0	0	0
LK-8130230	Bogahakumbura	Bogahakumbura	GND	126	175	11	3	28	5	0	0	0	0	0
LK-8130235	Bibiligamuwa	Bibiligamuwa	GND	86	87	3	17	35	0	0	0	0	0	0
LK-8130240	Alawathugoda	Alawathugoda	GND	120	137	3	4	39	1	0	0	0	0	1
LK-8130245	Kandepuhulpola	Kandepuhulpola	GND	24	167	1	2	224	2	0	1	0	0	0
LK-8130250	Helayalkumbura	Helayalkumbura	GND	74	113	0	0	151	4	0	2	0	3	0
LK-8130255	Guruthalawa	Guruthalawa	GND	167	233	4	3	107	2	0	5	1	0	0
LK-8130260	Mahathenna	Mahathenna	GND	208	174	6	3	103	1	0	6	0	0	1
LK-8130265	Hingurugamuwa	Hingurugamuwa	GND	56	196	4	0	159	11	0	4	0	0	0
LK-8130270	Galedanda	Galedanda	GND	262	231	0	0	3	9	0	2	0	1	0
LK-8130275	Boralanda	Boralanda	GND	211	289	2	1	122	4	0	3	0	1	0
LK-8130280	Wangiyakumbura	Wangiyakumbura	GND	150	249	1	3	45	4	0	1	1	1	0
LK-8130285	Ohiya	Ohiya	GND	4	14	16	0	12	2	0	1	0	0	0
LK-8130290	Rahangala	Rahangala	GND	242	218	3	0	17	0	0	1	0	0	0
LK-8130295	Hinnarangolla	Hinnarangolla	GND	14	316	1	3	116	2	0	1	0	0	0
LK-8130300	Udakendagolla	Udakendagolla	GND	216	116	2	0	97	6	0	0	0	0	0
LK-8130305	Rathkarawwa	Rathkarawwa	GND	94	102	18	6	22	2	0	1	0	0	0
LK-8130310	Pitapola	Pitapola	GND	84	165	14	0	141	3	0	16	2	0	0
LK-8130315	Ohiya Estate	Ohiya Estate	GND	0	20	67	2	19	1	0	0	0	0	0
LK-8130320	Maligathenna	Maligathenna	GND	29	290	234	15	107	16	0	4	0	3	0
LK-8133	Bandarawela	Bandarawela	DSD	4756	8889	888	432	2881	51	0	62	6	7	1
LK-8133005	Mathetilla	Mathetilla	GND	244	116	0	2	4	4	0	2	0	2	0
LK-8133010	Konthahela	Konthahela	GND	8	205	1	12	128	0	0	2	1	0	0
LK-8133015	Icelab Watta	Icelab Watta	GND	5	122	6	44	102	4	0	1	0	0	0
LK-8133020	Kirioruwa	Kirioruwa	GND	71	259	6	25	108	0	0	0	0	0	0
LK-8133025	Ettalapitiya	Ettalapitiya	GND	366	220	6	14	75	2	0	0	0	0	0
LK-8133030	Diganathenna	Diganathenna	GND	220	379	3	56	120	0	0	0	0	0	0
LK-8133035	Ambegoda	Ambegoda	GND	135	403	6	23	195	0	0	2	0	0	0
LK-8133040	Wewathenna	Wewathenna	GND	305	370	8	19	47	1	0	1	0	0	0
LK-8133045	Watagamuwa	Watagamuwa	GND	269	221	1	1	236	1	0	1	0	0	0
LK-8133050	Bindunuwewa	Bindunuwewa	GND	193	289	3	3	5	0	0	1	0	0	0
LK-8133055	Kebillewela North	Kebillawela North	GND	148	438	2	9	86	0	0	1	0	0	0
